pid,smd_prp,Country,MPA,MPA_shr,AvgExp,socmed,ud_to_vis,est_vis,est_exp,corals,mangroves,beach,temp,dayshot,precip,daysrain,vis_log,protected,prop_land,wildlife,C3P,air_min_dist,ports_min_dist,ruins,sargassum,roads_min_dist
13,5.6636975007e-5,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,455.7560128416129,27345,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,6.124149359575654,1,0.820039824045113,0,7.91e-4,32261.94712741482,26780.88507687655,0,0,0
14,1.0817689408e-4,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,870.4961718276234,52230,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,6.770211472325784,1,0.898802269580733,0,7.91e-4,28933.09320991118,22790.57641789409,0,0,0
15,0,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,1,0,7.51e-4,26141.584150102306,19277.585780536854,0,0,1000
16,4.68544719e-7,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,1.562422839274276,1,1,0,7.91e-4,26945.22340441513,22096.972238370425,0,0,1000
17,0,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,1,0,7.51e-4,26480.76967895224,16556.45562036469,0,0,3887.4455983088037
18,0,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,0,0,0,0,0,26.389921188354492,8.836996078491211,2510.1103515625,249.6923065185547,0,1,1,0,8.77e-4,45524.50120326423,34498.94826736566,0,0,3887.232768894169
19,0,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,0,0,0,1,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,0.958823813055768,0,7.41e-4,40694.823509478265,31586.505522912143,0,0,1000
20,1.4115453694e-5,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,113.58662594943938,6815,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,4.741331095458556,1,0.225353075167286,0,7.91e-4,37112.48662503051,26923.487341130014,0,0,1000
21,9.37089438e-7,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,7.540730165869252,452,1,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,2.144846503661909,1,0,0,7.91e-4,33891.31406565478,22406.647696258144,0,0,1000
22,4.3790677939e-5,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,352.38225160583073,21143,0,1,1,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,5.867550336796002,1,0.888527547360822,0,7.91e-4,31143.158438204275,18145.54520814036,0,0,0
23,3.4829216152e-5,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,280.26964155257826,16816,0,1,1,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,5.639313787711555,1,0.496532570009996,0,7.91e-4,31203.211098973185,20956.36070433411,0,0,0
24,4.548969658e-6,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,3.627148196552904,1,1,0,6.64e-4,28691.441184213414,14369.596561540562,0,0,1000
25,0,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,1,0,6.64e-4,28607.132029667344,11508.80250596079,0,0,1000
26,0,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,0,0,0,0,0,26.384353637695312,7.018314838409424,2301.92041015625,245.2857208251953,0,1,1,0,6.69e-4,30127.252843794784,9369.403074066668,0,0,1000
27,0,Honduras,NP Blanca Jeannette Kawas,Jeannette Kawas,60,smud_prop,8046969.5421636505,0,0,0,0,0,26.384353637695312,7.018314838409424,2301.92041015625,245.2857208251953,0,1,1,0,5.59e-4,35125.52522588174,21365.07273303375,0,0,7184.9459498313245
28,2.34272359e-7,Honduras,NP Blanca Jeannette Kawas,Jeannette Kawas,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,25.250722885131836,1.637362599372864,2315.59033203125,243.64651489257812,1.059588169169556,1,1,0,5.59e-4,35249.665410772854,22812.21347631175,0,0,8640.021613620185
29,0,Honduras,NP Blanca Jeannette Kawas,Jeannette Kawas,60,smud_prop,8046969.5421636505,0,0,0,0,0,25.250722885131836,1.637362599372864,2315.59033203125,243.64651489257812,0,1,1,0,5.59e-4,38083.44618667769,23969.510777070584,0,0,9109.012009763439
30,2.014742291e-5,Honduras,NP Blanca Jeannette Kawas,Jeannette Kawas,60,smud_prop,8046969.5421636505,162.12569850986014,9728,0,0,0,25.250722885131836,1.637362599372864,2315.59033203125,243.64651489257812,5.094521060120572,1,1,0,4.61e-4,47001.52740414183,11481.28328910346,0,0,1000
31,0,Honduras,NP Punta Izopo,Punta Izopo,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.896724700927734,0.699633717536926,2432.494384765625,242.86447143554688,0,1,1,0,5.22e-4,55799.71740620089,8096.760072440045,0,0,1000
32,0,Honduras,NP Punta Izopo,Punta Izopo,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.896724700927734,0.699633717536926,2432.494384765625,242.86447143554688,0,1,1,0,5.82e-4,53064.431981529655,12206.959275849315,0,0,1000
33,0,Guatemala,MPA Río Sarstun,Río Sarstun,81,smud_prop,3703852.27002714,0,0,0,0,0,26.69425392150879,10.637362480163574,3053.453369140625,258.3809509277344,0,1,1,0,0.001251,117852.09875826434,26105.055880650692,0,0,2457.5788122347826
34,0,Guatemala,MPA Río Sarstun,Río Sarstun,81,smud_prop,3703852.27002714,0,0,0,0,0,26.69425392150879,10.637362480163574,3053.453369140625,258.3809509277344,0,1,1,0,0.001158,113759.10151427808,21720.49037621845,0,0,5999.1459366767285
35,0,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,0,0,7.41e-4,41998.32297019911,28255.763241012224,0,0,3887.304336570036
36,2.34272359e-7,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,1.059588169169556,1,0,0,7.91e-4,38860.50341117927,23462.479247435927,0,0,3887.3498155880593
37,0,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,0,0,0,0,0,27.11851692199707,13.521978378295898,2404.465576171875,245.3223419189453,0,1,0,0,7.91e-4,36144.392064068415,18355.441072133865,0,0,1000
38,0,Honduras,NP Cuyamel Omoa,Cuyamel Omoa,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.728147506713867,0.283882766962051,2386.95068359375,245.22344970703125,0,1,0,0,7.91e-4,36163.649976646884,20356.849162473394,0,0,1000
39,1.09641640365e-4,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,882.2829405700157,52937,1,0,1,27.11851692199707,13.521978378295898,2404.465576171875,245.3223419189453,6.783645580273533,1,0.444066819438987,0,6.64e-4,33685.31789997576,13752.624316367954,0,0,0
40,1.63585571316e-4,Honduras,Zona de Interconexion,Zona de Interconexion,60,smud_prop,8046969.5421636505,1316.3681099172916,78982,0,0,0,27.11851692199707,13.521978378295898,2404.465576171875,245.3223419189453,7.183391169079909,1,1,0,6.64e-4,31717.936067461662,9558.755399315294,0,0,0
