pid,smd_prp,Country,MPA,MPA_shr,AvgExp,socmed,ud_to_vis,est_vis,est_exp,corals,mangroves,beach,temp,dayshot,precip,daysrain,vis_log,protected,prop_land,wildlife,C3P,air_min_dist,ports_min_dist,ruins,sargassum,roads_min_dist
1063,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,0,0,1,0,5.82e-4,57991.59409168573,37582.54513505045,0,0,13587.929462601925
1064,1.639906516e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,13.196277786247707,792,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,2.652979802516702,0,1,0,5.98e-4,53899.79366228612,39961.4044871952,0,0,12551.498812908752
1065,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,1.562422839274276,0,1,0,5.98e-4,49973.87044180331,42550.190090436685,0,0,12551.537879618185
1066,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,1.562422839274276,0,1,0,5.98e-4,46256.087265321796,45515.71654182597,0,0,12551.569800916779
1067,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,0,0,1,0,5.75e-4,42800.7242115234,45813.6992938224,0,0,12551.594576707344
1068,5.486059096e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,44.14615045202185,2649,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,3.809905014921771,0,1,0,5.75e-4,39676.407909878995,42656.818852638666,0,0,12551.612206913189
1069,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,1.059588169169556,0,1,0,4.49e-4,36966.78113895058,39879.22489924627,0,0,13588.083922785141
1070,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,0,0,1,0,4.49e-4,34507.48729880109,37385.07732599257,0,0,16006.219411646944
1071,2.108451235e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,16.966642869182333,1018,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,2.888516864710658,0,1,0,4.86e-4,32529.69037197873,35262.61090907298,0,0,18566.44650393199
1072,9.800756395e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,78.86638820073063,4732,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,4.380355090931847,0,1,0,4.86e-4,31235.148349403386,33753.50454023728,0,0,21008.287824676205
1073,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,3.627148196552904,0,1,0,5.52e-4,30710.385841684772,32942.160685612085,0,0,23555.25576022302
1074,5.486059096e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,44.14615045202185,2649,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,3.809905014921771,0,1,0,5.52e-4,30994.523048778134,32880.27025548887,0,0,23554.9381587788
1075,6.188876174e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,49.801698072400306,2988,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,3.927929780647832,0,1,0,5.32e-4,32066.058924377747,33571.97354237578,0,0,18566.15579030274
1076,1.18114128e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,95.04607905152189,5703,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,4.564828066429446,0,1,0,5.32e-4,33850.29340493947,34972.57793850277,0,0,13587.854775504236
1077,1.02709088256e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,826.4969048994303,49590,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,6.71840536694142,0,1,0,3.82e-4,36218.28868035527,37001.66211578608,0,0,8640.519864632577
1078,1.5461975722e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,124.4220476966078,7465,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,4.831684431696695,0,1,0,3.82e-4,38817.83918472734,39468.66571599433,0,0,3887.837591704992
1079,1.0542256174e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,84.8332143378647,5090,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,4.452406045079746,0,1,0,4.23e-4,41827.36009481102,42176.4252674056,0,0,1000
1080,4.21690247e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,33.93328573836467,2036,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,3.553440120766511,0,1,0,4.23e-4,45191.452586968495,45276.74751938129,0,0,0
1081,1.7395266726e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,139.9791815219348,8399,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.94861223069641,0,1,0,4.23e-4,48836.88792732892,48694.47457555273,0,0,0
1082,1.3353524487e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,107.45540482742548,6447,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.686339073075093,0,1,0,4.43e-4,52705.309176912684,52367.48688721548,0,0,0
1083,8.765872128e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,70.53870602451727,4232,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.27023864622694,0,1,0,4.43e-4,56751.1242054347,56245.782935414056,0,0,0
1084,1.405634157e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,11.311095248803879,679,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,2.510500908521575,0,1,0,3.9e-4,60938.99966963731,60289.74806572501,0,0,0
1085,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,0,0,1,0,3.9e-4,65241.57299614511,64468.20187341412,0,0,1000
1086,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,3.627148196552904,0,1,0,3.41e-4,69637.57576745124,64534.82374913481,0,0,1000
1087,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,1.059588169169556,0,1,0,3.41e-4,74110.37210557448,62817.142384459214,0,0,3887.6473936400866
1088,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,0,0,1,0,3.67e-4,78646.84892278141,61459.538575667335,0,0,6001.584390268154
1089,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,0,0,1,0,3.67e-4,83236.58284981508,60486.25022905355,0,0,8639.848734741074
1090,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,26.02526092529297,11.007326126098633,2540.322998046875,247.6776580810547,0,0,1,0,0.002436,110377.63883606534,43716.81890052611,0,0,1000
1091,1.2650707409e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,46.85635135427381,3795,0,0,0,26.02526092529297,11.007326126098633,2540.322998046875,247.6776580810547,3.868203843767064,0,1,0,0.002436,105378.55805642177,39548.391748152484,0,0,0
1092,2.001094538e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,74.11758547110212,6004,0,0,0,26.02526092529297,11.007326126098633,2540.322998046875,247.6776580810547,4.31905469209246,0,1,0,0.002436,100379.37660590814,35594.52272002257,0,0,0
1093,0.001121345736453,Guatemala,NA,NA,81,smud_prop,3703852.27002714,4153.2989514467,336417,0,0,0,26.02526092529297,11.007326126098633,2540.322998046875,247.6776580810547,8.331898968973823,0,1,0,0.001871,95380.10165704499,31935.06637519846,0,0,0
1094,7.02817078e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,2.603130629764141,211,0,0,0,26.02526092529297,11.007326126098633,2540.322998046875,247.6776580810547,1.28180308694113,0,1,0,0.001939,90380.74128696762,28682.997627468223,0,0,1000
1095,4.548969658e-6,Guatemala,NA,NA,81,smud_prop,3703852.27002714,16.848711594067883,1365,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,2.881931326016535,0,1,0,0.001939,85381.30474218272,25976.790615978727,0,0,1000
1096,1.639906516e-6,Guatemala,NA,NA,81,smud_prop,3703852.27002714,6.073971471918899,492,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,1.956422057967538,0,1,0,0.001939,80381.80280213954,23592.413477818194,0,0,3886.669719111352
1097,2.34272359e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0.867710208686763,70,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,0.62471319323605,0,1,0,0.001558,75382.2482874861,22010.247739148395,0,0,3886.7832780743593
1098,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,0,0,1,0,0.001558,70382.65678495228,21501.160642046998,0,0,6000.157301857964
1099,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,0,0,1,0,0.00148,65383.04770480466,22139.375363386273,0,0,3886.9063396235174
1100,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,0,0,1,0,0.00148,61265.47830040614,23832.965345580957,0,0,6000.355827879056
1101,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.5706787109375,0.785714268684387,2404.10107421875,244.58973693847656,0,0,1,0,0.00148,60383.44586364222,25516.271406865522,0,0,6000.3567540794575
1102,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.097530364990234,1.327838778495789,2327.744873046875,243.56410217285156,0,0,1,0,0.00122,55383.88392436883,26262.2591180971,0,0,8638.191768030201
1103,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,24.097530364990234,1.327838778495789,2327.744873046875,243.56410217285156,1.059588169169556,0,1,0,0.00122,50384.40628871977,29029.625388713812,0,0,8638.453117668148
1104,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,24.097530364990234,1.327838778495789,2327.744873046875,243.56410217285156,3.627148196552904,0,1,0,0.001414,45385.075562012615,32335.85111189666,0,0,8638.595840481295
1105,1.3881181335e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,111.70144341199557,6702,0,0,0,24.097530364990234,1.327838778495789,2327.744873046875,243.56410217285156,4.724742228523569,0,1,0,0.001414,40385.983818285444,36034.86668842201,0,0,8638.733874815125
1106,3.1842787609e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,256.2379420272091,15374,0,0,0,24.097530364990234,1.327838778495789,2327.744873046875,243.56410217285156,5.55000150102944,0,1,0,0.001414,35387.27341055112,40017.930715023685,0,0,8638.86721438904
1107,5.9370877918e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,477.75564629766245,28665,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,6.171190334258546,0,1,0,0.001251,30389.178309833278,44208.361268633744,0,0,6001.012063028799
1108,5.68855479656e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,4577.562718684726,274654,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,8.429140410976345,0,1,0,0.001095,25392.114234779678,44132.24668871815,0,0,3887.3272799575534
1109,2.729381795e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,219.63252173300953,13178,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,5.39649851994725,0,1,0,0.001095,20396.90114500971,41516.46867443013,0,0,3887.371868136995
1110,5.251786737e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,42.260967914578025,2536,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,3.767250794629165,0,1,0,0.001095,15405.4179992799,39100.45196847669,0,0,1000
1111,0.005758671960638,Honduras,NA,NA,60,smud_prop,8046969.5421636505,46339.857870565815,2780391,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,10.743779310343408,0,1,0,8.54e-4,10423.13466633083,37162.80411634014,0,0,0
1112,0.007086046936228,Honduras,NA,NA,60,smud_prop,8046969.5421636505,57021.20387016877,3421272,0,0,0,24.49407958984375,1.893772840499878,2258.118408203125,241.13003540039062,10.951196012546971,0,1,0,8.54e-4,5475.421353671309,35823.523759031756,0,0,0
1113,0.002411039856812,Honduras,NA,NA,60,smud_prop,8046969.5421636505,19401.564292708772,1164094,0,0,0,25.645017623901367,5.479853630065918,2185.091552734375,241.96519470214844,9.873160516352943,0,1,0,8.98e-4,1135.0137834102786,35151.1020854093,0,0,0
1114,1.75431314507e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1411.690444579561,84701,0,0,0,25.645017623901367,5.479853630065918,2185.091552734375,241.96519470214844,7.253251281953044,0,1,0,8.98e-4,772.878300145408,35183.82235532741,0,0,0
1115,9.37089438e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7.540730165869252,452,0,0,0,25.645017623901367,5.479853630065918,2185.091552734375,241.96519470214844,2.144846503661909,0,1,0,8.01e-4,4768.259313080667,35919.7834039179,0,0,0
1116,5.622536626e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,45.24438097912157,2715,0,0,0,25.645017623901367,5.479853630065918,2185.091552734375,241.96519470214844,3.833939964234324,0,1,0,8.01e-4,9703.482040877961,37317.42433508907,0,0,1000
1117,8.2991527364e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,667.8302929557491,40070,0,0,0,25.645017623901367,5.479853630065918,2185.091552734375,241.96519470214844,6.505530355235979,0,1,0,7.63e-4,14683.661808420653,39306.24527858629,0,0,0
1118,2.436432538e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,196.05898424822482,11764,0,0,0,23.663272857666016,0.423076927661896,2121.66748046875,239.61538696289062,5.28350309635057,0,1,0,7.63e-4,19674.72806894569,39206.77770389345,0,0,0
1119,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,23.663272857666016,0.423076927661896,2121.66748046875,239.61538696289062,1.059588169169556,0,1,0,7.63e-4,24670.103120539952,36372.880675909335,0,0,1000
1120,5.486059096e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,44.14615045202185,2649,0,0,0,23.663272857666016,0.423076927661896,2121.66748046875,239.61538696289062,3.809905014921771,0,1,0,6.83e-4,29667.632418826655,33867.637589939055,0,0,1000
1121,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.663272857666016,0.423076927661896,2121.66748046875,239.61538696289062,0,0,1,0,6.96e-4,34666.40125496627,31747.12086819697,0,0,3887.750456346632
1122,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.663272857666016,0.423076927661896,2121.66748046875,239.61538696289062,0,0,1,0,6.96e-4,39665.954260621154,30311.32546928121,0,0,8640.299803953167
1123,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,1.059588169169556,0,1,0,6.96e-4,44666.03850129953,29659.877731431832,0,0,12551.11317681803
1124,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,0,0,1,0,6.35e-4,49666.50162757651,29844.20231680577,0,0,16005.867902255666
1125,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,0,0,1,0,5.82e-4,54667.24588957183,30849.33654165455,0,0,13587.845166695959
1126,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,0,0,1,0,5.82e-4,57887.6175444773,32599.457071586883,0,0,11003.997387497458
1127,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,0,0,1,0,5.82e-4,53554.833779755645,34959.394030337644,0,0,8640.591034727233
1128,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,20.666584014892578,0.00549450982362,2072.190673828125,236.1630096435547,1.562422839274276,0,1,0,5.96e-4,49348.76979087366,37560.013511344674,0,0,8640.605136357477
1129,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,0,0,1,0,5.96e-4,45304.741655515296,40581.959122493754,0,0,8640.629794937937
1130,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,0,0,1,0,5.75e-4,41470.18787737872,43966.7584861913,0,0,8640.649727267819
1131,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,0,0,1,0,5.75e-4,37908.73522036516,40926.297828167444,0,0,8640.664933286682
1132,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,0,0,1,0,5.78e-4,34704.570170648876,37692.04987758557,0,0,8640.675412948938
1133,1.8195878633e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,146.42168115265736,8785,0,0,0,22.381324768066406,0.049450550228357,1916.87451171875,231.55677795410156,4.993297059526382,0,1,0,5.78e-4,31964.706852250853,34877.770460272695,0,0,11004.14527440589
1134,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,1.059588169169556,0,1,0,4.86e-4,29512.648143358696,32384.723463370497,0,0,13588.0898961521
1135,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,0,0,1,0,4.86e-4,27630.247519403856,30324.876880088632,0,0,16006.218622948485
1136,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,0,0,1,0,4.86e-4,26568.863129999867,28990.78658780303,0,0,18566.44189540184
1137,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,0,0,1,0,5.97e-4,26427.59878173814,28484.606747312842,0,0,21824.93021307041
1138,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.124711990356445,0.472527474164963,1640.8682861328125,224.15017700195312,0,0,1,0,5.32e-4,27220.778259214258,28849.94346402054,0,0,21007.68888451491
1139,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,0,0,1,0,5.32e-4,28871.48181555648,30055.02567839235,0,0,16005.735570902529
1140,6.423148534e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,51.6868806178911,3101,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,3.964366479923411,0,1,0,5.32e-4,31216.28093312036,32005.129311723776,0,0,11003.800923009385
1141,2.1084512348e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,169.6664286757294,10180,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,5.139710941892278,0,1,0,5.71e-4,33830.579292341965,34466.674227859025,0,0,6001.88803475961
1142,1.72053706645e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1384.5109369886748,83071,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,7.233824258164821,0,1,0,5.71e-4,36907.914894727015,37202.425215860196,0,0,1000
1143,0.001011492429312,Honduras,NA,NA,60,smud_prop,8046969.5421636505,8139.448770802783,488367,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,9.004600589025152,0,1,0,4.23e-4,40372.22758259857,40374.952317030074,0,0,0
1144,7.02817078e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,5.655547620378455,339,0,0,0,24.263925552368164,0.492673993110657,1518.35205078125,219.75640869140625,1.895450735520802,0,1,0,4.23e-4,44132.46958490454,43889.50570778807,0,0,0
1145,3.748357751e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,30.162920655430042,1810,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,3.439228947528887,0,1,0,4.59e-4,48119.30418478144,47670.485456184324,0,0,0
1146,1.3119252128e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,105.57022228998166,6334,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.668804132089577,0,1,0,4.59e-4,52280.90708090311,51659.41346508491,0,0,1000
1147,7.82878269e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,62.997975858648005,3780,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.158851455650896,0,1,0,3.9e-4,56578.714834658604,55811.70883586226,0,0,0
1148,9.839439096e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,79.17766671748625,4751,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.384245006235759,0,1,0,3.9e-4,60983.92545283445,60093.50443143516,0,0,0
1149,1.7199677067e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,138.40527749319963,8304,0,0,0,23.627962112426758,0.170329675078392,1548.2943115234375,219.38095092773438,4.937385356241078,0,1,0,3.9e-4,65474.851983986744,61595.14646617663,0,0,0
1150,7.496715502e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,60.325841310860085,3620,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,4.116201308939322,0,1,0,4.58e-4,70034.99488040736,59583.563872283055,0,0,1000
1151,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,0,0,1,0,3.67e-4,74651.65862938164,57935.07248411519,0,0,1000
1152,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,0,0,1,0,3.67e-4,79314.96188626424,56681.34813841161,0,0,3887.5997514308024
1153,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,21.245956420898438,0.007326010148972,1618.876220703125,222.65017700195312,0,0,1,0,3.67e-4,84017.1266167325,55848.96872534246,0,0,6001.498279388546
1154,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,26.16652488708496,9.818681716918945,2995.90087890625,259.9285583496094,0,0,1,0,0.002147,117995.99927520734,44772.12266639392,0,0,5998.983742920242
1155,1.1440662911e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,42.37452529352266,3432,0,0,0,26.16652488708496,9.818681716918945,2995.90087890625,259.9285583496094,3.769872293965582,0,1,0,0.002147,113002.39019090417,41576.38744988003,0,0,3886.315247673696
1156,4.548969658e-6,Guatemala,NA,NA,81,smud_prop,3703852.27002714,16.848711594067883,1365,0,0,0,25.884075164794922,6.221611499786377,2840.140380859375,254.41392517089844,2.881931326016535,0,1,0,0.002436,108009.16218178811,38763.72282773835,0,0,1000
1157,1.18273211118e-4,Guatemala,NA,NA,81,smud_prop,3703852.27002714,438.0665014828035,35483,0,0,0,25.884075164794922,6.221611499786377,2840.140380859375,254.41392517089844,6.084650885618125,0,1,0,0.002436,103016.39285442294,35062.15160089468,0,0,1000
1158,1.2748502238e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,47.21856895366238,3825,0,0,0,25.884075164794922,6.221611499786377,2840.140380859375,254.41392517089844,3.875744194868891,0,1,0,0.001871,98024.17499224526,30939.236126888547,0,0,0
1159,9.2498899271e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,342.6022580399051,27751,0,0,0,25.884075164794922,6.221611499786377,2840.140380859375,254.41392517089844,5.839484761799523,0,1,0,0.001871,93032.62062277686,27112.79853311411,0,0,0
1160,1.0171506285e-5,Guatemala,NA,NA,81,smud_prop,3703852.27002714,37.67375664329258,3052,0,0,0,25.884075164794922,6.221611499786377,2840.140380859375,254.41392517089844,3.65516124709406,0,1,0,0.001939,88041.86646556103,23726.794191629397,0,0,0
1161,4.68544719e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,1.735420421077378,141,0,0,0,26.21663475036621,7.800366401672363,2683.808837890625,251.4798583984375,1.006285142918685,0,1,0,0.001939,83052.08133991272,20976.820249541906,0,0,1000
1162,4.68544719e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,1.735420421077378,141,0,0,0,26.21663475036621,7.800366401672363,2683.808837890625,251.4798583984375,1.006285142918685,0,1,0,0.001558,78063.47640624865,18623.59012247615,0,0,1000
1163,2.34272359e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0.867710208686763,70,0,0,0,26.21663475036621,7.800366401672363,2683.808837890625,251.4798583984375,0.62471319323605,0,1,0,0.001558,73076.31958990257,17311.355278692063,0,0,1000
1164,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,26.21663475036621,7.800366401672363,2683.808837890625,251.4798583984375,0,0,1,0,0.001558,68090.95632219434,17393.375719390566,0,0,3886.830249517751
1165,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,26.21663475036621,7.800366401672363,2683.808837890625,251.4798583984375,0,0,1,0,0.00148,63107.84007431516,18851.54627151812,0,0,6000.317078694285
1166,2.34272359e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0.867710208686763,70,0,0,0,26.389921188354492,8.836996078491211,2510.1103515625,249.6923065185547,0.62471319323605,0,1,0,0.00148,58312.90001605775,21261.782169152484,0,0,3886.9939753844924
1167,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,26.389921188354492,8.836996078491211,2510.1103515625,249.6923065185547,0,0,1,0,0.00122,58127.57852599755,24966.51903113724,0,0,7003.6547263917155
1168,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,26.389921188354492,8.836996078491211,2510.1103515625,249.6923065185547,0,0,1,0,0.00122,55846.697989329215,24084.73206733558,0,0,3887.0501603279067
1169,9.37089438e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7.540730165869252,452,0,0,0,26.389921188354492,8.836996078491211,2510.1103515625,249.6923065185547,2.144846503661909,0,1,0,0.00122,53151.00555317447,24942.106120023036,0,0,4085.5434861517224
