pid,est_vis,vis_log,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,wildlife,ruins,roads,develop,pa_min_dist,mangrove_prop,temp,hotdays,precip
1099,51.72808150845304,3.9651481695778736,Guatemala,NA,21650635.094611824,0,0,0,0.4926519428761219,0,0,0,0,1,21877.133065915925,0.006295764394106077,26.178407669067383,8.65886116027832,2953.671630859375
1100,217.50600903576424,5.386813515465336,Guatemala,NA,21650635.09461075,0,0,0,0.5613583527067709,0,0,0,0,1,16718.326544284224,0.04279118049573473,26.178407669067383,8.65886116027832,2953.671630859375
1101,0,0,Guatemala,NA,539777.6961075168,0,0,0,0.34135700825942217,0,0,0,0,0,15110.756866961723,0,26.178407669067383,8.65886116027832,2953.671630859375
1102,18.399043545802048,2.96522376309113,Guatemala,NA,5763836.74423027,0,0,0,0.18026692917929388,0,1,0,0,1,17394.053832699377,0,26.585664749145508,10.336894035339355,3101.247314453125
1103,69.21200780586214,4.251519347769706,Belize,NA,8809201.066119075,0,0,0,0.46934393144283254,1,1,0,0,0,18654.35739297952,0.025659591798264186,26.585664749145508,10.336894035339355,3101.247314453125
1104,491.6879786085099,6.199876070243753,Belize,NA,21650635.09461075,0,0,0,0.07480903354367706,1,0,0,0,1,14875.44304522286,0.006843252876717143,26.585664749145508,10.336894035339355,3101.247314453125
1105,276.8480312234486,5.627074313947537,Belize,NA,21650635.09461075,0,0,0,0.5830704085021888,0,0,0,0,1,9569.772633714305,0,26.585664749145508,10.336894035339355,3101.247314453125
1106,808.1575916530703,6.695993696175657,Belize,NA,21650635.09461075,0,0,0,0.35831119229493713,0,0,0,0,1,9404.699706734738,0,25.789566040039062,5.5831618309021,3098.324951171875
1107,353.26396299678555,5.870042293451841,Belize,NA,21650635.094611824,0,0,0,0.05567087346396558,0,0,0,1,1,14448.18739645799,0,25.789566040039062,5.5831618309021,3098.324951171875
1108,637.3159181877091,6.458833330362005,Belize,NA,21650635.09461075,0,0,0,0.1573397542344817,0,0,0,0,1,21781.931994003397,0,25.789566040039062,5.5831618309021,3098.324951171875
1109,0,0,Belize,NA,21650635.094611257,0,0,0,1,0,0,0,0,0,29500.933809101047,0,23.93777847290039,0.9407185912132263,2802.67529296875
1110,0,0,Belize,NA,21650635.09461075,0,0,0,0.6731982729990384,0,0,0,0,0,37624.55100168365,0,23.93777847290039,0.9407185912132263,2802.67529296875
1111,0,0,Belize,NA,21650635.09461075,0,0,0,0.7862836267021329,0,0,0,0,0,45944.62515406549,0,23.93777847290039,0.9407185912132263,2802.67529296875
1112,0,0,Belize,NA,21650635.09461075,0,0,0,0,0,0,0,0,0,49450.44734780971,0,23.031225204467773,0.2149103283882141,2344.41748046875
1113,73.90382962757914,4.316205019090307,Guatemala,NA,21650635.0946106,0,0,0,0.017311524410495865,0,0,0,1,1,35595.579260780774,0,26.073036193847656,11.06671142578125,2703.478271484375
1114,80.34773682972713,4.398733013114901,Guatemala,NA,21650635.094611675,0,0,0,0.16007970773829436,0,0,0,1,1,30735.62544325356,0,26.073036193847656,11.06671142578125,2703.478271484375
1115,16.664518981325497,2.8715580503993507,Guatemala,NA,21650635.0946106,0,0,0,0.31588342743276504,0,0,0,0,1,23772.614616598294,0,26.178407669067383,8.65886116027832,2953.671630859375
1116,235.03779029932804,5.463991920593411,Guatemala,NA,21650635.0946106,0,0,0,0.06144138160080067,0,0,0,0,0,17059.621829539556,0.021092903374731888,26.178407669067383,8.65886116027832,2953.671630859375
1117,86.79164403558059,4.474966325674499,Guatemala,NA,19091613.77349904,0,0,0,0.7465317519256782,0,0,0,0,1,12919.914404689871,0.06374898656380187,26.178407669067383,8.65886116027832,2953.671630859375
1118,0,0,Guatemala,NA,1378402.264757,0,0,0,0,0,0,0,0,0,17129.31231312247,0,26.585664749145508,10.336894035339355,3101.247314453125
1119,0,0,Belize,NA,20272232.829854906,7.537324858079015e-4,7.537324858079015e-4,7.537324858079015e-4,0,0,0,0,0,0,17251.757747071886,0,26.585664749145508,10.336894035339355,3101.247314453125
1120,353.26396299678555,5.870042293451841,Belize,NA,21650635.0946106,0,0,0,0.6465044835603168,1,0,0,0,0,9937.868399256604,0.010972115985553303,26.585664749145508,10.336894035339355,3101.247314453125
1121,138.4240156117243,4.937519761908031,Belize,NA,21650635.094611675,0,0,0,0.6460063101959539,0,0,0,0,0,6533.689741075375,0,25.789566040039062,5.5831618309021,3098.324951171875
1122,508.92305842773607,6.2342598485090095,Belize,NA,21650635.0946106,0,0,0,0.22426104284292245,0,0,0,1,1,9535.764211804799,0,25.789566040039062,5.5831618309021,3098.324951171875
1123,1569.4896775021641,7.359142746210946,Belize,NA,21650635.0946106,0,0,0,0.06924609764198346,0,0,0,1,1,16781.931994003557,0,25.789566040039062,5.5831618309021,3098.324951171875
1124,69.21200780586214,4.251519347769706,Belize,NA,21650635.094611198,0,0,0,0.9018598472268629,0,0,0,0,0,24545.585665633596,0,23.93777847290039,0.9407185912132263,2802.67529296875
1125,0,0,Belize,NA,21650635.0946106,0,0,0,0.9837678512122794,0,0,0,0,0,32753.435211260756,0,23.93777847290039,0.9407185912132263,2802.67529296875
1126,0,0,Belize,NA,21650635.094611675,0,0,0,0.9960561275323901,0,0,0,0,0,41147.16588791455,0,23.93777847290039,0.9407185912132263,2802.67529296875
1127,0,0,Belize,NA,21650635.0946106,0,0,0,0.257555629359032,0,0,0,0,0,46538.87041380341,0,23.93777847290039,0.9407185912132263,2802.67529296875
1128,23.416081627844427,3.1952419983076483,Guatemala,NA,21650635.094611377,0,0,0,0.0038608435735636875,0,0,0,1,1,36805.549926468106,0,26.073036193847656,11.06671142578125,2703.478271484375
1129,47.018698867076125,3.871590494779952,Guatemala,NA,21650635.09461078,0,0,0,0.5741032879442335,0,0,0,1,0,30939.97275155864,0,26.073036193847656,11.06671142578125,2703.478271484375
1130,6.070835979373419,1.9559787161111517,Guatemala,NA,21650635.09461078,0,0,0,0.1323065426768582,0,0,0,0,1,26264.793456071744,0,26.178407669067383,8.65886116027832,2953.671630859375
1131,35.930824809365824,3.609046563014354,Guatemala,NA,21650635.094611853,0,0,0,0.7859515111258722,0,0,0,0,1,18776.55323781425,0,26.178407669067383,8.65886116027832,2953.671630859375
1132,812.9058453260815,6.701844690179772,Guatemala,NA,21650635.09461078,0,0,0,0.19910328794421459,0,0,0,0,1,12387.592290276754,0.08852964810537188,26.178407669067383,8.65886116027832,2953.671630859375
1133,16.664518981325497,2.8715580503993507,Guatemala,NA,5852649.836096019,0,0,0,0.6325708118169725,0,0,0,0,1,10590.817094843656,0,26.178407669067383,8.65886116027832,2953.671630859375
1134,0,0,Guatemala,NA,20311851.86653851,0,0,0,0,0,1,0,0,0,12447.553769559629,0,26.585664749145508,10.336894035339355,3101.247314453125
1135,69.21200780586214,4.251519347769706,Belize,NA,21650635.09461078,1.2454334108270303e-4,1.2454334108270303e-4,1.2454334108270303e-4,0,0,0,0,0,0,12251.757747072048,0,26.585664749145508,10.336894035339355,3101.247314453125
1136,695.722040026969,6.546386536424418,Belize,NA,21650635.09461078,0,0,0,0.7711723679840973,1,0,0,0,0,5122.855731936339,0.06248384855150457,26.585664749145508,10.336894035339355,3101.247314453125
1137,433.28185675386004,6.073693762830841,Belize,NA,21650635.09461078,0,0,0,0.6368731318499158,0,0,0,1,1,4807.439980187156,0,25.789566040039062,5.5831618309021,3098.324951171875
1138,207.63602341758642,5.34059121901671,Belize,NA,21650635.094611853,0,0,0,0.15883427432746605,0,0,0,0,0,11781.931994003506,0,25.789566040039062,5.5831618309021,3098.324951171875
1139,426.07793278638513,6.0569665089555595,Belize,NA,21650635.09461078,0,0,0,0.05475755562936177,0,0,0,1,1,19612.915533619842,0,25.789566040039062,5.5831618309021,3098.324951171875
1140,0,0,Belize,NA,21650635.094611377,0,0,0,0.9797409498505701,0,0,0,0,0,27927.91073815228,0,23.93777847290039,0.9407185912132263,2802.67529296875
1141,7.203923967474875,2.104612572428875,Belize,NA,21650635.09461078,0,0,0,0.9952673530389076,0,0,0,0,0,36404.257177801715,0,23.93777847290039,0.9407185912132263,2802.67529296875
1142,0,0,Belize,NA,21650635.09461078,0,0,0,0.9951843241448525,0,0,0,0,0,43968.61721556506,0,23.93777847290039,0.9407185912132263,2802.67529296875
1143,0,0,Belize,NA,21650635.09461078,0,0,0,0,0,0,0,0,0,44504.61291532572,0,23.031225204467773,0.2149103283882141,2344.41748046875
1144,178.5478671394816,5.190441841679129,Mexico,NA,21650635.09461233,0,0,0,0.06177349717701629,1,1,0,1,1,1833.9105329287893,0,26.207956314086914,23.10431671142578,825.9444580078125
1145,1.719114948733198,1.0003064408630862,Mexico,NA,21650635.094609946,0,0,0,0,0,1,0,0,0,5857.513008205338,0,26.207956314086914,23.10431671142578,825.9444580078125
1146,0,0,Mexico,NA,21650635.094609946,0,0,0,0,0,0,0,0,0,13629.4567509014,0,26.207956314086914,23.10431671142578,825.9444580078125
1147,0,0,Mexico,NA,21650635.09461099,0,0,0,0,0,0,0,0,0,22013.31017190697,0,25.203401565551758,1.5969914197921753,814.84075927734375
1148,10.4071473905648,2.434240123025211,Guatemala,NA,21650635.094611347,0,0,0,0,0,0,0,1,1,38629.67444684131,0,24.9598445892334,5.454977035522461,2542.060302734375
1149,4150.1019731931565,8.331129113685572,Guatemala,NA,21650635.09461087,0,0,0,0,0,0,0,1,1,31935.640847592324,0,24.9598445892334,5.454977035522461,2542.060302734375
1150,26.017868474559254,3.2964984424683985,Guatemala,NA,21650635.094611824,0,0,0,0.24331617402856245,0,0,0,1,1,26410.57676053033,0,24.9598445892334,5.454977035522461,2542.060302734375
1151,66.65807592530199,4.214466725545049,Guatemala,NA,21650635.09461087,0,0,0,0.48194121554303115,0,0,0,0,1,21266.431789872422,0,26.303125381469727,8.53183364868164,2808.670654296875
1152,136.7852009795571,4.925695957888922,Guatemala,NA,21650635.09461087,0,0,0,0.535619395549676,0,0,0,0,1,13783.348550902563,0.00658613203498805,26.303125381469727,8.53183364868164,2808.670654296875
1153,1744.3843836973053,7.464730087569502,Guatemala,NA,19799119.566004574,0,0,0,0.4254122165880792,0,0,0,0,1,8419.212564531852,0.07756835112038868,26.303125381469727,8.53183364868164,2808.670654296875
1154,0,0,Guatemala,NA,516111.14685085637,0,0,0,0,0,1,0,0,0,12043.889959808728,0,26.817380905151367,11.072233200073242,2993.525390625
1155,0.867262282238276,0.624473337948375,Guatemala,NA,13057660.917731002,0,0,0,0,0,1,0,0,0,13869.511189269093,0,26.817380905151367,11.072233200073242,2993.525390625
1156,0,0,Belize,NA,8592974.176880777,0,0,0,0,0,1,0,0,0,15248.212820671071,0,26.817380905151367,11.072233200073242,2993.525390625
1157,7.203923967474875,2.104612572428875,Belize,NA,21650635.09461087,0,0,0,0.037487545665893456,1,0,0,0,0,7251.757747072138,0.017820330534646017,26.817380905151367,11.072233200073242,2993.525390625
1158,60402.52354332275,11.00880271903136,Belize,NA,21650635.094611824,0,0,0,0.5117485885088021,0,0,0,1,1,1533.6897410752808,0,26.466960906982422,7.238173007965088,3044.204833984375
1159,422.47597080264774,6.048496772937255,Belize,NA,21650635.09461087,0,0,0,0.5165227499169949,0,0,0,0,0,6781.931994003767,0,26.466960906982422,7.238173007965088,3044.204833984375
1160,149.22990156293662,5.012166797831734,Belize,NA,21650635.09461087,0,0,0,0.28877449352375956,0,0,0,0,0,14725.73039916355,0,26.466960906982422,7.238173007965088,3044.204833984375
1161,488.08601662477247,6.192538377123877,Belize,NA,21650635.094611347,0,0,0,0.11067751577549252,0,0,1,0,0,23176.472515423437,0,25.47753143310547,3.4076087474823,2801.83251953125
1162,0,0,Belize,NA,21650635.09461087,0,0,0,0.9984224510129985,0,0,0,0,0,31740.362643289147,0,25.47753143310547,3.4076087474823,2801.83251953125
1163,7.203923967474875,2.104612572428875,Belize,NA,21650635.094611824,0,0,0,1,0,0,0,0,0,40345.4131618056,0,25.47753143310547,3.4076087474823,2801.83251953125
1164,69.21200780586214,4.251519347769706,Belize,NA,21650635.09461087,0,0,0,0.7992361341747296,0,0,0,0,0,41547.32587347956,0,25.47753143310547,3.4076087474823,2801.83251953125
1165,3.601961983737437,1.5264827307658064,Belize,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,42958.755592928035,0,23.89272689819336,0.6707664132118225,2397.4921875
1166,67.7849967032307,4.2309856499843495,Mexico,NA,21650635.094610155,0,0,0,0.42054134838927276,0,1,0,1,0,3475.139668219478,0,26.21332550048828,29.37578010559082,898.6507568359375
1167,1.719114948733198,1.0003064408630862,Mexico,NA,21122047.422849715,0,0,0,0,1,1,0,0,1,857.5130082050365,0,26.21332550048828,29.37578010559082,898.6507568359375
1168,0,0,Mexico,NA,21650635.0946123,0,0,0,0,0,0,0,0,0,8785.611034108646,0,26.21332550048828,29.37578010559082,898.6507568359375
1169,0,0,Mexico,NA,21650635.09461111,0,0,0,0,0,0,0,0,0,17349.659784632728,0,25.173810958862305,2.2414140701293945,887.43408203125
1170,0,0,Mexico,NA,21650635.09461111,0,0,0,0,0,0,0,0,0,25977.575484296867,0,25.173810958862305,2.2414140701293945,887.43408203125
1171,26.017868474559254,3.2964984424683985,Guatemala,NA,21650635.094611287,0,0,0,0,0,0,0,1,1,33652.4649739902,0,24.9598445892334,5.454977035522461,2542.060302734375
1172,342.0744105358199,5.837947363975455,Guatemala,NA,21650635.094610423,0,0,0,0.0839837263367708,0,0,0,1,1,27113.12979541761,0,24.9598445892334,5.454977035522461,2542.060302734375
1173,17.531781263563772,2.9194871643098987,Guatemala,NA,21650635.094610423,0,0,0,0.35939056791765933,0,0,0,0,1,22085.180908940343,0,26.303125381469727,8.53183364868164,2808.670654296875
1174,2.601786846714827,1.2814300686326536,Guatemala,NA,21650635.094611734,0,0,0,0.9421288608435794,0,0,0,0,0,16269.077013047425,0,26.303125381469727,8.53183364868164,2808.670654296875
1175,641.9243441053407,6.466027056514641,Guatemala,NA,21650635.094610423,0,0,0,0.41643141813353823,0,0,0,0,1,8797.865824098957,0.037120266029444494,26.303125381469727,8.53183364868164,2808.670654296875
1176,16.664518981325497,2.8715580503993507,Guatemala,NA,19100780.419602968,0,0,0,0,0,1,0,0,0,8882.094074869725,0,26.817380905151367,11.072233200073242,2993.525390625
1177,138.4240156117243,4.937519761908031,Belize,NA,21650635.094610423,0,0,0,0,0,0,0,0,0,10487.631608411697,0,26.817380905151367,11.072233200073242,2993.525390625
1178,138.4240156117243,4.937519761908031,Belize,NA,21650635.094610423,0,0,0,0.06301893058784877,1,0,0,0,1,2251.7577470720075,0.002462294633907221,26.817380905151367,11.072233200073242,2993.525390625
1179,1653.1095332429759,7.411018096633402,Belize,NA,21650635.094610423,0,0,0,0.22023414148125017,0,0,0,1,1,1781.931994003751,0,26.466960906982422,7.238173007965088,3044.204833984375
1180,553.6960624315074,6.318420328480933,Belize,NA,21650635.094611734,0,0,0,0.8583111922949239,0,0,0,0,0,9951.272071892718,0,26.466960906982422,7.238173007965088,3044.204833984375
1181,149.22990156293662,5.012166797831734,Belize,NA,21650635.094610423,0,0,0,0.62093158419134,0,0,0,1,1,18556.119161024948,0,26.466960906982422,7.238173007965088,3044.204833984375
1182,69.21200780586214,4.251519347769706,Belize,NA,21650635.094611287,0,0,0,0.0975174360677542,0,0,0,0,1,27196.163346830006,0,25.47753143310547,3.4076087474823,2801.83251953125
1183,0,0,Belize,NA,21650635.094610423,0,0,0,0.9947276652275656,0,0,0,0,0,35845.96271906736,0,25.47753143310547,3.4076087474823,2801.83251953125
1184,0,0,Belize,NA,21650635.094610423,0,0,0,0.9821072733311847,0,0,0,0,0,38968.61721556443,0,25.47753143310547,3.4076087474823,2801.83251953125
1185,3.601961983737437,1.5264827307658064,Belize,NA,21650635.094610423,0,0,0,0.04508468947193924,0,0,0,0,0,39572.394400482226,0,23.89272689819336,0.6707664132118225,2397.4921875
1186,0,0,Mexico,NA,21650635.094610423,0,0,0,0.822235137828019,0,0,0,0,0,43303.25654953327,0,26.096662521362305,18.602062225341797,1189.6527099609375
1187,0,0,Mexico,NA,21650635.094611138,0,0,0,0.6771421454666452,0,0,0,0,0,7315.293566275145,0,26.468116760253906,51.874778747558594,979.964599609375
1188,730.5134351082171,6.595115586809927,Mexico,NA,12858573.559460878,0,0,0,0.3313259454220614,1,1,0,1,1,0,8.632371509743571e-4,26.21332550048828,29.37578010559082,898.6507568359375
1189,0,0,Mexico,NA,21650635.094610095,0,0,0,0,0,1,0,0,0,4314.1431548564005,0,26.21332550048828,29.37578010559082,898.6507568359375
1190,33.03294087724875,3.5273289049154166,Mexico,NA,21650635.094610095,0,0,0,0,0,0,0,0,0,12939.689507885023,0,26.21332550048828,29.37578010559082,898.6507568359375
1191,0,0,Mexico,NA,21650635.094611138,0,0,0,0,0,0,0,0,0,21593.038182718105,0,25.173810958862305,2.2414140701293945,887.43408203125
1192,33.03294087724875,3.5273289049154166,Mexico,NA,21650635.094611138,0,0,0,0,0,0,0,0,0,30250.33935942145,0,25.173810958862305,2.2414140701293945,887.43408203125
1193,28.61965532127408,3.3884381720830223,Guatemala,NA,21650635.09461099,0,0,0,0.0567087346396569,0,0,0,0,1,35976.334904330506,0,24.9598445892334,5.454977035522461,2542.060302734375
1194,2.601786846714827,1.2814300686326536,Guatemala,NA,21650635.09461063,0,0,0,0.04433742942544258,0,0,0,0,0,28683.184094209624,0,24.9598445892334,5.454977035522461,2542.060302734375
1195,1.734524564476552,1.005957586933679,Guatemala,NA,21650635.094611824,0,0,0,0.26071072733311246,0,0,0,0,1,22368.69370928506,0,24.9598445892334,5.454977035522461,2542.060302734375
1196,19.266305828040323,3.008959695608025,Guatemala,NA,21650635.09461063,0,0,0,0.36815011624047267,0,0,0,0,1,18110.545732729755,0,26.303125381469727,8.53183364868164,2808.670654296875
1197,0,0,Guatemala,NA,21650635.09461063,0,0,0,0.8842577216871976,0,0,0,0,1,11274.068149504388,0,26.303125381469727,8.53183364868164,2808.670654296875
1198,3159.4416279639286,8.058467052500829,Guatemala,NA,15495916.564648926,0,0,0,0.7196468201775749,0,0,0,0,0,3850.2193238869427,0.018394254236806178,26.303125381469727,8.53183364868164,2808.670654296875
1199,0,0,Guatemala,NA,3781319.164288171,0,0,0,0,0,0,0,0,0,5225.115911446402,0,26.817380905151367,11.072233200073242,2993.525390625
1200,16.664518981325497,2.8715580503993507,Guatemala,NA,19710132.761423886,0,0,0,0,0,1,0,0,0,11366.152628486157,0,26.817380905151367,11.072233200073242,2993.525390625
1201,0,0,Belize,NA,1940502.3331880122,0,0,0,0,0,0,0,0,0,14736.726122641492,0,26.817380905151367,11.072233200073242,2993.525390625
1202,0,0,Belize,NA,21650635.09461063,4.981733643308156e-4,4.981733643308156e-4,4.981733643308156e-4,0,0,0,0,0,0,6121.50629200352,0,26.817380905151367,11.072233200073242,2993.525390625
1203,18144.774301698166,9.806192991742941,Belize,NA,21650635.094611824,0,0,0,0.03844237794752582,1,0,0,1,1,0,0.009851904993456116,26.466960906982422,7.238173007965088,3044.204833984375
1204,1395.5490836543486,7.24175953238973,Belize,NA,21650635.09461063,0,0,0,0.9029392228496032,0,0,0,0,0,5586.456471573989,9.560920457850897e-4,26.466960906982422,7.238173007965088,3044.204833984375
1205,72.81396978959958,4.301548006234854,Belize,NA,21650635.09461063,0,0,0,0.9990036532713955,0,0,0,0,0,14195.43019348533,0,26.466960906982422,7.238173007965088,3044.204833984375
1206,731.7416598797333,6.5967931975811345,Belize,NA,21650635.09461099,0,0,0,0.30118731318500064,0,0,0,1,1,22843.204259635204,0,25.47753143310547,3.4076087474823,2801.83251953125
1207,72.81396978959958,4.301548006234854,Belize,NA,21650635.09461063,0,0,0,0.7331036200598227,0,0,0,0,0,31497.836803766888,0,25.47753143310547,3.4076087474823,2801.83251953125
1208,0,0,Belize,NA,21650635.094611824,0,0,0,0.9999584855529745,0,0,0,0,0,36610.26065432563,0,25.47753143310547,3.4076087474823,2801.83251953125
1209,138.4240156117243,4.937519761908031,Belize,NA,21650635.09461063,0,0,0,0.951386582530775,0,0,0,0,0,36558.09233372907,0,25.47753143310547,3.4076087474823,2801.83251953125
1210,69.21200780586214,4.251519347769706,Belize,NA,21650635.094611824,0,0,0,0.24140650946529443,0,0,0,0,0,38154.53459206682,0,23.89272689819336,0.6707664132118225,2397.4921875
1211,0,0,Mexico,NA,21650635.09461063,0,0,0,0.9929010295583429,0,0,0,0,0,40763.21321169715,0,26.096662521362305,18.602062225341797,1189.6527099609375
1212,637.8108970963395,6.459608474893449,Mexico,NA,21650635.09461099,0,0,0,0.7522417801395191,0,0,0,0,0,41230.81227941762,0,26.096662521362305,18.602062225341797,1189.6527099609375
1213,1.719114948733198,1.0003064408630862,Mexico,NA,21650635.094609797,0,0,0,0.5313849219528904,0,1,0,0,0,4142.486991794568,0,26.21332550048828,29.37578010559082,898.6507568359375
1214,0,0,Mexico,NA,7724052.845997453,0,0,0,0,0,1,0,0,0,2784.8782006769247,0,26.21332550048828,29.37578010559082,898.6507568359375
1215,1.719114948733198,1.0003064408630862,Mexico,NA,21650635.09461218,0,0,0,0,0,1,0,0,0,9157.534301240014,0,26.21332550048828,29.37578010559082,898.6507568359375
1216,0,0,Mexico,NA,21650635.09461099,0,0,0,0,0,0,0,0,0,17540.92836420708,0,25.173810958862305,2.2414140701293945,887.43408203125
1217,0,0,Mexico,NA,21650635.09461099,0,0,0,0,0,0,0,0,0,26105.706297247067,0,25.173810958862305,2.2414140701293945,887.43408203125
1218,0,0,Mexico,NA,21650635.094609797,0,0,0,0,0,0,0,0,0,34717.88637976084,0,25.173810958862305,2.2414140701293945,887.43408203125
1219,0,0,Guatemala,NA,21650635.09461069,0,0,0,0.10702424443706991,0,0,0,0,1,38547.12058177226,0,24.9598445892334,5.454977035522461,2542.060302734375
1220,7.805360543849972,2.1753606887361836,Guatemala,NA,21650635.094611168,0,0,0,0.007140484888741513,0,0,0,0,1,30976.334904330462,0,24.9598445892334,5.454977035522461,2542.060302734375
1221,37.4788137624551,3.6501077979433068,Guatemala,NA,21650635.09461069,0,0,0,0.015235802059117402,0,0,0,1,1,23726.8139609819,0,24.9598445892334,5.454977035522461,2542.060302734375
1222,0,0,Guatemala,NA,21650635.09461069,0,0,0,0.47878611756894,0,0,0,0,1,17764.996741247447,0,26.303125381469727,8.53183364868164,2808.670654296875
1223,0,0,Guatemala,NA,21650635.094611883,0,0,0,0.8897791431418127,0,0,0,0,0,14616.185109844,0,26.303125381469727,8.53183364868164,2808.670654296875
1224,50.860819226214765,3.9485635768660954,Guatemala,NA,21650635.09461069,0,0,0,0.6915891730322528,0,0,0,0,1,6286.999158806013,0,26.303125381469727,8.53183364868164,2808.670654296875
1225,5323.450124826328,8.580064722302229,Guatemala,NA,6990022.93690443,0,0,0,0.3078331901850138,1,0,0,0,1,104.99996912549666,0,26.817380905151367,11.072233200073242,2993.525390625
1226,50.860819226214765,3.9485635768660954,Guatemala,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,6381.04067528388,0,26.817380905151367,11.072233200073242,2993.525390625
1227,0,0,Guatemala,NA,2380433.3182142377,0,0,0,0,0,0,0,0,0,14717.716241225593,0,26.817380905151367,11.072233200073242,2993.525390625
1228,0,0,Belize,NA,19270201.776396334,0,0,0,0,0,0,0,0,0,10938.625112097354,0,26.817380905151367,11.072233200073242,2993.525390625
1229,72.81396978959958,4.301548006234854,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,3218.068005996187,0,26.817380905151367,11.072233200073242,2993.525390625
1230,415.27204683517283,6.031339005261822,Belize,NA,20335133.15903884,0,0,0,0.41114897550751783,0,0,0,0,0,2748.2422529276555,0.13782102298844934,26.466960906982422,7.238173007965088,3044.204833984375
1231,72.81396978959958,4.301548006234854,Belize,NA,21650635.094611883,0,0,0,0.9386001328462298,0,0,0,0,0,10425.493678387142,0.046241734625005464,26.466960906982422,7.238173007965088,3044.204833984375
1232,69.21200780586214,4.251519347769706,Belize,NA,21650635.09461069,0,0,0,1,0,0,0,0,0,18814.69268703043,0,26.466960906982422,7.238173007965088,3044.204833984375
1233,436.88381873759744,6.081953621166625,Belize,NA,21650635.094611168,0,0,0,0.5685818664895568,0,0,0,1,1,27373.242471010326,0,25.47753143310547,3.4076087474823,2801.83251953125
1234,7.203923967474875,2.104612572428875,Belize,NA,21650635.09461069,0,0,0,0.5533045499834243,0,0,0,0,0,34796.99558398729,0,25.47753143310547,3.4076087474823,2801.83251953125
1235,0,0,Belize,NA,21650635.09461069,0,0,0,1,0,0,0,0,0,33968.617215564795,0,25.47753143310547,3.4076087474823,2801.83251953125
1236,0,0,Belize,NA,21650635.09461069,0,0,0,0.2697608767851359,0,0,0,0,0,34659.60511072734,0,23.89272689819336,0.6707664132118225,2397.4921875
1237,69.21200780586214,4.251519347769706,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,37357.22983958009,0,23.89272689819336,0.6707664132118225,2397.4921875
1238,0,0,Mexico,NA,21650635.09461069,0,0,0,0.47073231484559186,0,0,0,0,0,29404.111698500976,0,26.056163787841797,13.233034133911133,1288.3016357421875
1239,0,0,Mexico,NA,21650635.094611883,0,0,0,0.549941879774161,0,0,0,0,0,36211.669654560596,0,26.096662521362305,18.602062225341797,1189.6527099609375
1240,1920.3284020093008,7.560772101832447,Mexico,NA,21650635.09461069,0,0,0,0.5195948189970392,0,0,1,0,0,38308.48333825921,0,26.096662521362305,18.602062225341797,1189.6527099609375
1241,102.53705252921263,4.639929544091672,Mexico,NA,21650635.094610214,0,0,0,0.7583444038525986,0,0,0,1,0,39683.595283776034,0,26.096662521362305,18.602062225341797,1189.6527099609375
1242,0,0,Mexico,NA,21650635.094611406,0,0,0,0.7675606110926766,0,0,0,0,0,9142.486991795122,0,26.468116760253906,51.874778747558594,979.964599609375
1243,0,0,Mexico,NA,7655610.612262845,0,0,0,0.5115376712131814,0,1,0,0,0,3896.6559750834163,0,26.21332550048828,29.37578010559082,898.6507568359375
1244,0,0,Mexico,NA,21650635.094610214,0,0,0,0,0,1,0,0,0,6524.860331780384,0,26.21332550048828,29.37578010559082,898.6507568359375
1245,0,0,Mexico,NA,21650635.094610214,0,0,0,0,0,0,0,0,0,14110.600192628055,0,26.21332550048828,29.37578010559082,898.6507568359375
1246,0,0,Mexico,NA,21650635.094611406,0,0,0,0,0,0,0,0,0,22314.407256210845,0,25.173810958862305,2.2414140701293945,887.43408203125
1247,0,0,Mexico,NA,21650635.094611406,0,0,0,0,0,0,0,0,0,30769.408583785735,0,25.173810958862305,2.2414140701293945,887.43408203125
1248,0,0,Mexico,NA,21650635.09461236,0,0,0,0,0,0,0,0,0,39313.86826548331,0,25.173810958862305,2.2414140701293945,887.43408203125
1249,0,0,Guatemala,NA,21650635.094611347,0,0,0,0.5265692460976547,0,0,0,0,0,33557.66911009103,0,24.9598445892334,5.454977035522461,2542.060302734375
1250,16.664518981325497,2.8715580503993507,Guatemala,NA,21650635.09461063,0,0,0,0.035204251079377635,0,0,0,0,1,25976.33490433015,0,24.9598445892334,5.454977035522461,2542.060302734375
1251,20.8142947811296,3.082565478807086,Guatemala,NA,21650635.094611824,0,0,0,0.3630853537030894,0,0,0,1,1,18793.572084511132,0,24.9598445892334,5.454977035522461,2542.060302734375
1252,34.19630024488927,3.5609409704006754,Guatemala,NA,21650635.09461063,0,0,0,0.6030388575224522,0,0,0,0,1,13447.370009530807,0,26.303125381469727,8.53183364868164,2808.670654296875
1253,16.664518981325497,2.8715580503993507,Guatemala,NA,21650635.09461063,0,0,0,0.8289604782464771,0,0,0,0,1,10052.592349658484,0,26.303125381469727,8.53183364868164,2808.670654296875
