pid,est_vis,vis_log,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist,temp,hotdays,precip
1810,0,0,Belize,NA,0.059322131124871606,0.016896721860673227,0.016896721860673227,0.016896721860673227,0,0,0,0,0,0,0,0.2512889065795651,0.8356111688939976,0.20366533002061848,0.8167223875464716
1811,1453.4521638923254,7.2823845890426355,Belize,NA,0.9356835481800063,0,0,0,0.45067355165478323,1,1,0,0,0,1,0.16181037520876304,0.7395877833434152,0.11657741628841979,0.7684451421167026
1812,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999998908,0,0,0,0.060071404848891084,0,1,0,0,0,0,0.08553281305376872,0.7395877833434152,0.11657741628841979,0.7684451421167026
1813,3.601961983737437,1.5264827307658064,Belize,NA,0.9999999999998908,0,0,0,0.06380770508137222,0,0,0,0,1,0,0.03983844306527972,0.7395877833434152,0.11657741628841979,0.7684451421167026
1814,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998908,0,0,0,0.19765028229825188,0,0,0,0,1,0,0.07978523947421487,0.5658852116695355,0.04792410838395218,0.6899316289037818
1815,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998908,0,0,0,0.19100797077384096,0,0,0,0,0,0,0.15575425758828984,0.5658852116695355,0.04792410838395218,0.6899316289037818
1816,630.1119942048443,6.447483333646238,Belize,NA,0.9999999999999571,0,0,0,0.9168880770508092,0,0,0,0,0,0,0.23755483893088386,0.5658852116695355,0.04792410838395218,0.6899316289037818
1817,228.4730652359399,5.435785659806685,Belize,NA,0.9999999999998908,0,0,0,1,0,0,0,0,0,0,0.29903256335813416,0.4456488347286666,0.02758691641333712,0.6065147306065235
1818,0,0,Belize,NA,0.9999999999999197,0,0,0,1,0,0,0,0,0,0,0.2709836875862482,0.4456488347286666,0.02758691641333712,0.6065147306065235
1819,841.3499796061682,6.736195580621573,Belize,NA,0.9999999999998908,0,0,0,0.6279475257389956,0,0,0,0,1,0,0.2667783465835664,0.4456488347286666,0.02758691641333712,0.6065147306065235
1820,142.02597759546174,4.963026275268179,Belize,NA,0.9999999999998908,0,0,0,0.9956409830621665,0,0,0,0,0,0,0.2835041146449571,0.5788599695984804,0.03957024717810884,0.514831331974364
1821,0,0,Belize,NA,0.9999999999999571,0,0,0,0.9761707074061726,0,0,0,0,0,0,0.2915627874598157,0.5788599695984804,0.03957024717810884,0.514831331974364
1822,80.01789375707446,4.394670040856456,Belize,NA,0.9999999999998908,0,0,0,0.992610428429154,0,0,0,0,0,0,0.270069268340233,0.5788599695984804,0.03957024717810884,0.514831331974364
1823,1176.6041326842667,7.0712372573810445,Belize,NA,0.9999999999999197,0,0,0,0.5559199601461489,0,0,0,0,1,0,0.270716051901824,0.5788599695984804,0.03957024717810884,0.514831331974364
1824,1230.633562455718,7.116096666779819,Belize,NA,0.9999999999998908,0,0,0,0.1633593490534806,0,0,0,0,1,1,0.23400433824713582,0.6953365982879304,0.06878322911360218,0.44542723070302254
1825,280.449993207186,5.639954787774971,Belize,NA,0.9999999999998908,0,0,0,0.6999335768847987,0,1,0,0,0,0,0.193682134489428,0.6953365982879304,0.06878322911360218,0.44542723070302254
1826,1704.3117311301507,7.441503206513028,Belize,NA,0.9999999999999571,0,0,0,0.5257804716041157,0,0,0,0,0,0,0.185508308250942,0.6953365982879304,0.06878322911360218,0.44542723070302254
1827,0,0,Belize,NA,0.9999999999998908,0,0,0,0.5766356692129213,0,0,0,0,0,1,0.2058161392055557,0.7078306127277029,0.09006187452378772,0.38664795041764166
1828,207.63602341758642,5.34059121901671,Belize,NA,0.9999999999999197,0,0,0,0.7603370973098884,0,0,0,0,0,0,0.25577834345405903,0.7078306127277029,0.09006187452378772,0.38664795041764166
1829,1937.9362185333605,7.5698947607013025,Belize,NA,0.9999999999998908,0,0,0,0.33680670873466023,0,0,0,0,1,1,0.273019871520637,0.7078306127277029,0.09006187452378772,0.38664795041764166
1830,142.02597759546174,4.963026275268179,Belize,NA,0.9999999999998908,0,0,0,0.4693208236466577,0,0,0,0,1,1,0.1908331885704973,0.7146354494780743,0.12904091897360828,0.3224098165051304
1831,72.81396978959958,4.301548006234854,Belize,NA,0.9999999999999571,0,0,0,0.32547326469611265,0,0,0,0,1,0,0.11408236202805395,0.7146354494780743,0.12904091897360828,0.3224098165051304
1832,170.84167346536123,5.146573549781934,Belize,NA,0.9999999999998908,0,0,0,0.4422949186317109,0,0,0,0,0,0,0.0518306077029677,0.7146354494780743,0.12904091897360828,0.3224098165051304
1833,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999999197,0,0,0,0.1682580538027288,0,0,0,0,1,0,0.06436672213629437,0.7227526476017317,0.1939320275057947,0.24556642495437064
1834,145.62793957919916,4.987898355053659,Belize,NA,0.9999999999998908,0,0,0,0.41198937230158617,0,0,0,0,1,1,0.13584879229631275,0.7227526476017317,0.1939320275057947,0.24556642495437064
1835,3.601961983737437,1.5264827307658064,Belize,NA,0.9999999999998908,0,0,0,0.21105944868815638,0,0,0,0,1,1,0.15102125717003598,0.7227526476017317,0.1939320275057947,0.24556642495437064
1836,10.805885951212312,2.4685982165323246,Belize,NA,0.9999999999999571,0,0,0,0.1931252075722342,0,0,0,0,1,1,0.09177390369963306,0.7234240176561211,0.26461471480622756,0.19298826295963512
1837,72.81396978959958,4.301548006234854,Belize,NA,0.6659458535574706,0,0,0,0.16187509951020854,0,0,0,0,0,1,0.08502865907516849,0.7234240176561211,0.26461471480622756,0.19298826295963512
1838,6.876459794932791,2.063878538317772,Mexico,NA,0.3291844248242377,0,0,0,0.06518724908515237,0,1,0,0,1,1,0.11893233558704337,0.7234240176561211,0.26461471480622756,0.19298826295963512
1839,276.90717608328214,5.627287158952961,Mexico,NA,0.9999999999998644,0,0,0,0.2997758219860774,0,1,0,0,1,1,0.1343023230351092,0.7234240176561211,0.26461471480622756,0.19298826295963512
1840,0,0,Mexico,NA,0.9999999999998908,0,0,0,0.7489206243773291,0,0,0,0,0,0,0.18429016237158696,0.7234240176561211,0.26461471480622756,0.19298826295963512
1841,34.75205582598195,3.5766077731085044,Mexico,NA,0.999999999999917,0,0,0,0.6726585851876689,0,0,0,0,0,0,0.22576317313753955,0.7151674570833908,0.3399664020720393,0.1495405529850808
1842,0,0,Mexico,NA,0.9999999999998908,0,0,0,0.9224094985055363,0,0,0,0,0,0,0.28825420003633667,0.7151674570833908,0.3399664020720393,0.1495405529850808
1843,1.719114948733198,1.0003064408630862,Mexico,NA,0.9999999999999197,0,0,0,0.7353038857522656,0,0,0,0,0,0,0.3609731028038175,0.7151674570833908,0.3399664020720393,0.1495405529850808
1844,1.719114948733198,1.0003064408630862,Mexico,NA,0.9999999999998908,0,0,0,0.8534540019927457,0,0,0,0,0,0,0.4366990951885189,0.7189511285890102,0.4911769496159879,0.12978198265318794
1845,33.03294087724875,3.5273289049154166,Mexico,NA,0.9999999999998644,0,0,0,0.08879940219197056,0,0,0,0,0,0,0.4233534111296275,0.7353089384492643,0.9309627487081954,0.09472826960924204
1846,3.438229897466396,1.490255625211624,Mexico,NA,0.999999999999917,0,0,0,0.030762205247427184,0,0,0,0,0,0,0.37592720298947935,0.7353089384492643,0.9309627487081954,0.09472826960924204
1847,3.438229897466396,1.490255625211624,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.34428148407251036,0.7353089384492643,0.9309627487081954,0.09472826960924204
1848,0,0,Mexico,NA,0.9999999999999861,0,0,0,0.06335104616406297,0,0,0,0,0,0,0.3329467610566537,0.7057546058909684,0.5612987620378986,0.060746815496436596
1849,0,0,Mexico,NA,0.3625311559570354,0,0,0,0.3504005267052981,0,0,1,0,0,0,0.3209225629375701,0.7057546058909684,0.5612987620378986,0.060746815496436596
1850,0,0,Mexico,NA,0.0540810588860956,0,0,0,0,0,0,1,0,0,0,0.3139384929691251,0.7057546058909684,0.5612987620378986,0.060746815496436596
1851,0,0,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.30231706073055314,0.5782129025324854,0.15720129611162917,0.054101578830226586
1852,0,0,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.3264198684480365,0.5782129025324854,0.15720129611162917,0.054101578830226586
1853,0,0,Mexico,NA,0.9999999999999861,0,0,0,0,0,0,0,0,0,0,0.36989131230911737,0.5782129025324854,0.15720129611162917,0.054101578830226586
1854,0,0,Mexico,NA,0.9999999999998644,0,0,0,0,0,0,0,0,0,0,0.42685426367927926,0.3838243106590249,0.065751374698617,0.03310185321483373
1855,1.719114948733198,1.0003064408630862,Mexico,NA,0.9999999999998644,0,0,0,0,0,0,0,0,0,0,0.4926508591445492,0.3838243106590249,0.065751374698617,0.03310185321483373
1856,0,0,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.5641989921169848,0.3838243106590249,0.065751374698617,0.03310185321483373
1857,0,0,Honduras,NA,0.999999999999917,0,0,0,0.7270425107937817,0,0,0,0,0,0,0.33940324759086066,0.3742660212704311,0.07261161468242691,0.6902744461048835
1858,0,0,Honduras,NA,0.9999999999998893,0,0,0,0.7008053802723787,0,0,0,0,0,0,0.26361081847943,0.3742660212704311,0.07261161468242691,0.6902744461048835
1859,0,0,Guatemala,NA,0.9999999999999447,0,0,0,0.0051477914314181725,0,0,0,0,0,0,0.19241168028282266,0.3742660212704311,0.07261161468242691,0.6902744461048835
1860,73.90382962757914,4.316205019090307,Guatemala,NA,0.9999999999998893,0,0,0,0.005936565924942252,0,0,0,0,1,1,0.13911133498571082,0.7797427756518992,0.21601078673212828,0.7750185441861932
1861,0,0,Guatemala,NA,0.9999999999998893,0,0,0,0.05073065426768834,0,0,0,0,0,1,0.10070289982566731,0.7797427756518992,0.21601078673212828,0.7750185441861932
1862,0,0,Guatemala,NA,0.999999999999917,0,0,0,0.2290352042510874,0,0,0,0,0,0,0.11134579014482635,0.7797427756518992,0.21601078673212828,0.7750185441861932
1863,0,0,Guatemala,NA,0.9999999999998893,0,0,0,0.3980820325473514,1,0,0,0,0,1,0.1684612932403871,0.9050406296600506,0.3106386184391254,0.8168429754596531
1864,0,0,Guatemala,NA,0.9999999999999447,0,0,0,0,0,0,1,0,0,0,0.24265934017298027,0.9050406296600506,0.3106386184391254,0.8168429754596531
1865,0,0,Guatemala,NA,0.8179281005604553,0,0,0,0,0,0,0,0,0,0,0.32030899128077733,0.9050406296600506,0.3106386184391254,0.8168429754596531
1866,0,0,Belize,NA,0.1772021778212403,0,0,0,0,0,0,0,0,0,0,0.3550671185518857,0.9050406296600506,0.3106386184391254,0.8168429754596531
1867,0,0,Belize,NA,0.9999999999999447,0,0,0,0,0,0,0,0,0,0,0.3359471633157838,0.8356111688939976,0.20366533002061848,0.8167223875464716
1868,7.203923967474875,2.104612572428875,Belize,NA,0.9999999999998893,0,0,0,0,0,0,0,0,0,0,0.34310604306234976,0.8356111688939976,0.20366533002061848,0.8167223875464716
1869,0,0,Belize,NA,0.6528337729196739,0,0,0,0,0,0,0,0,0,0,0.2814457887137402,0.8356111688939976,0.20366533002061848,0.8167223875464716
1870,0,0,Belize,NA,0.6005037463713094,0,0,0,0.042311069781910265,1,0,0,0,0,0,0.19577341605405715,0.7395877833434152,0.11657741628841979,0.7684451421167026
1871,276.8480312234486,5.627074313947537,Belize,NA,0.9999999999998893,0,0,0,0.06127532381269066,0,1,0,0,0,0,0.11206273233114795,0.7395877833434152,0.11657741628841979,0.7684451421167026
1872,3.601961983737437,1.5264827307658064,Belize,NA,0.9999999999999447,0,0,0,0.04263533709731018,0,0,0,0,1,0,0.03534096926868431,0.7395877833434152,0.11657741628841979,0.7684451421167026
1873,0,0,Belize,NA,0.9999999999998893,0,0,0,0.19034373962140017,0,0,0,0,0,0,0.029593395689135566,0.7395877833434152,0.11657741628841979,0.7684451421167026
1874,491.6879786085099,6.199876070243753,Belize,NA,0.9999999999999447,0,0,0,0.1562188641647305,0,0,0,0,1,1,0.10588583398972039,0.5658852116695355,0.04792410838395218,0.6899316289037818
1875,207.63602341758642,5.34059121901671,Belize,NA,0.9999999999998893,0,0,0,0.7748256393225328,0,0,0,0,0,0,0.18928037149863597,0.5658852116695355,0.04792410838395218,0.6899316289037818
1876,229.24779532001108,5.439156099932185,Belize,NA,0.9999999999998893,0,0,0,0.9928180006642934,0,0,0,0,0,0,0.2748774914846558,0.5658852116695355,0.04792410838395218,0.6899316289037818
1877,0,0,Belize,NA,0.999999999999917,0,0,0,0.9960146130853886,0,0,0,0,0,0,0.25842802580698293,0.4456488347286666,0.02758691641333712,0.6065147306065235
1878,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998893,0,0,0,0.9327465958154022,0,0,0,0,0,0,0.2415665396105874,0.4456488347286666,0.02758691641333712,0.6065147306065235
1879,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999999447,0,0,0,0.9398870807040921,0,0,0,0,0,0,0.24724757368384556,0.4456488347286666,0.02758691641333712,0.6065147306065235
1880,0,0,Belize,NA,0.9999999999998893,0,0,0,0.9959730986383886,0,0,0,0,0,0,0.27909303655761153,0.5788599695984804,0.03957024717810884,0.514831331974364
1881,1211.0742923381088,7.100088462059327,Belize,NA,0.9999999999998893,0,0,0,0.9960561275324437,0,0,0,0,0,0,0.3020033540445119,0.5788599695984804,0.03957024717810884,0.514831331974364
1882,69.21200780586214,4.251519347769706,Belize,NA,0.999999999999917,0,0,0,0.32410328794421595,0,0,0,0,1,0,0.29391453984573257,0.5788599695984804,0.03957024717810884,0.514831331974364
1883,516.901712494672,6.249785480036992,Belize,NA,0.9999999999998893,0,0,0,0.5905430089671576,0,0,0,0,0,0,0.24569979238993836,0.6953365982879304,0.06878322911360218,0.44542723070302254
1884,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999999447,0,0,0,0.39745931584191596,0,0,0,0,0,1,0.18858807845333264,0.6953365982879304,0.06878322911360218,0.44542723070302254
1885,0,0,Belize,NA,0.9999999999998893,0,0,0,0.48850049817339497,0,0,0,0,0,0,0.16086598703347324,0.6953365982879304,0.06878322911360218,0.44542723070302254
1886,637.3159181877091,6.458833330362005,Belize,NA,0.9999999999998893,0,0,0,0.7223513782796865,0,0,0,0,0,0,0.16678390617530564,0.7078306127277029,0.09006187452378772,0.38664795041764166
1887,207.63602341758642,5.34059121901671,Belize,NA,0.999999999999917,0,0,0,0.7007638658253318,0,0,0,0,0,0,0.20813814074811163,0.7078306127277029,0.09006187452378772,0.38664795041764166
1888,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998893,0,0,0,0.525697442710096,0,0,0,0,1,1,0.2719217295553077,0.7078306127277029,0.09006187452378772,0.38664795041764166
1889,280.449993207186,5.639954787774971,Belize,NA,0.9999999999999447,0,0,0,0.3309531717037554,0,0,0,0,1,0,0.24072016695169532,0.7146354494780743,0.12904091897360828,0.3224098165051304
1890,0,0,Belize,NA,0.9999999999998893,0,0,0,0.6650199269346149,0,0,0,0,0,0,0.16427420581312735,0.7146354494780743,0.12904091897360828,0.3224098165051304
1891,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998893,0,0,0,0.7320657588841375,0,0,0,0,0,0,0.09539380334621915,0.7146354494780743,0.12904091897360828,0.3224098165051304
1892,0,0,Belize,NA,0.999999999999917,0,0,0,0.3155513118565371,0,0,0,0,0,0,0.07425970107660097,0.7146354494780743,0.12904091897360828,0.3224098165051304
1893,18.009809918687186,2.944955157433366,Belize,NA,0.9999999999998893,0,0,0,0.23393390900034677,0,0,0,0,1,1,0.1128788522095023,0.7227526476017317,0.1939320275057947,0.24556642495437064
1894,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999999447,0,0,0,0.20217535702424597,0,0,0,0,0,1,0.1759584380839191,0.7227526476017317,0.1939320275057947,0.24556642495437064
1895,188.85148339943825,5.2462421001813295,Belize,NA,0.9999999999998893,0,0,0,0.11707074061774231,0,0,0,0,1,1,0.10095519707133414,0.7227526476017317,0.1939320275057947,0.24556642495437064
1896,0,0,Belize,NA,0.9999999999998893,0,0,0,0.26826635669214566,0,0,0,0,1,1,0.057853259444318454,0.7234240176561211,0.26461471480622756,0.19298826295963512
1897,7.203923967474875,2.104612572428875,Belize,NA,0.7278941345591307,0,0,0,0.40921641549565746,0,0,0,0,0,0,0.08491472472628411,0.7234240176561211,0.26461471480622756,0.19298826295963512
1898,0,0,Mexico,NA,0.26723614382260574,0,0,0,0.5074568371250394,0,0,0,0,0,0,0.11921497096930118,0.7234240176561211,0.26461471480622756,0.19298826295963512
1899,108.30424180691716,4.6941352032759,Mexico,NA,0.9999999999999447,0,0,0,0.5229159747592201,0,0,0,0,1,0,0.15139109815082327,0.7234240176561211,0.26461471480622756,0.19298826295963512
1900,0,0,Mexico,NA,0.999999999999917,0,0,0,0.7039189637994269,0,0,0,0,0,0,0.1799103872761868,0.7151674570833908,0.3399664020720393,0.1495405529850808
1901,34.75205582598195,3.5766077731085044,Mexico,NA,0.9999999999998893,0,0,0,0.2156260378611892,0,0,0,0,0,0,0.2386033474109001,0.7151674570833908,0.3399664020720393,0.1495405529850808
1902,1.719114948733198,1.0003064408630862,Mexico,NA,0.999999999999917,0,0,0,0.8326552640319123,0,0,0,0,0,0,0.3107812590187493,0.7151674570833908,0.3399664020720393,0.1495405529850808
1903,0,0,Mexico,NA,0.9999999999998893,0,0,0,0.894594818997067,0,0,0,0,0,0,0.38656415534849076,0.7189511285890102,0.4911769496159879,0.12978198265318794
1904,1.719114948733198,1.0003064408630862,Mexico,NA,0.9999999999999447,0,0,0,0.7338508801062825,0,0,0,0,1,1,0.4656419399596627,0.7189511285890102,0.4911769496159879,0.12978198265318794
1905,34.75205582598195,3.5766077731085044,Mexico,NA,0.9999999999999724,0,0,0,0.02569744271006259,0,0,0,0,0,0,0.4703092225807739,0.7353089384492643,0.9309627487081954,0.09472826960924204
1906,63.977009961791445,4.174033514436036,Mexico,NA,0.999999999999917,0,0,0,0.029143141813352067,0,0,0,0,1,0,0.419197152339207,0.7353089384492643,0.9309627487081954,0.09472826960924204
1907,0,0,Mexico,NA,0.999999999999917,0,0,0,0.09116572567253724,0,0,0,0,0,0,0.38128344746308995,0.7353089384492643,0.9309627487081954,0.09472826960924204
1908,0,0,Mexico,NA,0.9999999999998617,0,0,0,0.0643058784457049,0,0,0,0,0,0,0.3588054318562644,0.7057546058909684,0.5612987620378986,0.060746815496436596
1909,0,0,Mexico,NA,0.9999999999998617,0,0,0,0.0037778146795088095,0,0,0,0,0,0,0.3098878196542439,0.7057546058909684,0.5612987620378986,0.060746815496436596
1910,0,0,Mexico,NA,0.8522112224194924,0,0,0,0,0,0,1,0,0,0,0.2741211689656948,0.5782129025324854,0.15720129611162917,0.054101578830226586
1911,0,0,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.28757365960637005,0.5782129025324854,0.15720129611162917,0.054101578830226586
1912,1.719114948733198,1.0003064408630862,Mexico,NA,0.9999999999998617,0,0,0,0,0,0,0,0,0,0,0.3246699840698345,0.5782129025324854,0.15720129611162917,0.054101578830226586
1913,0,0,Mexico,NA,0.9999999999998617,0,0,0,0,0,0,0,0,0,0,0.3784678513528998,0.5782129025324854,0.15720129611162917,0.054101578830226586
1914,0,0,Mexico,NA,0.9999999999999724,0,0,0,0,0,0,0,0,0,0,0.44292274445407886,0.3838243106590249,0.065751374698617,0.03310185321483373
1915,0,0,Mexico,NA,0.999999999999917,0,0,0,0,0,0,0,0,0,0,0.5140413676904478,0.3838243106590249,0.065751374698617,0.03310185321483373
1916,144.8838469242647,4.9828107360634775,Honduras,NA,0.9999999999998921,0,0,0,0.8314098306211058,0,0,0,0,0,0,0.3895300697606821,0.3742660212704311,0.07261161468242691,0.6902744461048835
1917,0,0,Honduras,NA,0.9999999999999143,0,0,0,0.7419046828296528,0,0,0,0,0,0,0.3138026622644995,0.3742660212704311,0.07261161468242691,0.6902744461048835
1918,0,0,Guatemala,NA,0.0943866937933087,0,0,0,0,0,0,0,0,0,0,0.24175615480587986,0.3742660212704311,0.07261161468242691,0.6902744461048835
1919,7.540109371522011,2.1447738146882602,Honduras,NA,0.9007435845883996,0,0,0,0.4293670674451026,0,0,0,0,0,0,0.25060378267103967,0.3742660212704311,0.07261161468242691,0.6902744461048835
1920,19.94703249889132,3.041996989504324,Guatemala,NA,0.9999999999998921,0,0,0,0,0,0,0,0,1,1,0.1830824734861946,0.7797427756518992,0.21601078673212828,0.7750185441861932
1921,0,0,Guatemala,NA,0.9999999999999529,0,0,0,0.0725672534041846,0,0,0,0,0,0,0.13608376496098057,0.7797427756518992,0.21601078673212828,0.7750185441861932
1922,0,0,Guatemala,NA,0.9999999999998921,0,0,0,0.00323812686815031,0,0,0,0,0,1,0.12544783645222304,0.7797427756518992,0.21601078673212828,0.7750185441861932
1923,16.664518981325497,2.8715580503993507,Guatemala,NA,0.9999999999999143,0,0,0,0.4577382929259556,0,1,0,0,0,0,0.15543750660684258,0.9050406296600506,0.3106386184391254,0.8168429754596531
1924,0,0,Guatemala,NA,0.9999999999998921,0,0,0,0,0,0,1,0,0,0,0.21840284875668028,0.9050406296600506,0.3106386184391254,0.8168429754596531
1925,0,0,Guatemala,NA,0.9999999999998921,0,0,0,0,0,0,1,0,0,0,0.2928511839580564,0.9050406296600506,0.3106386184391254,0.8168429754596531
1926,72.81396978959958,4.301548006234854,Belize,NA,0.9999999999998921,0.008261374958486048,0.008261374958486048,0.008261374958486048,0,0,0,0,0,0,0,0.36243216866274075,0.9050406296600506,0.3106386184391254,0.8168429754596531
1927,0,0,Belize,NA,0.9999999999998921,0,0,0,0,0,0,0,0,0,0,0.36199648002586543,0.8356111688939976,0.20366533002061848,0.8167223875464716
1928,0,0,Belize,NA,0.9999999999999529,0,0,0,0,0,0,0,0,0,0,0.32241661062312515,0.8356111688939976,0.20366533002061848,0.8167223875464716
1929,69.21200780586214,4.251519347769706,Belize,NA,0.9999999999998921,0.0029890401859849016,0.0029890401859849016,0.0029890401859849016,0,0,0,0,0,0,0,0.23560625141715166,0.8356111688939976,0.20366533002061848,0.8167223875464716
1930,211.23798540132387,5.357708217706239,Belize,NA,0.9999999999999143,0.01963633344403927,0.01963633344403927,0.01963633344403927,0,0,1,0,0,0,0,0.14894115516959217,0.7395877833434152,0.11657741628841979,0.7684451421167026
1931,415.27204683517283,6.031339005261822,Belize,NA,0.9999999999998921,0,0,0,0.05143639986715685,0,1,0,0,0,0,0.06302346225761754,0.7395877833434152,0.11657741628841979,0.7684451421167026
1932,214.8399473850613,5.374537148691168,Belize,NA,0.9999999999998921,0,0,0,0.08473098638326644,0,0,0,0,1,1,0,0.7395877833434152,0.11657741628841979,0.7684451421167026
1933,142.02597759546174,4.963026275268179,Belize,NA,0.9999999999998921,0,0,0,0.2392892726669024,0,0,0,0,0,0,0.05659216630957083,0.5658852116695355,0.04792410838395218,0.6899316289037818
1934,1180.2060946680042,7.074291309582162,Belize,NA,0.9999999999998921,0,0,0,0.4554965127864769,0,0,0,0,1,1,0.14233853636641045,0.5658852116695355,0.04792410838395218,0.6899316289037818
1935,2382.0239612384325,7.776125532120969,Belize,NA,0.9999999999999529,0,0,0,0.6068166722019258,0,0,0,0,0,0,0.22898290695492884,0.5658852116695355,0.04792410838395218,0.6899316289037818
1936,94.4257416920242,4.5583483711137855,Belize,NA,0.9999999999998921,0,0,0,0.86599136499507,0,0,0,0,0,0,0.255296636233694,0.4456488347286666,0.02758691641333712,0.6065147306065235
1937,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999999143,0,0,0,1,0,0,0,0,0,0,0.22178380793363114,0.4456488347286666,0.02758691641333712,0.6065147306065235
1938,2014.3521503066972,7.608549223531458,Belize,NA,0.9999999999998921,0,0,0,0.6677183659914049,0,0,0,0,1,1,0.21662544801931485,0.4456488347286666,0.02758691641333712,0.6065147306065235
1939,0,0,Belize,NA,0.9999999999998921,0,0,0,0.9910743938891327,0,0,0,0,0,0,0.23691872349885923,0.5788599695984804,0.03957024717810884,0.514831331974364
1940,207.63602341758642,5.34059121901671,Belize,NA,0.9999999999999529,0,0,0,0.9999999999999992,0,0,0,0,0,0,0.2836365728434213,0.5788599695984804,0.03957024717810884,0.514831331974364
1941,761.3320858490937,6.636382268950745,Belize,NA,0.9999999999998921,0,0,0,0.6596645632680567,0,0,0,0,0,0,0.32006504814183484,0.5788599695984804,0.03957024717810884,0.514831331974364
1942,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999999143,0,0,0,0.7857854533377914,0,0,0,0,1,0,0.26649050265916174,0.5788599695984804,0.03957024717810884,0.514831331974364
1943,790.147781734383,6.673484779311454,Belize,NA,0.9999999999998921,0,0,0,0.4032298239787687,0,0,0,0,1,1,0.1966128170139362,0.6953365982879304,0.06878322911360218,0.44542723070302254
1944,0,0,Belize,NA,0.9999999999998921,0,0,0,0.17548156758553027,0,0,0,0,0,0,0.14632613818471457,0.6953365982879304,0.06878322911360218,0.44542723070302254
1945,415.27204683517283,6.031339005261822,Belize,NA,0.9999999999999529,0,0,0,0.5014530056459644,0,0,0,0,0,1,0.13532147621793547,0.6953365982879304,0.06878322911360218,0.44542723070302254
1946,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999998921,0,0,0,0.8778644968449545,0,0,0,0,0,0,0.1620458350379702,0.7078306127277029,0.09006187452378772,0.38664795041764166
1947,291.25587915839833,5.677629717030583,Belize,NA,0.9999999999999143,0,0,0,0.5132431086018129,0,1,0,0,1,1,0.22208361145248787,0.7078306127277029,0.09006187452378772,0.38664795041764166
1948,415.27204683517283,6.031339005261822,Belize,NA,0.9999999999998921,0,0,0,0.28433244769181376,0,0,0,0,1,0,0.2907121154331519,0.7078306127277029,0.09006187452378772,0.38664795041764166
1949,138.4240156117243,4.937519761908031,Belize,NA,0.9999999999998921,0,0,0,0.38965459980075395,0,0,0,0,0,0,0.21446604959820037,0.7146354494780743,0.12904091897360828,0.3224098165051304
1950,0,0,Belize,NA,0.9999999999999529,0,0,0,0.5936565924941876,0,0,0,0,0,0,0.1433596383364198,0.7146354494780743,0.12904091897360828,0.3224098165051304
1951,142.02597759546174,4.963026275268179,Belize,NA,0.9999999999998921,0,0,0,0.4513450680837201,0,1,0,0,0,1,0.10070190925095061,0.7146354494780743,0.12904091897360828,0.3224098165051304
1952,0,0,Belize,NA,0.9999999999999143,0,0,0,0.3927266688807854,0,0,0,0,0,0,0.10769186390110817,0.7227526476017317,0.1939320275057947,0.24556642495437064
1953,3.601961983737437,1.5264827307658064,Belize,NA,0.9999999999998921,0,0,0,0.2575971438060599,0,0,0,0,1,0,0.16241501777480846,0.7227526476017317,0.1939320275057947,0.24556642495437064
1954,142.02597759546174,4.963026275268179,Belize,NA,0.9999999999998921,0,0,0,0.23580205911658667,0,0,0,0,1,1,0.12580414321030076,0.7227526476017317,0.1939320275057947,0.24556642495437064
1955,126.84339956105097,4.850806073975495,Belize,NA,0.9999999999999529,0,0,0,0.17149618067087333,0,0,0,0,1,1,0.05113634597129899,0.7234240176561211,0.26461471480622756,0.19298826295963512
1956,80.01789375707446,4.394670040856456,Belize,NA,0.9999999999998921,0,0,0,0.2746595815343904,0,0,0,0,1,1,0.037714047026904944,0.7234240176561211,0.26461471480622756,0.19298826295963512
1957,69.21200780586214,4.251519347769706,Belize,NA,0.1365352001747701,0,0,0,0.2787894277818544,0,1,0,0,0,0,0.10785221941282482,0.7234240176561211,0.26461471480622756,0.19298826295963512
1958,137.2891083551946,4.929346481810938,Mexico,NA,0.8585950782069109,0,0,0,0.46834662564801777,0,1,0,0,0,1,0.11484758211298418,0.7234240176561211,0.26461471480622756,0.19298826295963512
