pid,country,name_2,coral_prop,forest,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist
2030,Mexico,NA,0,0,0,0,1,0,0,0,22364.47194089745
2031,Mexico,NA,0,0,0,0,0,0,0,0,23930.661522574366
2032,Mexico,NA,0,0,0,0,0,0,0,0,28250.01889475034
2033,Mexico,NA,0,0,0,0,0,0,0,0,34255.66484830655
2034,Mexico,NA,0,0,0,0,0,0,0,0,41216.957442844956
2035,Mexico,NA,0,0,0,0,0,0,0,0,48669.33973828182
2036,Mexico,NA,0,0,0,0,0,0,0,0,56297.24967014396
2037,Honduras,NA,0,1,0,0,0,0,1,1,41260.32424792143
2038,Honduras,NA,0,1,0,0,0,0,0,0,33988.344271423884
2039,Honduras,NA,0,1,0,0,0,0,0,0,27528.911253269453
2040,Guatemala,NA,0,1,0,0,0,0,1,1,22361.817793979088
2041,Honduras,NA,0,1,0,0,0,0,0,1,26196.456457523444
2042,Guatemala,NA,0,1,0,0,0,0,0,1,18265.945736998547
2043,Guatemala,NA,0,1,0,0,0,0,0,0,17494.01877054652
2044,Guatemala,NA,0,1,1,1,0,0,0,0,19739.163390581485
2045,Guatemala,NA,0,0,0,0,1,0,0,0,24964.543856757395
2046,Guatemala,NA,0,0,0,0,0,0,0,0,31730.46373111861
2047,Belize,NA,0,0,0,0,0,0,0,0,36035.04132950428
2048,Belize,NA,0.9986175115207373,0,0,0,0,0,0,0,39173.18451301127
2049,Belize,NA,0.8810024870862828,0,0,0,0,0,0,0,40897.83323793296
2050,Belize,NA,0.8112359550561797,0,0,0,0,0,0,0,32278.586685502632
2051,Belize,NA,0.6136228435455087,0,0,0,0,0,0,0,23689.270847141608
2052,Belize,NA,0.18865030674846625,0,0,0,0,0,0,0,15180.775610123024
2053,Belize,NA,0.46875,0,0,1,0,0,0,0,7051.9716494314835
2054,Belize,NA,0,1,0,1,0,0,1,1,1031.382784435593
2055,Belize,NA,0,1,0,1,0,0,0,0,6479.411135002937
2056,Belize,NA,0,1,0,0,0,0,1,1,14538.589946894946
2057,Belize,NA,0,1,0,0,0,0,1,0,23035.73294904339
2058,Belize,NA,0,1,0,0,0,0,0,0,21358.830840496837
2059,Belize,NA,0,1,0,0,0,0,0,0,17249.242970355506
2060,Belize,NA,0,1,0,0,0,0,1,1,16585.964000784676
2061,Belize,NA,0,1,0,0,0,0,0,0,19142.385692822703
2062,Belize,NA,0,1,0,0,0,0,1,0,24652.944209368245
2063,Belize,NA,0,1,0,0,0,0,1,0,31608.612534682496
2064,Belize,NA,0,1,0,0,0,0,0,0,24076.358377985667
2065,Belize,NA,0,1,0,0,0,0,0,0,16547.83297639725
2066,Belize,NA,0,1,0,1,0,0,1,1,10133.80215586516
2067,Belize,NA,0,1,0,1,0,0,1,1,8481.512802199175
2068,Belize,NA,0,1,0,0,0,0,0,0,12280.033767596884
2069,Belize,NA,0,1,0,0,0,0,1,0,19432.448308973333
2070,Belize,NA,0,1,0,0,0,0,0,0,27085.197783703374
2071,Belize,NA,0,1,0,0,0,0,0,0,24109.011007446115
2072,Belize,NA,0,1,0,0,0,0,0,0,18108.77262959114
2073,Belize,NA,0,1,0,0,0,0,0,0,14987.023738666736
2074,Belize,NA,0,1,0,1,0,0,0,0,15461.771248429062
2075,Belize,NA,0,1,0,1,0,0,1,0,19640.5092737395
2076,Belize,NA,0,1,0,1,0,0,0,1,11154.691674226346
2077,Belize,NA,0,1,0,1,1,0,0,1,2583.59929477169
2078,Belize,NA,0,1,0,0,0,1,1,1,743.998554293534
2079,Belize,NA,0,1,0,0,0,0,1,1,7752.710105014781
2080,Mexico,NA,0,1,0,1,0,0,1,1,7550.873398816282
2081,Mexico,NA,0,1,0,1,0,0,0,0,9283.945307517504
2082,Mexico,NA,0,1,0,1,0,0,1,0,15959.33876722296
2083,Mexico,NA,0,1,0,0,0,0,0,0,23540.113230850267
2084,Mexico,NA,0,1,0,0,0,0,0,0,31589.568816356
2085,Mexico,NA,0,1,0,0,0,0,0,0,39895.67376402269
2086,Mexico,NA,0,1,0,0,0,0,0,1,48326.27351831843
2087,Mexico,NA,0,1,0,0,0,0,1,1,56825.985598574414
2088,Mexico,NA,0,1,0,0,0,0,1,0,48686.28678625293
2089,Mexico,NA,0,0,0,0,0,0,0,0,41130.63907370435
2090,Mexico,NA,0,0,0,0,0,0,0,0,33806.766667201475
2091,Mexico,NA,0,0,0,0,0,0,0,0,27263.24410513941
2092,Mexico,NA,0,1,0,0,1,0,0,0,22218.71926511897
2093,Mexico,NA,0,0,0,0,1,0,0,0,20272.719687430374
2094,Mexico,NA,0,0,0,0,0,0,0,0,23693.25157446567
2095,Mexico,NA,0,0,0,0,0,0,0,0,29355.70092531735
2096,Mexico,NA,0,0,0,0,0,0,0,0,36223.53079784562
2097,Mexico,NA,0,0,0,0,0,0,0,0,43669.33973828221
2098,Mexico,NA,0,0,0,0,0,0,0,0,51309.715678804176
2099,Honduras,NA,0,1,0,0,0,0,0,1,38959.091221332426
2100,Honduras,NA,0,1,0,0,0,0,0,0,32333.329511041287
2101,Honduras,NA,0,1,0,0,0,0,0,0,26890.10237516951
2102,Guatemala,NA,0,1,0,0,0,0,0,0,22176.175057507953
2103,Guatemala,NA,0,1,0,0,0,0,0,0,20009.413254693452
2104,Guatemala,NA,0,1,0,1,0,0,0,0,20561.43326410628
2105,Guatemala,NA,0,0,0,0,0,0,0,0,24111.541147138316
2106,Guatemala,NA,0,0,0,0,0,0,0,0,29832.20231739636
2107,Belize,NA,0,0,0,0,0,0,0,0,36722.66566743093
2108,Belize,NA,0.8294782140935987,0,0,0,1,0,0,0,43466.31025892472
2109,Belize,NA,0.982370820668693,0,0,0,0,0,0,0,36600.03524826532
2110,Belize,NA,0.43310344827586206,0,0,0,0,0,0,0,27957.617353097554
2111,Belize,NA,0.5370342205323194,0,0,0,0,0,0,0,19331.170578891313
2112,Belize,NA,0.6866602687140115,0,0,0,0,0,0,0,10759.179515101705
2113,Belize,NA,0,0,1,1,1,0,0,1,2672.6480591895142
2114,Belize,NA,0,1,1,1,1,0,1,1,1879.2268479875415
2115,Belize,NA,0,1,0,1,0,0,1,0,9861.378313576604
2116,Belize,NA,0,1,0,0,0,0,1,0,18420.438923420214
2117,Belize,NA,0,1,0,0,0,0,1,1,22698.80333881502
2118,Belize,NA,0,1,0,0,0,0,0,0,16780.119224594608
2119,Belize,NA,0,1,0,0,0,0,0,0,14068.017961642145
2120,Belize,NA,0,1,0,0,0,0,0,0,15015.55687126016
2121,Belize,NA,0,1,0,0,0,0,0,0,19794.031330972088
2122,Belize,NA,0,1,0,1,0,0,1,0,26610.90762279536
2123,Belize,NA,0,1,0,1,0,0,0,0,27117.274008561988
2124,Belize,NA,0,1,0,1,0,0,0,0,19084.27938317048
2125,Belize,NA,0,1,0,0,0,0,1,1,11548.56974020916
2126,Belize,NA,0,1,0,1,0,0,1,0,6101.8548789638035
2127,Belize,NA,0,1,0,0,0,0,1,1,7514.968146544248
2128,Belize,NA,0,1,0,0,0,0,1,1,14432.448308973
2129,Belize,NA,0,1,0,0,0,0,0,0,22119.752618250222
2130,Belize,NA,0,1,0,0,0,0,0,0,29067.004093985062
2131,Belize,NA,0,1,0,0,0,0,0,0,22728.263492681715
2132,Belize,NA,0,1,0,0,0,0,0,1,18391.76978395163
2133,Belize,NA,0,1,0,1,0,0,0,0,17397.586487813653
2134,Belize,NA,0,1,0,1,0,0,0,0,19349.313160274665
2135,Belize,NA,0,1,0,1,0,0,1,1,15555.936513246326
2136,Belize,NA,0,1,0,1,1,0,0,1,7016.765620498897
2137,Belize,NA,0,1,1,1,0,0,1,1,0
2138,Belize,NA,0,1,0,1,1,0,1,0,5056.229003073906
2139,Mexico,NA,0,1,0,1,0,0,1,0,5157.349396807143
2140,Mexico,NA,0,1,0,1,0,0,0,0,10959.338767222418
2141,Mexico,NA,0,1,0,1,0,0,1,1,18561.884151373437
2142,Mexico,NA,0,1,0,0,0,0,0,0,26707.816652265636
2143,Mexico,NA,0,1,0,0,0,0,0,0,35100.87459612746
2144,Mexico,NA,0,1,0,0,0,0,1,1,43598.570211591934
2145,Mexico,NA,0,1,0,0,0,0,0,0,52149.777099975705
2146,Mexico,NA,0,1,0,0,0,0,0,0,60731.895892184395
2147,Mexico,NA,0,1,0,0,0,0,1,0,43692.65533583671
2148,Mexico,NA,0,0,0,0,0,0,0,0,36130.63907370484
2149,Mexico,NA,0,0,0,0,0,0,0,0,28837.32098780289
2150,Mexico,NA,0,1,0,0,0,0,0,0,22516.173928963504
2151,Mexico,NA,0,0,0,0,0,0,0,0,20293.881775443962
2152,Mexico,NA,0,0,0,0,1,0,0,0,17533.87032760664
2153,Mexico,NA,0,0,0,0,0,0,0,0,19356.569241167115
2154,Mexico,NA,0,0,0,0,0,0,0,0,24496.19928547877
2155,Mexico,NA,0,0,0,0,0,0,0,0,31232.20751211294
2156,Mexico,NA,0,0,0,0,0,0,0,0,38669.339738281364
2157,Mexico,NA,0,0,0,0,0,0,0,0,46324.8694078768
2158,Mexico,NA,0,0,0,0,0,0,0,0,54280.5723284358
2159,Honduras,NA,0,1,0,0,0,0,1,1,43797.228789109155
2160,Honduras,NA,0,1,0,0,0,0,0,0,37189.345782748
2161,Honduras,NA,0,1,0,0,0,0,0,0,31395.55459338621
2162,Guatemala,NA,0,0,0,0,0,0,1,1,26456.01456560459
2163,Honduras,NA,0,1,0,0,0,0,1,1,27197.2041248206
2164,Guatemala,NA,0,1,0,0,0,0,0,1,23097.93465466843
2165,Guatemala,NA,0,1,0,0,0,0,0,0,22492.45438782941
2166,Guatemala,NA,0,1,1,1,0,0,0,0,24279.711345162737
2167,Guatemala,NA,0,0,0,0,0,0,0,0,28689.68911682837
2168,Guatemala,NA,0,0,0,0,0,0,0,0,34737.47458057621
2169,Belize,NA,0,0,0,0,0,0,0,0,36612.4415641704
2170,Belize,NA,0.7768527918781726,0,0,0,0,0,0,0,41716.73547692879
2171,Belize,NA,0.6252971137521223,0,0,0,0,0,0,0,40878.28737762779
2172,Belize,NA,0.9566833683529983,0,0,0,0,0,0,0,32215.463671695998
2173,Belize,NA,0.9393939393939394,0,0,0,0,0,0,0,23556.355564270267
2174,Belize,NA,0.7701636188642926,0,0,0,0,0,0,0,14898.579642311985
2175,Belize,NA,0.9642147117296223,0,0,0,0,0,0,0,6247.676627858596
2176,Belize,NA,0,0,1,1,1,0,1,1,0
2177,Belize,NA,0.9852941176470589,1,1,1,1,0,1,1,5334.277248475243
2178,Belize,NA,0,1,0,0,0,0,1,1,13982.857420841621
2179,Belize,NA,0,1,0,0,0,0,1,0,22640.364165347535
2180,Belize,NA,0,1,0,0,0,0,1,0,17765.37135364288
2181,Belize,NA,0,1,0,0,0,1,1,0,12527.775042294772
2182,Belize,NA,0,1,0,0,0,0,1,1,11597.541390108041
2183,Belize,NA,0,1,0,0,0,0,1,0,15027.963750046874
2184,Belize,NA,0,1,0,0,0,0,1,0,21614.264332846986
2185,Belize,NA,0,1,0,1,1,0,0,0,29101.878185117133
2186,Belize,NA,0,1,0,1,0,0,0,0,22246.01619358392
2187,Belize,NA,0,1,0,1,0,0,0,0,14097.815660755841
2188,Belize,NA,0,1,0,1,0,0,1,1,6550.4312739080615
2189,Belize,NA,0,1,0,1,0,0,0,0,3485.7227591785218
2190,Belize,NA,0,1,0,0,0,0,1,1,9432.448308972864
2191,Belize,NA,0,1,0,0,0,0,1,0,17174.369647903743
2192,Belize,NA,0,1,0,0,0,0,0,0,25471.987412103106
2193,Belize,NA,0,1,0,0,0,0,0,0,27481.271379528916
2194,Belize,NA,0,1,0,1,0,0,0,0,22403.203142148857
2195,Belize,NA,0,1,0,1,0,0,0,0,19964.637372652873
2196,Belize,NA,0,1,0,1,0,0,0,0,20323.440530995533
2197,Belize,NA,0,1,0,1,0,0,0,0,20237.27193228415
2198,Belize,NA,0,1,0,1,0,0,0,1,11907.771169705815
2199,Belize,NA,0,1,0,1,1,0,0,1,4256.001445707215
2200,Belize,NA,0,1,0,1,0,0,1,1,2546.141932787529
2201,Belize,NA,0,1,0,1,1,0,1,1,3133.6816591756933
2202,Mexico,NA,0,1,0,0,1,0,1,1,2567.652784652919
2203,Mexico,NA,0,1,0,1,0,0,0,0,5959.338767222919
2204,Mexico,NA,0,1,0,1,0,0,0,0,13599.638067860393
2205,Mexico,NA,0,1,0,1,0,0,1,0,21879.53570482812
2206,Mexico,NA,0,1,0,0,0,0,0,1,30372.323087654033
2207,Mexico,NA,0,1,0,0,0,0,1,1,38938.951408877365
2208,Mexico,NA,0,1,0,0,0,0,0,0,47539.51897006281
2209,Mexico,NA,0,1,0,0,0,0,1,0,56158.43472700181
2210,Mexico,NA,0,1,0,0,0,0,0,0,64788.376411738325
2211,Mexico,NA,0,1,0,0,0,0,1,0,46608.5263971462
2212,Mexico,NA,0,0,0,0,0,0,0,0,38700.6684639845
2213,Mexico,NA,0,0,0,0,0,0,0,0,31130.639073704206
2214,Mexico,NA,0,0,0,0,0,0,0,0,23880.634225592174
2215,Mexico,NA,0,1,0,0,0,0,0,0,17907.308498551676
2216,Mexico,NA,0,0,0,0,1,0,0,0,15426.709804922477
2217,Mexico,NA,0,0,0,0,0,0,0,0,19707.11501085472
2218,Mexico,NA,0,0,0,0,0,0,0,0,26244.18771264987
2219,Mexico,NA,0,0,0,0,0,0,0,0,33669.33973828214
2220,Mexico,NA,0,0,0,0,0,0,0,0,41343.68305163445
2221,Mexico,NA,0,0,0,0,0,0,0,0,49342.54893010496
2222,Honduras,NA,0,1,0,0,0,0,1,1,42507.0632544075
2223,Honduras,NA,0,1,0,0,0,0,0,0,40631.56142112536
2224,Honduras,NA,0,1,0,0,0,0,0,0,36031.709516832656
2225,Honduras,NA,0,1,0,0,0,0,0,0,30952.522889252687
2226,Guatemala,NA,0,0,0,0,0,0,0,0,26770.3670468966
2227,Honduras,NA,0,1,0,0,0,0,0,1,28398.65086600649
2228,Guatemala,NA,0,1,0,0,0,0,0,1,25004.928123100886
2229,Guatemala,NA,0,1,1,1,0,0,0,0,25448.818234225582
2230,Guatemala,NA,0,0,0,0,0,0,0,0,28394.299218937766
2231,Guatemala,NA,0,0,0,0,0,0,0,0,33389.07166649597
2232,Belize,NA,0.20028612303290416,0,0,0,0,0,0,0,39666.408778289035
2233,Belize,NA,0.7916241062308478,0,0,0,1,0,0,0,45946.968243827374
2234,Belize,NA,0.998468606431853,0,0,0,0,0,0,0,36661.20335044252
2235,Belize,NA,0.9158134243458476,0,0,0,0,0,0,0,28037.64645954511
2236,Belize,NA,0.9973373273423198,0,0,0,1,0,0,0,19446.732550185177
2237,Belize,NA,0.9638069705093834,0,0,0,0,0,0,0,10965.454608287508
2238,Belize,NA,0.9798477384684281,0,0,1,0,0,0,0,3120.773152012091
2239,Belize,NA,1,0,0,0,1,0,0,0,2327.351940811263
2240,Belize,NA,0,1,1,1,1,0,1,1,10086.0315868882
2241,Belize,NA,0,1,0,1,0,0,0,0,18541.677946175223
2242,Belize,NA,0,1,0,0,0,0,0,1,19962.725368130526
2243,Belize,NA,0,1,0,0,0,0,1,1,12883.367791520614
2244,Belize,NA,0,1,0,0,0,0,1,0,9072.92090944254
2245,Belize,NA,0,1,0,0,0,0,1,0,10482.161638420166
2246,Belize,NA,0,1,0,1,1,0,1,0,16619.640212455186
2247,Belize,NA,0,1,0,1,1,0,0,1,24103.014999012896
2248,Belize,NA,0,1,0,1,0,0,0,0,25685.180027885646
2249,Belize,NA,0,1,0,1,0,0,0,0,17447.748373784936
2250,Belize,NA,0,1,0,1,0,0,0,1,9126.176265795299
2251,Belize,NA,0,1,0,1,1,0,0,0,1564.2367800091051
2252,Belize,NA,0,1,0,0,0,0,1,1,4432.448308973122
2253,Belize,NA,0,1,0,1,0,0,1,1,12273.32431385724
2254,Belize,NA,0,1,0,0,0,1,1,1,20724.32531187915
2255,Belize,NA,0,1,0,0,0,0,0,1,29297.795643222697
2256,Belize,NA,0,1,0,1,0,0,1,0,26749.763106817583
2257,Belize,NA,0,1,0,1,0,0,0,0,23178.288562014935
2258,Belize,NA,0,1,0,1,0,0,0,0,22397.586487814628
2259,Belize,NA,0,1,0,1,0,0,0,0,23945.182911236203
2260,Belize,NA,0,1,0,1,0,0,0,0,16862.82979476389
2261,Belize,NA,0,1,0,1,1,0,0,1,9256.001445707363
2262,Belize,NA,0,1,0,1,0,1,0,1,6287.240081779624
2263,Belize,NA,0,1,0,1,0,0,1,1,4082.946059018937
2264,Mexico,NA,0,1,0,1,0,0,1,1,959.3387672225211
2265,Mexico,NA,0,1,0,1,0,0,0,0,8680.827604817134
2266,Mexico,NA,0,1,0,1,0,0,0,0,17149.947375621585
2267,Mexico,NA,0,1,0,0,0,0,1,0,25746.545827908878
2268,Mexico,NA,0,1,0,0,0,0,1,1,34375.115260179795
2269,Mexico,NA,0,1,0,0,0,0,0,0,43016.42100678192
2270,Mexico,NA,0,1,0,0,0,0,1,0,51664.07265513213
2271,Mexico,NA,0,1,0,0,0,0,0,0,60315.34075504101
2272,Mexico,NA,0,1,0,0,0,0,0,0,41665.913432642235
2273,Mexico,NA,0,1,0,0,0,0,0,0,33711.05677403411
2274,Mexico,NA,0,0,0,0,0,0,0,0,26130.639073704264
2275,Mexico,NA,0,0,0,0,0,0,0,0,18946.72267912017
2276,Mexico,NA,0,0,0,0,0,0,0,0,14621.836809500697
2277,Mexico,NA,0,0,0,0,1,0,0,0,12462.06604856971
2278,Mexico,NA,0,0,0,0,0,0,0,0,15055.795716873867
2279,Mexico,NA,0,0,0,0,0,0,0,0,21261.796521319713
2280,Mexico,NA,0,0,0,0,0,0,0,0,28669.33973828231
2281,Mexico,NA,0,0,0,0,0,0,0,0,36367.66050890779
2282,Mexico,NA,0,0,0,0,0,0,0,0,44418.39413505365
2283,Mexico,NA,0,0,0,0,0,0,0,0,52662.89722549152
2284,Honduras,NA,0,1,0,0,0,0,0,1,38917.56621921896
2285,Honduras,NA,0,1,0,0,0,0,0,0,37863.57507462556
2286,Honduras,NA,0,1,0,0,0,0,0,0,35546.03693328179
2287,Honduras,NA,0,1,0,0,0,0,1,1,30818.671586228334
2288,Guatemala,NA,0,0,0,0,0,0,0,0,27989.004929716655
2289,Honduras,NA,0,1,0,1,0,0,0,0,28589.732903570053
2290,Guatemala,NA,0,1,1,1,0,0,0,0,27491.458965156922
2291,Guatemala,NA,1,0,0,0,1,0,0,0,28971.9553128334
2292,Guatemala,NA,0,0,0,0,0,0,0,0,32756.191373000744
2293,Guatemala,NA,0,0,0,0,0,0,0,0,38164.93091675212
2294,Belize,NA,0,0,0,0,0,0,0,0,38503.05454215373
2295,Belize,NA,0.44149908592321757,0,0,0,0,0,0,0,44611.162622110955
2296,Belize,NA,0.9996301775147929,0,0,0,0,0,0,0,32669.823239659396
2297,Belize,NA,1,0,0,0,1,0,0,0,24174.017837309773
2298,Belize,NA,1,0,0,0,0,0,0,0,15857.1411763453
2299,Belize,NA,1,0,0,1,0,0,0,0,8120.773152012808
2300,Belize,NA,1,0,0,0,0,0,0,0,2948.1250928232084
2301,Belize,NA,0.9381443298969072,0,0,0,1,0,0,0,7327.351940809777
2302,Belize,NA,0,1,1,1,0,0,1,1,15000.051752570882
2303,Belize,NA,0,1,0,1,0,0,0,1,22602.334571490057
2304,Belize,NA,0,1,0,1,0,0,1,1,14962.725368130592
2305,Belize,NA,0,1,0,0,0,0,1,0,8145.79105859217
2306,Belize,NA,0,1,0,0,0,0,1,1,6626.592695737649
2307,Belize,NA,0,1,0,1,1,0,1,1,11629.63709376457
2308,Belize,NA,0,1,1,1,1,0,1,1,19104.74679716804
2309,Belize,NA,0,1,0,1,1,0,0,0,27043.078196858038
2310,Belize,NA,0,1,0,1,0,0,0,0,20694.369426403286
2311,Belize,NA,0,1,0,1,0,0,0,0,12804.788563060032
2312,Belize,NA,0,1,0,1,0,0,1,1,4222.05874711754
2313,Belize,NA,0,1,0,1,1,0,1,1,0
2314,Belize,NA,0,1,0,1,0,0,0,0,7503.9993752262935
2315,Belize,NA,0,1,0,1,0,0,1,0,16129.884579341113
2316,Belize,NA,0,1,0,1,0,0,1,1,24779.756787796683
2317,Belize,NA,0,1,0,1,0,0,1,1,31096.96517075372
2318,Belize,NA,0,1,0,1,0,0,0,0,26942.148687633235
2319,Belize,NA,0,1,0,1,0,0,0,0,24951.204586144388
2320,Belize,NA,0,1,0,1,0,0,0,0,25239.217497677273
2321,Belize,NA,0,1,0,1,0,0,0,0,21838.3846276281
2322,Belize,NA,0,1,0,1,0,0,0,0,14256.001445707197
2323,Belize,NA,0,1,1,1,1,0,0,1,7790.088616034369
2324,Belize,NA,0,1,1,1,0,0,0,1,6568.180224979956
2325,Belize,NA,0,1,0,1,0,0,0,0,341.7184445850932
2326,Mexico,NA,0,1,0,1,0,0,1,1,0
2327,Mexico,NA,0,1,0,1,0,0,0,1,3970.31235954298
2328,Mexico,NA,0,1,0,0,0,0,0,0,12630.412000974982
2329,Mexico,NA,0,1,0,1,0,0,0,0,21290.637247306833
2330,Mexico,NA,0,1,0,0,0,0,1,0,29950.879143664664
2331,Mexico,NA,0,1,0,0,0,0,0,0,38611.12648655167
2332,Mexico,NA,0,1,0,0,0,0,0,0,47271.37628250836
2333,Mexico,NA,0,1,0,0,0,0,1,0,55931.627392062444
2334,Mexico,NA,0,1,0,0,0,0,0,0,64591.87928684697
2335,Mexico,NA,0,1,0,0,0,0,1,0,44992.83214906138
2336,Mexico,NA,0,1,0,0,0,0,0,0,36738.834377799336
2337,Mexico,NA,0,1,0,0,0,0,0,0,28725.05801708896
2338,Mexico,NA,0,0,0,0,0,0,0,0,21130.639073704147
2339,Mexico,NA,0,0,0,0,0,0,0,0,14059.58425923243
2340,Mexico,NA,0,0,0,0,1,0,0,0,10723.040020694076
2341,Mexico,NA,0,0,0,0,0,0,0,0,16290.199321407403
2342,Mexico,NA,0,0,0,0,0,0,0,0,23669.339738281342
2343,Mexico,NA,0,0,0,0,0,0,0,0,31399.256894206555
2344,Mexico,NA,0,0,0,0,0,0,0,0,39513.29320816107
2345,Mexico,NA,0,0,0,0,0,0,0,0,47729.62459008345
2346,Honduras,NA,0,1,0,0,0,0,1,0,37791.93217256645
2347,Honduras,NA,0,1,0,0,0,0,0,0,35669.36352586636
2348,Honduras,NA,0,1,0,0,0,0,0,0,35379.17088264487
2349,Honduras,NA,0,1,0,0,0,0,0,0,35113.0813921833
2350,Honduras,NA,0,1,0,0,0,0,1,1,31488.44809561046
2351,Guatemala,NA,0,1,0,0,0,0,0,1,30001.93730554456
2352,Honduras,NA,0,1,0,0,0,0,0,0,31123.571265528077
2353,Guatemala,NA,0,0,1,0,1,0,0,0,30372.88529532465
2354,Guatemala,NA,1,0,0,0,1,0,0,0,32880.17700346151
2355,Guatemala,NA,1,0,0,0,0,0,0,0,36971.5741183166
2356,Belize,NA,0,0,0,0,0,0,0,0,37666.83883512522
2357,Belize,NA,0,0,0,0,0,0,0,0,40736.98161261388
2358,Belize,NA,1,0,0,0,0,0,0,0,37396.85925356199
2359,Belize,NA,1,0,0,0,0,0,0,0,28992.94517496731
2360,Belize,NA,1,0,0,0,0,0,0,0,20800.400424189786
2361,Belize,NA,1,0,0,0,1,0,0,0,13120.773152012274
2362,Belize,NA,1,0,0,1,0,0,0,0,6392.963069175749
2363,Belize,NA,0,0,0,0,0,0,0,0,5964.939401409996
2364,Belize,NA,1,0,1,1,1,0,0,1,12327.351940810539
2365,Belize,NA,0,1,1,1,0,0,0,0,19956.8302089263
2366,Belize,NA,0,1,0,1,0,0,0,1,17641.94644590819
2367,Belize,NA,0,1,1,1,0,0,1,1,9962.725368130556
2368,Belize,NA,0,1,0,0,0,0,1,1,4089.8237479063073
2369,Belize,NA,0,1,0,1,1,0,0,0,6654.658298808279
2370,Belize,NA,0,1,1,1,1,0,0,1,14107.70599088156
2371,Belize,NA,0,0,1,1,1,0,0,0,22144.16619569614
2372,Belize,NA,0,1,0,1,1,0,0,0,23147.200939306684
2373,Belize,NA,0,1,0,1,1,0,0,0,15709.40415318183
2374,Belize,NA,0,1,0,1,1,0,0,1,8573.289740489403
2375,Belize,NA,0,1,0,1,1,0,0,1,567.5516910267287
2376,Belize,NA,0,1,1,1,1,0,0,1,3462.011486645686
2377,Belize,NA,0,1,0,1,0,0,0,0,11867.969221948675
2378,Belize,NA,0,1,0,1,0,0,1,0,20486.870511930283
2379,Belize,NA,0,1,0,1,0,0,1,1,27167.38070439952
2380,Belize,NA,0,1,0,1,0,0,0,1,31041.48505961613
2381,Belize,NA,0,1,0,1,0,0,0,0,28039.41735382856
2382,Belize,NA,0,1,0,1,0,0,0,0,27397.586487815104
2383,Belize,NA,0,1,0,1,0,0,0,0,26823.03222235077
2384,Belize,NA,0,1,0,1,0,0,0,0,19256.001445707177
2385,Belize,NA,0,1,0,1,0,0,0,0,12379.236450716377
2386,Belize,NA,0,0,0,1,0,0,0,1,9420.13182066352
2387,Belize,NA,0,1,1,1,0,0,1,1,2198.321108592174
2388,Mexico,NA,0,1,0,1,0,0,1,1,917.0539409807517
2389,Mexico,NA,0,1,0,1,0,0,0,0,8656.438045878926
2390,Mexico,NA,0,1,0,0,0,0,0,0,17137.614966037323
2391,Mexico,NA,0,1,0,1,0,0,0,0,25738.332770523484
2392,Mexico,NA,0,1,0,0,0,0,1,0,34368.9642102907
2393,Mexico,NA,0,1,0,0,0,0,0,0,43011.50576264754
2394,Mexico,NA,0,1,0,0,0,0,1,0,51659.98020762551
2395,Mexico,NA,0,1,0,0,0,0,0,0,60311.83534045657
2396,Mexico,NA,0,1,0,0,0,0,0,0,68965.79883693406
2397,Mexico,NA,0,1,0,0,0,0,0,0,40162.77572649247
2398,Mexico,NA,0,1,0,0,0,0,0,0,31834.502677163422
2399,Mexico,NA,0,0,0,0,0,0,0,0,23744.948249008605
2400,Mexico,NA,0,0,0,0,0,0,0,0,16130.639073704162
2401,Mexico,NA,0,1,0,0,0,0,0,0,10011.33563411933
2402,Mexico,NA,0,0,0,0,1,0,0,0,7482.222903352995
2403,Mexico,NA,0,0,0,0,0,0,0,0,11343.597160882136
2404,Mexico,NA,0,0,0,0,0,0,0,0,18669.339738282477
2405,Mexico,NA,0,0,0,0,0,0,0,0,26442.76717980791
2406,Mexico,NA,0,0,0,0,0,0,0,0,34635.34239431335
2407,Mexico,NA,0,0,0,0,0,0,0,0,42749.00316103131
2408,Mexico,NA,0,0,0,0,0,0,0,0,50747.851018974616
2409,Honduras,NA,0,1,0,0,0,0,0,0,34072.8142549018
2410,Honduras,NA,0,1,0,0,0,0,0,0,32863.81031246384
2411,Honduras,NA,0,1,0,0,0,0,0,0,33307.84091256369
2412,Honduras,NA,0,1,0,0,0,0,0,0,35350.535073520434
2413,Honduras,NA,0,1,0,0,0,0,0,0,32912.82741728607
2414,Guatemala,NA,0.2108626198083067,1,1,1,1,0,0,0,32490.769884342913
2415,Guatemala,NA,0,0,0,0,1,0,0,0,32271.517197209287
2416,Guatemala,NA,0,0,0,0,0,0,0,0,33305.21757532839
2417,Belize,NA,0,0,0,0,0,0,0,0,36425.8410453375
2418,Belize,NA,0,0,0,0,1,0,0,0,41163.652340146786
2419,Belize,NA,0.5768421052631579,0,0,0,1,0,0,0,33864.41497263457
2420,Belize,NA,1,0,0,0,0,0,0,0,25765.56596170163
2421,Belize,NA,1,0,0,0,0,0,0,0,18120.773152012654
2422,Belize,NA,1,0,0,0,1,0,0,0,11048.878147756026
2423,Belize,NA,0.9763779527559056,0,0,1,0,0,0,0,7948.125092823098
2424,Belize,NA,0,0,0,0,0,0,0,0,10433.3130630021
2425,Belize,NA,0,0,0,0,0,0,0,0,17327.351940810375
2426,Belize,NA,0,0,0,0,0,0,0,0,21101.523464943264
