pid,country,name_2,coral_prop,forest,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist
4330,Belize,NA,0,0,0,0,0,0,0,0,65457.20967853007
4331,Belize,NA,0,0,0,0,0,0,0,0,73934.44012085254
4332,Belize,NA,0,0,0,0,0,0,0,0,77948.12509282271
4333,Belize,NA,0,0,0,0,0,0,0,0,74717.66659699271
4334,Belize,NA,0,0,0,0,0,0,0,0,68980.41399792986
4335,Belize,NA,0,0,0,0,0,0,0,0,60753.75959718719
4336,Belize,NA,0,0,0,0,0,0,0,0,52666.31841186595
4337,Belize,NA,0,0,0,0,0,0,0,0,44793.55852047386
4338,Belize,NA,0,0,0,0,0,0,0,0,37225.36215206969
4339,Belize,NA,0,0,0,0,0,0,0,0,29908.276166124106
4340,Belize,NA,0.3952458858627659,0,0,0,1,0,0,0,23499.505805362027
4341,Belize,NA,0.8128019323671497,0,0,0,1,0,0,0,18972.310427655775
4342,Belize,NA,1,0,0,0,0,0,0,0,17722.903290847524
4343,Belize,NA,0,0,0,0,0,0,0,0,19308.50104854747
4344,Belize,NA,0,0,0,0,0,0,0,0,24094.39774322822
4345,Belize,NA,0,0,0,0,0,0,0,0,30631.059277731376
4346,Belize,NA,0,0,0,0,0,0,0,0,37997.54113877786
4347,Belize,NA,0,0,0,0,0,0,0,0,40993.11217110792
4348,Belize,NA,0,0,0,0,0,0,0,0,37178.33103662739
4349,Belize,NA,0,0,0,0,0,0,0,0,35128.640051459406
4350,Belize,NA,0,0,0,0,0,0,0,0,34907.7363058061
4351,Belize,NA,0,0,0,0,0,0,0,0,33586.713916370514
4352,Belize,NA,0,0,0,0,0,0,0,0,27345.141592667616
4353,Belize,NA,0,0,0,0,0,0,0,0,22747.44349912537
4354,Mexico,NA,0,0,0,0,0,0,0,0,23530.82736259966
4355,Mexico,NA,0,0,0,0,0,0,0,0,20907.788088862566
4356,Mexico,NA,0,0,0,0,0,0,0,0,21608.52950690251
4357,Mexico,NA,0,0,0,0,0,0,0,0,25231.289393798703
4358,Mexico,NA,0,0,0,0,0,0,0,0,24994.30216572222
4359,Mexico,NA,0,0,0,0,0,0,0,0,17041.815667871786
4360,Mexico,NA,0,0,0,0,0,0,0,0,9589.735759889107
4361,Mexico,NA,0,0,0,0,0,0,0,0,5643.47994703674
4362,Mexico,NA,0,0,0,0,0,0,0,0,8745.109078128817
4363,Mexico,NA,0.4440911499735029,0,1,1,0,0,0,0,16107.156998834374
4364,Mexico,NA,0.3085993672706356,1,1,1,0,0,0,0,23982.485764653815
4365,Mexico,NA,0,1,0,1,0,0,0,0,32262.485396481465
4366,Mexico,NA,0,1,0,0,0,0,0,0,40701.06023759742
4367,Mexico,NA,0,1,0,1,0,0,0,0,49216.71103365993
4368,Mexico,NA,0,0,0,0,0,0,0,0,57092.1524529241
4369,Mexico,NA,0,0,1,0,0,0,0,0,48788.374543072045
4370,Mexico,NA,0,1,0,1,0,0,0,0,40633.694262303274
4371,Mexico,NA,0,1,0,1,0,0,0,0,32739.711792400896
4372,Mexico,NA,0,0,0,1,0,0,0,0,25201.5541991547
4373,Mexico,NA,0,0,0,0,0,0,0,0,18191.44518872122
4374,Mexico,NA,0,1,0,1,0,0,0,0,13293.618653376616
4375,Mexico,NA,0,1,0,0,0,0,0,0,12539.858165049389
4376,Mexico,NA,0,1,0,0,0,0,0,0,15907.220424912332
4377,Mexico,NA,0,0,0,1,0,0,0,0,22334.531123217068
4378,Mexico,NA,0,1,0,0,0,1,1,1,29780.716083874235
4379,Mexico,NA,0,1,0,0,0,0,0,0,27313.12533170196
4380,Mexico,NA,0,1,0,0,0,0,0,0,23397.13960117791
4381,Mexico,NA,0,1,0,0,0,0,0,0,22282.703269677753
4382,Mexico,NA,0,1,0,0,0,0,1,0,23447.63708926431
4383,Mexico,NA,0,1,0,0,0,0,0,0,27408.22889574603
4384,Mexico,NA,0,1,0,0,0,0,0,0,33205.87805394165
4385,Mexico,NA,0,1,0,0,0,0,0,0,40050.588802974715
4386,Mexico,NA,0,1,0,0,0,0,1,0,47462.31794142501
4387,Mexico,NA,0,1,0,0,0,0,1,0,37844.85446683665
4388,Mexico,NA,0,1,0,0,0,0,0,0,29329.171188764416
4389,Mexico,NA,0,1,0,0,0,0,0,0,20932.452212382133
4390,Mexico,NA,0,1,0,0,0,0,0,0,12889.33003020242
4391,Mexico,NA,0,0,0,0,1,0,0,0,3909.4388999450744
4392,Mexico,NA,0,0,0,0,0,0,0,0,10678.56621227278
4393,Mexico,NA,0,0,0,0,0,0,0,0,18511.953038696498
4394,Mexico,NA,0,0,0,0,0,0,0,0,26845.105295206668
4395,Mexico,NA,0,0,0,0,0,0,0,0,35335.91588334095
4396,Mexico,NA,0,0,0,0,0,0,0,0,43892.986049234925
4397,Mexico,NA,0,0,0,0,0,0,0,0,52483.91655852447
4398,Honduras,NA,0,1,0,0,0,0,0,0,34951.67300494205
4399,Honduras,NA,0,1,0,0,0,0,0,0,31735.685530157476
4400,Honduras,NA,0,1,0,0,0,0,0,0,23857.801424940844
4401,Honduras,NA,0,1,0,0,0,0,0,0,16371.908663330443
4402,Honduras,NA,0,1,0,0,0,0,1,0,10250.870501731904
4403,Honduras,NA,0,0,0,0,0,0,0,0,37883.43487113841
4404,Honduras,NA,0,0,0,0,0,0,0,0,43839.27045990423
4405,Honduras,NA,0,0,0,0,0,0,0,0,52235.39768721532
4406,Belize,NA,0,0,0,0,0,0,0,0,64121.308316583
4407,Honduras,NA,0,0,0,0,0,0,0,0,60705.781509064414
4408,Belize,NA,0,0,0,0,0,0,0,0,69223.16841716529
4409,Belize,NA,0,0,0,0,0,0,0,0,77772.11700086255
4410,Belize,NA,0,0,0,0,0,0,0,0,79162.90621143628
4411,Belize,NA,0,0,0,0,0,0,0,0,73861.70277516342
4412,Belize,NA,0,0,0,0,0,0,0,0,65675.512382574
4413,Belize,NA,0,0,0,0,0,0,0,0,57628.07229624042
4414,Belize,NA,0,0,0,0,0,0,0,0,49786.71013882876
4415,Belize,NA,0,0,0,0,0,0,0,0,42225.362152069865
4416,Belize,NA,0,0,0,0,0,0,0,0,34882.067093994105
4417,Belize,NA,0.7791220186657449,0,0,0,0,0,0,0,28275.084343232866
4418,Belize,NA,0.6041369472182596,0,0,1,1,0,0,0,23069.507677538168
4419,Belize,NA,0.7094981199934608,0,0,0,0,0,0,0,20369.682725833212
4420,Belize,NA,0.8601889992730797,0,0,0,0,0,0,0,20495.654033537325
4421,Belize,NA,0,0,0,0,0,0,0,0,23511.56362578914
4422,Belize,NA,0,0,0,0,0,0,0,0,28905.28349621617
4423,Belize,NA,0,0,0,0,0,0,0,0,35612.31814785042
4424,Belize,NA,0,0,0,0,0,0,0,0,42997.54113877746
4425,Belize,NA,0,0,0,0,0,0,0,0,41148.499325590856
4426,Belize,NA,0,0,0,0,0,0,0,0,38340.47534843839
4427,Belize,NA,0,0,0,0,0,0,0,0,37373.44493542128
4428,Belize,NA,0,0,0,0,0,0,0,0,37832.70814085171
4429,Belize,NA,0,0,0,0,0,0,0,0,32092.67454275675
4430,Belize,NA,0,0,0,0,0,0,0,0,26918.93713225359
4431,Belize,NA,0,0,0,0,0,0,0,0,25906.655171162725
4432,Mexico,NA,0,0,0,0,0,0,0,0,23860.398013299877
4433,Mexico,NA,0,0,0,0,0,0,0,0,23433.129070505758
4434,Mexico,NA,0,0,0,0,0,0,0,0,25373.23304307068
4435,Mexico,NA,0,0,0,0,0,0,0,0,29807.555620695177
4436,Mexico,NA,0,0,0,0,0,0,0,0,22040.569655517713
4437,Mexico,NA,0,0,0,0,0,0,0,0,14571.419334659106
4438,Mexico,NA,0,0,0,0,0,0,0,0,8833.719597814421
4439,Mexico,NA,0,0,0,0,0,0,0,0,8475.857612677068
4440,Mexico,NA,0,0,0,0,0,0,0,0,13694.834894102592
4441,Mexico,NA,0.8019966722129783,0,0,0,0,0,0,0,21107.156998834995
4442,Mexico,NA,0.37846534653465347,0,1,1,0,0,0,0,28917.66230939441
4443,Mexico,NA,0,1,0,1,0,0,0,0,37107.13588983256
4444,Mexico,NA,0,1,0,1,0,0,0,0,45471.396222822026
4445,Mexico,NA,0,1,1,1,0,0,0,0,53929.17777010143
4446,Mexico,NA,0,0,0,0,0,0,0,0,52273.30417829295
4447,Mexico,NA,0,1,1,1,0,0,0,0,43912.29837486966
4448,Mexico,NA,0,1,0,1,0,0,0,0,35694.279197242744
4449,Mexico,NA,0,1,0,1,0,0,0,0,27746.58873191411
4450,Mexico,NA,0,0,0,0,0,0,0,0,20201.55419915545
4451,Mexico,NA,0,0,0,0,0,0,0,0,13375.84150858111
4452,Mexico,NA,0,1,0,1,0,0,0,0,9985.226833170906
4453,Mexico,NA,0,1,0,0,0,0,0,0,11411.945531240044
4454,Mexico,NA,0,1,0,1,0,0,0,0,17350.046675879497
4455,Mexico,NA,0,0,0,1,0,0,0,0,24780.716083874562
4456,Mexico,NA,0,1,0,1,0,0,1,1,28220.26994858508
4457,Mexico,NA,0,1,0,0,0,0,0,0,22864.884913394348
4458,Mexico,NA,0,1,0,0,0,0,0,0,19980.54774610807
4459,Mexico,NA,0,1,0,0,0,0,0,0,20004.21219782472
4460,Mexico,NA,0,1,0,0,0,0,0,0,22947.501645873155
4461,Mexico,NA,0,1,0,0,0,0,0,0,28337.38092906632
4462,Mexico,NA,0,1,0,0,0,0,0,0,35063.17846474706
4463,Mexico,NA,0,1,0,0,0,0,1,1,42462.317941425
4464,Mexico,NA,0,1,0,0,0,0,0,0,41868.56433695152
4465,Mexico,NA,0,1,0,0,0,0,1,0,34117.71785654437
4466,Mexico,NA,0,1,0,0,0,0,0,0,25826.071027985836
4467,Mexico,NA,0,1,0,0,0,0,0,0,17887.2361684635
4468,Mexico,NA,0,1,0,0,1,0,0,0,10479.966734969828
4469,Mexico,NA,0,0,1,0,1,0,0,0,6060.405124163484
4470,Mexico,NA,0,0,0,0,1,0,0,0,8489.36832957093
4471,Mexico,NA,0,0,0,0,0,0,0,0,15678.566212272259
4472,Mexico,NA,0,0,0,0,0,0,0,0,23440.948518130335
4473,Mexico,NA,0,0,0,0,0,0,0,0,31661.41722086077
4474,Mexico,NA,0,0,0,0,0,0,0,0,40067.60054504465
4475,Mexico,NA,0,0,0,0,0,0,0,0,48563.153588302535
4476,Mexico,NA,0,0,0,0,0,0,0,0,57108.20571025607
4477,Honduras,NA,0,1,0,0,0,0,0,0,35094.3087052627
4478,Honduras,NA,0,1,0,0,0,0,0,0,26807.67532374224
4479,Honduras,NA,0,1,0,0,0,0,0,0,18859.809358158713
4480,Honduras,NA,0,1,0,0,0,0,0,0,11381.437232379008
4481,Honduras,NA,0,1,0,0,0,0,1,0,7130.158900915698
4482,Honduras,NA,0,0,0,0,0,0,0,0,39018.2937118465
4483,Honduras,NA,0,0,0,0,0,0,0,0,47477.177477907724
4484,Honduras,NA,0,0,0,0,0,0,0,0,55997.65636482989
4485,Belize,NA,0,0,0,0,0,0,0,0,65823.67107750519
4486,Honduras,NA,0,0,0,0,0,0,0,0,64555.345676701436
4487,Belize,NA,0,0,0,0,0,0,0,0,73137.18474567671
4488,Belize,NA,0,0,0,0,0,0,0,0,81735.56710274956
4489,Belize,NA,0,0,0,0,0,0,0,0,62595.913110212976
4490,Belize,NA,0,0,0,0,0,0,0,0,54781.11105087689
4491,Belize,NA,0,0,0,0,0,0,0,0,47225.36215206904
4492,Belize,NA,0,0,0,0,0,0,0,0,39862.41621214929
4493,Belize,NA,0,0,0,0,0,0,0,0,33116.97474313766
4494,Belize,NA,0,0,0,0,0,0,0,0,27467.358919355403
4495,Belize,NA,0.7440790364054676,0,0,0,0,0,0,0,23710.284601238815
4496,Belize,NA,0.6342821782178217,0,0,0,1,0,0,0,22722.903290845337
4497,Belize,NA,0.6019566468444274,0,0,0,0,0,0,0,23980.1427362354
4498,Belize,NA,0,0,0,0,0,0,0,0,27978.009856265882
4499,Belize,NA,0,0,0,0,0,0,0,0,33771.15374671715
4500,Belize,NA,0,0,0,0,0,0,0,0,40598.18487631441
4501,Belize,NA,0,0,0,0,0,0,0,0,45322.94887611867
4502,Belize,NA,0,0,0,0,0,0,0,0,41904.20919219509
4503,Belize,NA,0,0,0,0,0,0,0,0,40096.83031386978
4504,Belize,NA,0,0,0,0,0,0,0,0,39903.439743334486
4505,Belize,NA,0,0,0,0,0,0,0,0,36906.94717653642
4506,Belize,NA,0,0,0,0,0,0,0,0,31333.882091348947
4507,Belize,NA,0,0,0,0,0,0,0,0,27413.529213464477
4508,Mexico,NA,0,0,0,0,0,0,0,0,28650.479716065
4509,Mexico,NA,0,0,0,0,0,0,0,0,25907.35418680045
4510,Mexico,NA,0,0,0,0,0,0,0,0,26476.101405650006
4511,Mexico,NA,0,0,0,0,0,0,0,0,29507.174765894848
4512,Mexico,NA,0,0,0,0,0,0,0,0,27039.78439673258
4513,Mexico,NA,0,0,0,0,0,0,0,0,19562.451045524176
4514,Mexico,NA,0,0,0,0,0,0,0,0,13168.061034748634
4515,Mexico,NA,0,0,0,0,0,0,0,0,10643.47994703735
4516,Mexico,NA,0,0,0,0,0,0,0,0,12566.293497238925
4517,Mexico,NA,0,0,0,0,0,0,0,0,18671.37040404589
4518,Mexico,NA,0.9127906976744186,0,0,0,0,0,0,0,26107.15699883485
4519,Mexico,NA,0.6074277168494516,1,1,1,0,0,0,0,33871.85798607133
4520,Mexico,NA,0,1,1,1,0,0,0,0,41988.225777411855
4521,Mexico,NA,0,1,0,1,0,0,0,0,50286.37434177566
4522,Mexico,NA,0,1,0,1,0,0,0,0,55988.31278827377
4523,Mexico,NA,0,0,0,0,0,0,0,0,47491.92339466553
4524,Mexico,NA,0,1,1,1,0,0,0,0,39067.562076126764
4525,Mexico,NA,0,1,0,1,0,0,0,0,30774.437857080102
4526,Mexico,NA,0,0,0,0,0,0,0,0,22756.48576266605
4527,Mexico,NA,0,0,0,0,0,0,0,0,15201.55419915499
4528,Mexico,NA,0,0,0,0,0,0,0,0,8769.127326657132
4529,Mexico,NA,0,1,0,1,0,0,0,0,7577.950908343514
4530,Mexico,NA,0,1,0,0,0,0,0,0,12378.083810365883
4531,Mexico,NA,0,1,0,1,0,0,0,0,19780.71608387453
4532,Mexico,NA,0,0,0,1,0,0,0,0,27605.789455319762
4533,Mexico,NA,0,1,0,0,0,0,1,0,23413.239474461563
4534,Mexico,NA,0,1,0,0,0,0,0,0,18697.56959661273
4535,Mexico,NA,0,1,0,0,0,0,0,0,17282.70326967903
4536,Mexico,NA,0,1,0,0,0,0,1,1,18760.72099822026
4537,Mexico,NA,0,1,0,0,0,0,0,0,23524.114829357204
4538,Mexico,NA,0,1,0,0,0,0,0,0,30079.94854776981
4539,Mexico,NA,0,1,0,0,0,0,0,0,37462.31794142464
4540,Mexico,NA,0,1,0,0,0,0,1,1,45070.15552328431
4541,Mexico,NA,0,1,0,0,0,0,1,0,36905.10495528727
4542,Mexico,NA,0,1,0,0,0,0,0,0,30480.841370181053
4543,Mexico,NA,0,1,0,0,0,0,0,0,22886.057040593612
4544,Mexico,NA,0,1,0,0,0,0,0,0,16374.757735889534
4545,Mexico,NA,0,0,0,0,1,0,0,0,8711.358318542572
4546,Mexico,NA,0,0,0,0,0,0,0,0,13373.669532250346
4547,Mexico,NA,0,0,0,0,0,0,0,0,20678.566212273177
4548,Mexico,NA,0,0,0,0,0,0,0,0,28394.783491908045
4549,Mexico,NA,0,0,0,0,0,0,0,0,36527.126940893475
4550,Mexico,NA,0,0,0,0,0,0,0,0,44857.53309712795
4551,Mexico,NA,0,0,0,0,0,0,0,0,53293.20358698519
4552,Honduras,NA,0,1,0,0,0,0,0,0,38808.08254644332
4553,Honduras,NA,0,1,0,0,0,0,0,0,30300.300719539147
4554,Honduras,NA,0,1,0,0,0,0,0,0,21912.30650701541
4555,Honduras,NA,0,1,0,0,0,0,0,0,13863.26546021063
4556,Honduras,NA,0,1,0,0,0,0,1,1,6405.84371248229
4557,Honduras,NA,0,0,0,0,0,0,0,0,37097.023113732175
4558,Honduras,NA,0,0,0,0,0,0,0,0,42774.15096756481
4559,Honduras,NA,0,0,0,0,0,0,0,0,51344.747813976515
4560,Honduras,NA,0,0,0,0,0,0,0,0,59941.123322520725
4561,Belize,NA,0,0,0,0,0,0,0,0,68553.5805210094
4562,Belize,NA,0,0,0,0,0,0,0,0,77176.7357390506
4563,Belize,NA,0,0,0,0,0,0,0,0,52225.36215206953
4564,Belize,NA,0,0,0,0,0,0,0,0,44847.13868009044
4565,Belize,NA,0,0,0,0,0,0,0,0,37999.8373372612
4566,Belize,NA,0,0,0,0,0,0,0,0,32042.306838388577
4567,Belize,NA,0.7185269121813032,0,0,1,1,0,0,0,27557.779616516313
4568,Belize,NA,0.6043847086041644,0,0,0,0,0,0,0,25340.738096187404
4569,Belize,NA,0.5155963302752293,0,0,0,0,0,0,0,25442.108151072352
4570,Belize,NA,0.7027702561966257,0,0,1,0,0,0,0,27928.885710640563
4571,Belize,NA,0,0,0,0,0,0,0,0,32599.761454727584
4572,Belize,NA,0,0,0,0,0,0,0,0,38671.25853618042
4573,Belize,NA,0,0,0,0,0,0,0,0,45587.14760367532
4574,Belize,NA,0,0,0,0,0,0,0,0,45737.658948642
4575,Belize,NA,0,0,0,0,0,0,0,0,43228.76934748924
4576,Belize,NA,0,0,0,0,0,0,0,0,42373.44493542174
4577,Belize,NA,0,0,0,0,0,0,0,0,41764.88645352662
4578,Belize,NA,0,0,0,0,0,0,0,0,35902.57870263392
4579,Belize,NA,0,0,0,0,0,0,0,0,31363.746181248283
4580,Belize,NA,0,0,0,0,0,0,0,0,30232.529150660033
4581,Mexico,NA,0,0,0,0,0,0,0,0,28781.48695854079
4582,Mexico,NA,0,0,0,0,0,0,0,0,28428.27705343111
4583,Mexico,NA,0,0,0,0,0,0,0,0,30047.568175301505
4584,Mexico,NA,0,0,0,0,0,0,0,0,32039.244212431044
4585,Mexico,NA,0,0,0,0,0,0,0,0,24557.13176229178
4586,Mexico,NA,0,0,0,0,0,0,0,0,17853.880835741962
4587,Mexico,NA,0,0,0,0,0,0,0,0,13581.951310588871
4588,Mexico,NA,0,0,0,0,0,0,0,0,13351.964714631611
4589,Mexico,NA,0,0,0,0,0,0,0,0,17145.941276205143
4590,Mexico,NA,0,0,0,0,0,0,0,0,23657.802999294363
4591,Mexico,NA,0,0,0,0,0,0,0,0,31107.156998835166
4592,Mexico,NA,0.7170082704063286,1,1,1,0,0,0,0,38837.79516678143
4593,Mexico,NA,0.5433820571275312,1,1,1,0,0,0,0,46894.37784983587
4594,Mexico,NA,0,1,1,1,0,0,0,0,55134.29979993803
4595,Mexico,NA,0,1,1,1,0,0,0,0,51309.60560057054
4596,Mexico,NA,0,1,1,1,0,0,0,0,42760.58051211766
4597,Mexico,NA,0,1,0,0,0,0,0,0,34267.46072559904
4598,Mexico,NA,0,1,0,1,0,0,0,0,25885.333365203078
4599,Mexico,NA,0,0,0,0,0,0,0,0,17771.94705919647
4600,Mexico,NA,0,0,0,0,0,0,0,0,10201.554199154874
4601,Mexico,NA,0,0,0,1,0,0,0,0,4988.191263333579
4602,Mexico,NA,0,1,0,0,0,0,0,0,7443.775787710713
4603,Mexico,NA,0,1,0,0,0,0,0,0,14780.716083875006
4604,Mexico,NA,0,0,0,1,0,0,0,0,22677.575942166488
4605,Mexico,NA,0,1,0,1,0,0,0,0,24971.115379057912
4606,Mexico,NA,0,1,0,0,0,0,1,1,18707.643609123268
4607,Mexico,NA,0,1,0,0,0,0,0,0,15046.436639206913
4608,Mexico,NA,0,1,0,0,0,0,1,0,15077.84709296605
4609,Mexico,NA,0,1,0,0,0,0,0,0,18808.529955595182
4610,Mexico,NA,0,1,0,0,0,0,0,0,25103.388719896517
4611,Mexico,NA,0,1,0,0,0,0,0,0,32462.31794142435
4612,Mexico,NA,0,1,0,0,0,0,0,0,40083.60936191688
4613,Mexico,NA,0,1,0,0,0,0,0,0,44590.328402526255
4614,Mexico,NA,0,1,0,0,0,0,0,0,39101.175749724156
4615,Mexico,NA,0,1,0,0,0,0,0,0,31953.04154355486
4616,Mexico,NA,0,1,0,0,0,0,0,0,25750.568590955012
4617,Mexico,NA,0,1,0,0,0,0,0,0,20406.552000110725
4618,Mexico,NA,0,0,1,0,1,0,0,0,11060.40512416332
4619,Mexico,NA,0,0,0,0,1,0,0,0,12556.807949346447
4620,Mexico,NA,0,0,0,0,0,0,0,0,18320.49941678967
4621,Mexico,NA,0,0,0,0,0,0,0,0,25678.566212272628
4622,Mexico,NA,0,0,0,0,0,0,0,0,33362.39487319585
4623,Mexico,NA,0,0,0,0,0,0,0,0,41424.831498497035
4624,Mexico,NA,0,0,0,0,0,0,0,0,49688.87136656162
4625,Mexico,NA,0,0,0,0,0,0,0,0,58068.504464008365
4626,Honduras,NA,0,1,0,0,0,0,0,0,34169.65014637643
4627,Honduras,NA,0,1,0,0,0,0,0,0,25585.268102731738
4628,Honduras,NA,0,1,0,0,0,0,0,0,17077.672460014997
4629,Honduras,NA,0,1,0,0,0,0,0,0,8870.617194674516
4630,Honduras,NA,0,1,0,0,0,0,1,1,1591.3999695048506
4631,Honduras,NA,0,0,0,0,0,0,0,0,38146.73774680244
4632,Honduras,NA,0,0,0,0,0,0,0,0,46763.54068938814
4633,Honduras,NA,0,0,0,0,0,0,0,0,55393.89745173119
4634,Belize,NA,0,0,0,0,0,0,0,0,68343.0263733413
4635,Honduras,NA,0,0,0,0,0,0,0,0,64032.327866303145
4636,Belize,NA,0,0,0,0,0,0,0,0,42909.6872416828
4637,Belize,NA,0,0,0,0,0,0,0,0,36728.23231583743
4638,Belize,NA,0,0,0,0,0,0,0,0,31728.297132263157
4639,Belize,NA,0.6111929307805597,0,0,0,0,0,0,0,28537.810511324613
4640,Belize,NA,0.6871706758304696,0,0,0,1,0,0,0,27722.903290846574
4641,Belize,NA,0.572594121694682,0,0,0,0,0,0,0,28762.410861378266
4642,Belize,NA,0.7961389961389962,0,0,0,1,0,0,0,32171.385864240434
4643,Belize,NA,0,0,0,0,0,0,0,0,37319.16207919088
4644,Belize,NA,0,0,0,0,0,0,0,0,43594.05519288084
4645,Belize,NA,0,0,0,0,0,0,0,0,49778.55104541934
4646,Belize,NA,0,0,0,0,0,0,0,0,46687.22734728908
4647,Belize,NA,0,0,0,0,0,0,0,0,45072.05620529753
4648,Belize,NA,0,0,0,0,0,0,0,0,44900.099695926416
4649,Belize,NA,0,0,0,0,0,0,0,0,40573.12100496097
4650,Belize,NA,0,0,0,0,0,0,0,0,35579.03266119165
4651,Belize,NA,0,0,0,0,0,0,0,0,32180.07119521326
4652,Mexico,NA,0,0,0,0,0,0,0,0,30907.06066826579
4653,Mexico,NA,0,0,0,0,0,0,0,0,31385.33644608361
4654,Mexico,NA,0,0,0,0,0,0,0,0,33981.3001643065
4655,Mexico,NA,0,0,0,0,0,0,0,0,29553.611452283967
4656,Mexico,NA,0,0,0,0,0,0,0,0,22674.309038620948
4657,Mexico,NA,0,0,0,0,0,0,0,0,17459.45677520441
4658,Mexico,NA,0,0,0,0,0,0,0,0,15643.479947037062
4659,Mexico,NA,0,0,0,0,0,0,0,0,17010.189056242656
4660,Mexico,NA,0,0,0,0,0,0,0,0,21910.154546133184
4661,Mexico,NA,0,0,0,0,0,0,0,0,28648.96529967047
4662,Mexico,NA,0,0,0,0,0,0,0,0,36107.15699883502
4663,Mexico,NA,0.6763800533552227,0,0,0,0,0,0,0,43811.48141075898
4664,Mexico,NA,0.6931997136721546,0,1,1,0,0,0,0,51818.47396355497
4665,Mexico,NA,0,1,0,1,0,0,0,0,55316.077825957174
4666,Mexico,NA,0,0,0,1,0,0,0,0,46697.53831728787
4667,Mexico,NA,0,1,1,1,0,0,0,0,38097.922564644956
4668,Mexico,NA,0,1,0,1,0,0,0,0,29533.76580439593
4669,Mexico,NA,0,0,0,1,0,0,0,0,21048.39522234793
4670,Mexico,NA,0,0,0,0,0,0,0,0,12799.475000300043
4671,Mexico,NA,0,0,0,0,0,0,0,0,5201.5541991545715
4672,Mexico,NA,0,1,0,1,0,0,0,0,2757.2880043554783
4673,Mexico,NA,0,1,0,0,0,0,0,0,9780.716083874515
4674,Mexico,NA,0,1,0,1,0,0,0,0,17789.471318000516
4675,Mexico,NA,0,0,0,1,0,0,0,0,26215.585223701422
4676,Mexico,NA,0,1,0,1,0,0,0,0,20008.816806391224
4677,Mexico,NA,0,1,0,0,0,0,0,1,14204.649806434161
4678,Mexico,NA,0,1,0,0,0,0,1,0,12282.703269677959
4679,Mexico,NA,0,1,0,0,0,0,0,0,14287.67369715106
4680,Mexico,NA,0,1,0,0,0,0,0,0,20138.444473394302
4681,Mexico,NA,0,1,0,0,0,0,0,0,27462.317941424742
4682,Mexico,NA,0,1,0,0,0,0,0,0,35100.89115769741
4683,Mexico,NA,0,1,0,0,0,0,0,0,40901.219235424585
4684,Mexico,NA,0,1,0,0,0,0,0,1,43977.75396932954
4685,Mexico,NA,0,1,0,0,0,0,0,0,41611.740795753794
4686,Mexico,NA,0,1,0,0,0,0,1,0,34101.496112841596
4687,Mexico,NA,0,1,0,0,0,0,0,0,27018.64089860017
4688,Mexico,NA,0,1,0,0,0,0,0,0,21144.783632869916
4689,Mexico,NA,0,1,0,0,0,0,0,0,17725.597133925025
4690,Mexico,NA,0,0,1,1,1,0,0,0,14124.105623092779
4691,Mexico,NA,0,0,0,0,1,0,0,0,13656.20060615877
4692,Mexico,NA,0,0,0,0,0,0,0,0,16726.382122011088
4693,Mexico,NA,0,0,0,0,0,0,0,0,22850.451675199132
4694,Mexico,NA,0,0,0,0,0,0,0,0,30199.52245976839
4695,Mexico,NA,0,0,0,0,0,0,0,0,37936.31822298074
4696,Mexico,NA,0,0,0,0,0,0,0,0,46003.34449490937
4697,Mexico,NA,0,0,0,0,0,0,0,0,54253.58208560409
4698,Honduras,NA,0,1,0,0,0,0,0,0,38301.72004697747
4699,Honduras,NA,0,1,0,0,0,0,0,0,29648.991742047037
4700,Honduras,NA,0,1,0,0,0,0,0,0,21002.46804741856
4701,Honduras,NA,0,1,0,0,0,0,0,0,12375.161285645872
4702,Honduras,NA,0,1,0,0,0,0,0,0,3896.86663983314
4703,Honduras,NA,0,1,1,0,0,0,1,1,0
4704,Honduras,NA,0,0,0,0,0,0,0,0,36941.39981849307
4705,Honduras,NA,0,0,0,0,0,0,0,0,42277.3502899049
4706,Honduras,NA,0,0,0,0,0,0,0,0,50931.615766832045
4707,Honduras,NA,0,0,0,0,0,0,0,0,59587.6213798216
4708,Belize,NA,0,0,0,0,0,0,0,0,41487.5483798064
4709,Belize,NA,0,0,0,0,0,0,0,0,36110.088070148246
4710,Belize,NA,0,0,0,0,1,0,0,0,32197.20873462403
4711,Belize,NA,1,0,0,0,0,0,0,0,30321.313298866917
4712,Belize,NA,0.720228614260283,0,0,0,0,0,0,0,30406.08327422977
4713,Belize,NA,0.5942951438000943,0,0,1,1,0,0,0,32515.40696264693
4714,Belize,NA,0,0,0,0,0,0,0,0,36605.648195511894
4715,Belize,NA,0,0,0,0,0,0,0,0,42103.38786464443
4716,Belize,NA,0,0,0,0,0,0,0,0,48532.63911583324
4717,Belize,NA,0,0,0,0,0,0,0,0,50405.03839356356
4718,Belize,NA,0,0,0,0,0,0,0,0,48140.01400760556
4719,Belize,NA,0,0,0,0,0,0,0,0,47373.444935420885
4720,Belize,NA,0,0,0,0,0,0,0,0,45314.02805608286
4721,Belize,NA,0,0,0,0,0,0,0,0,39975.62451907936
4722,Belize,NA,0,0,0,0,0,0,0,0,35954.69333360044
4723,Belize,NA,0,0,0,0,0,0,0,0,34628.131499120784
4724,Mexico,NA,0,0,0,0,0,0,0,0,33725.79709563909
4725,Mexico,NA,0,0,0,0,0,0,0,0,33424.87598209028
