pid,MPA,beach,mangrove,wildlife,forest,ruins,roads,develop,cellarea,prop_coral,pa_min_dist,country
0,Cuyamel Omoa,0,0,0,0,0,1,1,1264337.4605614543,0,31983.92568585132,Honduras
1,Cuyamel Omoa,0,0,0,0,0,0,0,4111025.6816457286,0,33457.919107125424,Honduras
2,Cuyamel Omoa,0,0,0,0,0,0,1,12540503.289083187,0,28684.109561336198,Honduras
3,Cuyamel Omoa,0,0,0,0,0,1,1,20287437.34983945,0,31488.44809561166,Honduras
4,Cuyamel Omoa,0,0,0,0,0,1,1,18564607.438254118,0,35420.79522502653,Honduras
5,Cuyamel Omoa,0,0,0,0,0,1,1,19618768.508699,0,31335.56385963304,Honduras
6,Cuyamel Omoa,0,0,0,0,0,0,0,15129707.393446803,0,27546.126171074975,Honduras
8,Cuyamel Omoa,0,0,0,0,0,0,0,15021298.608825088,0,24325.061112544816,Honduras
10,Cuyamel Omoa,0,0,0,0,0,0,0,10846399.947323428,0,28968.090208864814,Honduras
11,Cuyamel Omoa,0,0,0,0,0,0,0,19222863.949048832,0,32912.82741728607,Honduras
12,Cuyamel Omoa,0,0,0,1,0,1,1,21650635.09461689,0,31057.64539444779,Honduras
13,Cuyamel Omoa,0,0,0,1,0,1,0,21650635.09460926,0.015394226402152201,26774.28179195858,Honduras
14,Cuyamel Omoa,0,0,0,1,0,1,1,21650635.094613314,0.008433891628860336,22784.797420716804,Honduras
15,Zona de Interconexion,0,0,0,0,0,0,0,16290037.39845115,0,19272.566552770713,Honduras
16,Cuyamel Omoa,0,0,0,0,0,0,0,4556023.72005868,0,22091.350504281152,Honduras
17,Zona de Interconexion,0,0,0,0,0,0,0,2587769.3555336595,0,16552.08020319653,Honduras
18,Cuyamel Omoa,0,0,0,0,0,0,0,367548.4956947826,0,32357.893792003768,Honduras
19,Cuyamel Omoa,0,1,0,1,0,0,0,12745642.468543947,0.03809001308627609,31579.061298484754,Honduras
20,Cuyamel Omoa,0,0,0,1,0,0,0,21650635.09460962,0.2325923120534062,26916.945230121735,Honduras
21,Cuyamel Omoa,0,0,0,0,0,0,0,21650635.094608784,0.08764395661159734,22401.043916506733,Honduras
22,Zona de Interconexion,1,1,0,1,0,1,0,13097191.862307101,0.05520113246248672,18140.881912883215,Honduras
23,Cuyamel Omoa,1,1,0,1,0,1,0,8553424.86144483,0.09143750218056694,20951.082890663187,Honduras
24,Zona de Interconexion,0,0,0,1,0,0,0,21650635.094610572,0,14365.807481832388,Honduras
25,Zona de Interconexion,0,0,0,0,0,0,0,13155481.029087067,0,11505.539692593811,Honduras
26,Zona de Interconexion,0,0,0,0,0,0,0,474385.3745479211,0,9366.84203277539,Honduras
27,Jeannette Kawas,0,0,0,0,0,0,0,877864.8355207071,0,21358.705614510352,Honduras
28,Jeannette Kawas,0,0,0,0,0,0,0,9749402.157586038,0,22805.380785517988,Honduras
29,Jeannette Kawas,0,0,0,0,0,0,0,308828.83702781796,0,23961.10065051228,Honduras
30,Jeannette Kawas,0,0,0,0,0,0,0,937880.6135433824,0,11477.142323259546,Honduras
31,Punta Izopo,0,0,0,0,0,0,0,10895401.184299588,0,8036.151951549204,Honduras
32,Punta Izopo,0,0,0,0,0,0,0,5623255.794597745,0,12047.281225124543,Honduras
33,Río Sarstun,0,0,0,0,0,0,0,2692482.408376428,0,26107.516960135672,Guatemala
34,Río Sarstun,0,0,0,0,0,0,1,5634629.635517102,0,21722.293341026656,Guatemala
35,Cuyamel Omoa,0,0,0,0,0,0,0,7667430.910007462,0,28248.999962519567,Honduras
36,Cuyamel Omoa,0,0,0,0,0,0,0,12223112.313032577,0.04109182012091563,23456.694155168654,Honduras
37,Zona de Interconexion,0,0,0,0,0,0,0,4786193.641043484,0,18350.786675870928,Honduras
38,Cuyamel Omoa,0,0,0,0,0,0,0,9089058.29080069,0,20351.73536826863,Honduras
39,Zona de Interconexion,1,0,0,1,0,1,0,21650635.094613552,0.0666294768546439,13749.043590417607,Honduras
40,Zona de Interconexion,0,0,0,1,0,1,1,21650635.09460795,6.2357470988401405e-6,9556.203622733183,Honduras
41,Zona de Interconexion,0,0,0,1,0,0,0,21650635.094608903,0,6505.539692594037,Honduras
42,Zona de Interconexion,0,0,0,0,0,0,0,10647427.369890332,0,4762.597268405256,Honduras
43,Zona de Interconexion,0,0,0,0,0,0,0,1530028.6881744564,0,6734.022495384253,Honduras
44,Jeannette Kawas,0,0,0,0,0,0,0,793186.7938340902,0,17054.103468484962,Honduras
45,Jeannette Kawas,0,0,0,0,0,0,0,20333390.274848863,0,18781.51132946037,Honduras
46,Jeannette Kawas,0,0,0,0,0,0,0,21317818.106892705,0,21417.62366279292,Honduras
47,Jeannette Kawas,0,0,0,0,0,0,0,14086799.02640152,0,16421.60439745544,Honduras
48,Jeannette Kawas,0,0,0,0,0,0,0,20774983.2117486,0,11429.067267802602,Honduras
49,Jeannette Kawas,0,0,0,0,0,0,0,16380183.610628486,0,6448.1056316927225,Honduras
50,Jeannette Kawas,0,1,0,1,0,1,0,10575230.473075151,0,1674.7596363405944,Honduras
51,Punta Izopo,0,0,0,0,0,0,0,10644356.235089839,0,5472.89056038187,Honduras
52,Punta Izopo,0,0,0,0,0,1,0,21650635.094613552,0,8342.144519842392,Honduras
53,Punta Izopo,0,0,0,0,0,1,1,11729948.358059764,0,13316.821382345091,Honduras
54,Punta Izopo,0,0,0,0,0,0,0,440884.5855257213,0,18305.30219003791,Honduras
55,Río Sarstun,0,0,0,0,0,0,1,12939819.602685545,0,27750.210581150444,Guatemala
56,Río Sarstun,0,0,0,1,0,0,0,21650635.09461111,0,22782.102352655893,Guatemala
57,Río Sarstun,0,0,0,1,0,0,0,19087682.86922604,0,17831.83075053496,Guatemala
58,Río Sarstun,0,0,0,1,0,0,0,2558981.992064325,0,14568.231050932576,Guatemala
59,Río Sarstun,0,0,0,1,0,0,1,1851508.7712841798,0,8116.291550533195,Guatemala
60,Río Sarstun,0,0,0,1,0,0,1,6154696.410970926,0,4640.517815156249,Guatemala
61,Zona de Interconexion,0,0,0,0,0,0,0,5676831.479079366,0,14889.45850920679,Honduras
62,Zona de Interconexion,1,0,0,1,0,1,1,21650635.09461105,0.0661892032828927,9948.909624943557,Honduras
63,Zona de Interconexion,1,0,0,1,0,1,1,21650635.09460509,0.05392623671844057,5125.000561288019,Honduras
64,Zona de Interconexion,1,0,0,1,0,1,1,21650635.09461558,0,1505.5396925933683,Honduras
65,Zona de Interconexion,0,0,0,1,0,0,1,21650635.094607234,0,1734.0224953844026,Honduras
66,Zona de Interconexion,0,0,0,0,0,1,1,9407782.394345164,0,5552.952980981686,Honduras
67,Jeannette Kawas,0,0,0,0,0,1,1,1298519.884320167,0,9157.180925031847,Honduras
68,Jeannette Kawas,0,0,0,0,0,0,0,13448911.347066522,0,10398.082267270942,Honduras
69,Jeannette Kawas,0,0,0,0,0,0,0,20754720.828530192,0,15342.91181180341,Honduras
70,Jeannette Kawas,0,0,0,0,0,0,0,21650635.094609976,0,20314.767310819025,Honduras
71,Jeannette Kawas,0,0,0,0,0,0,0,21650635.09460616,0,18917.329074183144,Honduras
72,Jeannette Kawas,0,0,0,0,0,0,0,21650635.09461379,0,13921.918938364579,Honduras
73,Jeannette Kawas,0,1,0,1,0,0,0,21650635.094611764,0,8931.646799546306,Honduras
74,Jeannette Kawas,1,1,0,1,0,1,1,21650635.094611526,0.04618028629735707,3965.9553927591064,Honduras
75,Jeannette Kawas,1,1,0,1,0,0,1,12606682.144987345,0.2976677772218304,1078.449527198739,Honduras
76,Bahia de Tela,1,0,0,0,0,0,0,6441091.047503889,0.2535729905179349,982.1258227768211,Honduras
77,Punta Izopo,1,1,1,1,0,0,1,6299684.577162743,0.23751900278270208,3899.215660382336,Honduras
78,Bahia de Tela,1,0,0,0,0,0,0,4298562.076332033,0.14231004747538942,1495.2289558918126,Honduras
79,Punta Izopo,0,0,1,1,0,1,1,19042689.845374182,0,6409.71153531284,Honduras
80,Punta Izopo,0,0,1,0,0,0,0,21650635.094606757,0,10781.48457497495,Honduras
81,Punta Izopo,0,0,0,1,0,0,0,17282887.24470079,0,15779.314502846524,Honduras
82,Cayos Cochinos,1,0,0,1,0,0,1,9148670.720618486,0,14504.525726729917,Honduras
83,Cayos Cochinos,1,0,0,1,0,0,1,11726166.741631627,0,17292.192581862546,Honduras
84,Cayos Cochinos,1,0,0,1,0,0,1,9247949.277166486,0,22373.198268023338,Honduras
85,Cayos Cochinos,1,1,0,1,0,0,0,6329033.296809733,0,27363.07362442686,Honduras
86,Cayos Cochinos,1,1,0,1,0,0,1,1927795.6069629267,0,32416.520424118044,Honduras
87,Cayos Cochinos,1,1,0,1,0,0,0,8555424.919592857,0,37802.93615733592,Honduras
88,Cayos Cochinos,1,1,0,1,0,0,0,17993145.696853995,0,42166.39013294936,Honduras
89,Cayos Cochinos,1,0,0,1,0,1,1,16933833.848034978,0.01585723865801778,40913.15820259922,Honduras
90,Cayos Cochinos,1,0,0,1,0,0,1,6476917.492824316,0.033010852753845396,36834.69875052875,Honduras
91,Cayos Cochinos,0,0,0,1,0,0,1,129522.75308741629,0,34934.579120658505,Honduras
93,Río Sarstun,0,0,0,1,0,0,0,13207843.857847465,0,35105.00298776674,Guatemala
94,Río Sarstun,0,0,0,1,0,0,1,17348825.30626762,0,30104.999969123448,Guatemala
95,Río Sarstun,0,0,0,1,0,0,1,21650635.094614506,0,25104.999969122873,Guatemala
96,Río Sarstun,0,0,0,1,0,0,1,21650635.09461522,0,20104.999969122302,Guatemala
97,Río Sarstun,0,0,0,1,0,0,1,21110896.650824547,0,15105.004202984937,Guatemala
98,Río Sarstun,0,0,0,1,0,0,1,15797995.432547629,0,10104.999969124023,Guatemala
99,Río Sarstun,0,0,0,1,0,0,1,21650635.09461379,0,5104.99996912367,Guatemala
100,Río Sarstun,1,1,0,1,0,0,1,14660625.48394227,0,807.7160810926496,Guatemala
101,Zona de Interconexion,0,0,0,0,0,0,0,6260241.1013252735,0,12271.517197209841,Honduras
102,Zona de Interconexion,0,0,0,0,0,0,0,21650635.094611287,0.13320608705910045,7271.517197210367,Honduras
103,Zona de Interconexion,1,0,0,0,0,0,1,21650635.09461677,0.22090910560623658,2271.5171972096796,Honduras
104,Zona de Interconexion,1,0,0,1,0,1,1,21650635.094609976,0.0013166483677186749,0,Honduras
105,Zona de Interconexion,0,0,0,1,0,1,1,21650635.094615936,0,2728.4828027895887,Honduras
106,Zona de Interconexion,0,0,0,0,0,1,1,9235904.90066123,0,7728.4828027908725,Honduras
107,Jeannette Kawas,0,0,0,0,0,0,1,12414730.21767725,0,9009.318600803239,Honduras
108,Jeannette Kawas,0,0,0,0,0,0,0,21650635.09460962,0,12728.482802790923,Honduras
109,Jeannette Kawas,0,0,0,0,0,0,0,21650635.094611883,0,17728.482802790277,Honduras
110,Jeannette Kawas,0,0,0,0,0,0,0,21650635.094614267,0,21986.554342815492,Honduras
111,Jeannette Kawas,0,0,0,0,0,0,0,21650635.09460652,0,17157.011962901455,Honduras
112,Jeannette Kawas,1,1,0,1,0,0,0,21650635.094614625,0,12462.64607218574,Honduras
113,Jeannette Kawas,1,1,0,1,0,0,0,21650635.094611526,0.04597744221215869,8140.763769209082,Honduras
114,Jeannette Kawas,0,0,0,0,0,0,0,19279578.56430936,0.04252763221267399,4945.439027273725,Honduras
115,Bahia de Tela,0,0,0,0,0,0,0,2371009.26840961,0,6711.949010902266,Honduras
116,Jeannette Kawas,0,0,0,0,0,0,0,589095.8533512354,0,4730.86195446188,Honduras
117,Punta Izopo,0,0,1,0,0,0,0,218612.9720466435,0,5141.617620924875,Honduras
118,Bahia de Tela,0,0,1,0,0,0,0,20843011.964592874,0.030181093911656253,3361.4593442945265,Honduras
119,Punta Izopo,1,0,1,1,0,0,1,11044870.998675168,0.014103939276864572,5740.07346414802,Honduras
120,Bahia de Tela,0,0,1,0,0,0,0,10605759.94478786,0,6373.251990887098,Honduras
121,Punta Izopo,1,0,1,1,0,0,0,21650635.094618917,0.0052701826328676446,9523.38174773756,Honduras
122,Punta Izopo,1,0,0,1,0,0,0,19249854.37195289,0,14086.914369460896,Honduras
123,Punta Izopo,1,0,0,1,0,0,0,3569164.182785541,0,18872.930694299816,Honduras
124,Cayos Cochinos,0,0,0,0,0,0,0,2943451.215917468,0,15089.123534341094,Honduras
125,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094614863,0,15844.155439070668,Honduras
126,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094610453,0,20541.886288797476,Honduras
127,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461081,0,25355.49098373707,Honduras
128,Cayos Cochinos,1,0,0,0,0,0,0,21650635.09461534,0,30229.666782000815,Honduras
129,Cayos Cochinos,1,1,0,1,0,0,0,21001060.788730264,0.0019384535278930306,35139.21718643245,Honduras
130,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094606876,0,40071.14192532776,Honduras
131,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461534,9.786549578519149e-5,40967.090855847746,Honduras
132,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094612718,0,36533.886954800306,Honduras
133,Cayos Cochinos,1,0,0,1,0,0,1,18065742.404228806,0.0132545282194496,33171.084553774344,Honduras
134,Río Sarstun,0,0,0,0,0,0,0,990504.9845048189,0,52733.792985790984,Guatemala
135,Río Sarstun,0,0,0,0,0,1,1,10398785.944595128,0,47927.3932572651,Guatemala
136,Río Sarstun,0,0,0,0,0,0,0,4435103.8255036175,0,42942.75390894343,Guatemala
137,Río Sarstun,0,0,0,1,0,0,1,16592639.410151757,0,37719.62151876737,Guatemala
138,Río Sarstun,0,0,0,1,0,0,1,21650635.094612718,0,32737.132553535022,Guatemala
139,Río Sarstun,0,1,0,1,0,0,1,21650635.094608486,0,27760.941052791328,Guatemala
140,Río Sarstun,0,1,1,1,0,0,1,21650635.09460801,0,22795.17160377163,Guatemala
141,Río Sarstun,0,1,1,1,0,0,1,21596182.89254427,0,17848.525114253385,Guatemala
142,Río Sarstun,1,1,1,1,0,0,1,21629890.423913956,0,12942.945919029225,Guatemala
143,Río Sarstun,1,1,1,1,0,0,0,21134457.473588467,0,8152.904351926277,Guatemala
144,Río Sarstun,1,0,1,1,0,0,0,17869282.54139626,0,3926.811643105004,Guatemala
145,Río Sarstun,0,0,0,0,0,0,0,1176889.415401332,0,3338.3986841717524,Guatemala
146,Zona de Interconexion,0,0,0,0,0,0,0,5027538.993463397,0,10522.217200069927,Honduras
147,Zona de Interconexion,0,0,0,0,0,0,0,20507174.66105616,0.1057864234769043,6164.566719027406,Honduras
148,Zona de Interconexion,1,0,0,1,0,0,1,21650635.094614625,0.012882258956890234,3265.9775046161553,Honduras
149,Zona de Interconexion,0,1,0,1,0,0,1,21650635.094608665,0.06181798919694043,3494.4603074061743,Honduras
150,Zona de Interconexion,0,0,0,1,0,0,1,18970886.084671736,0.02272007020439296,6524.686880545442,Honduras
151,Jeannette Kawas,0,0,0,0,0,0,1,2679814.883742615,0,9224.262113586634,Honduras
152,Zona de Interconexion,0,0,0,1,0,0,0,4358797.3040655255,0,11295.761067458538,Honduras
153,Jeannette Kawas,0,0,0,1,0,0,0,17291775.738885216,0,10947.89326386744,Honduras
154,Jeannette Kawas,0,0,0,1,0,0,0,21650635.09461534,0,15720.725013336774,Honduras
155,Jeannette Kawas,0,0,0,1,0,0,0,21650635.09460628,0,20601.602437015794,Honduras
156,Jeannette Kawas,0,1,0,1,0,0,1,21650635.094615817,0,21092.801901686995,Honduras
157,Jeannette Kawas,1,1,0,1,0,0,0,21650635.09460771,0.11649916791179951,16758.901506044658,Honduras
158,Jeannette Kawas,1,1,0,1,0,0,0,21650635.094614387,0.027884081055464804,12915.698483425333,Honduras
159,Jeannette Kawas,0,0,0,0,0,0,0,10029539.967541337,0,9945.411788603244,Honduras
160,Bahia de Tela,0,0,0,0,0,0,0,11621117.432928085,0.10546934539933991,9949.894106337393,Honduras
161,Bahia de Tela,0,0,0,0,0,0,0,21650635.094618678,0.038705926087895706,7794.472348791971,Honduras
162,Bahia de Tela,0,0,1,0,0,0,0,21650635.094603658,0.023503471244463545,8276.482086938966,Honduras
163,Punta Izopo,0,0,1,0,0,0,0,1895655.9463039152,0,11218.891324946992,Honduras
164,Bahia de Tela,0,0,1,0,0,0,0,14631535.823934555,0.036371692733589554,10730.759068486384,Honduras
165,Punta Izopo,0,0,1,0,0,0,0,2961534.6793191433,0,14067.535204335496,Honduras
166,Cayos Cochinos,0,0,0,0,0,0,0,12874863.733035803,0,16617.212689276454,Honduras
167,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094612002,0,20060.959996144906,Honduras
168,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461069,0.0023385676634313395,24461.6832350399,Honduras
169,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09460938,0,29056.94026245467,Honduras
170,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09460652,0.05804928035369063,33767.404521821416,Honduras
171,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094611645,0.04584066590726854,38550.868198585515,Honduras
172,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094619036,0.0816816235378808,41625.93605279727,Honduras
173,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094609857,0.06010422857965265,36934.27832117989,Honduras
174,Cayos Cochinos,0,0,0,0,0,0,0,21600727.145066142,0,32460.1096328279,Honduras
175,Cayos Cochinos,0,0,0,0,0,0,0,969112.9309976101,0,32562.561223257355,Honduras
176,Río Sarstun,0,0,0,0,0,1,0,983540.829318827,0,49936.444054725405,Guatemala
177,Río Sarstun,0,0,0,0,0,0,0,11670730.52491039,0,44269.01665038347,Guatemala
178,Río Sarstun,0,0,0,0,0,0,0,10439553.173044434,0,40485.24167473644,Guatemala
179,Río Sarstun,0,0,0,0,0,0,0,13087279.511387097,0,35849.568941651414,Guatemala
180,Río Sarstun,0,1,0,1,0,0,0,14315855.15372177,0,30970.011198109958,Guatemala
181,Río Sarstun,0,1,1,1,0,0,0,9745031.459701493,0,26136.02100396523,Guatemala
182,Río Sarstun,0,1,1,1,0,0,0,4124485.8544782754,0,21507.72314778487,Guatemala
183,Río Sarstun,0,1,1,1,0,0,1,7077632.961235446,0,16762.803898432743,Guatemala
184,Río Sarstun,0,0,1,0,0,0,0,1338885.2359357812,0,13104.784287373166,Guatemala
185,Río Sarstun,0,0,1,0,0,0,0,2549915.3248227946,0,9178.268980786614,Guatemala
186,Zona de Interconexion,0,0,0,0,0,0,0,5967943.471975683,0.043374086649131095,8265.97750461555,Honduras
187,Zona de Interconexion,0,0,0,0,0,0,0,9417323.808413327,0.0499578209352274,6793.7351215160425,Honduras
188,Zona de Interconexion,0,0,0,0,0,0,0,21650635.09460962,0.030887200751417397,8494.46030740615,Honduras
189,Zona de Interconexion,0,0,0,1,0,0,1,21650635.09460926,0.06473459232255481,11292.304546159192,Honduras
190,Zona de Interconexion,0,0,0,1,0,0,0,8505989.62315607,0.055815942218296076,15159.187642848405,Honduras
191,Jeannette Kawas,0,0,0,1,0,0,0,13144669.609612823,0.01038661000166158,16140.272417885753,Honduras
192,Jeannette Kawas,0,1,0,1,0,0,0,21650635.09461689,0.101197066629398,19547.015066730226,Honduras
193,Jeannette Kawas,0,0,0,1,0,0,0,21650635.094609976,0,24173.759038407396,Honduras
194,Jeannette Kawas,0,1,0,1,0,0,1,21650635.09460914,0.09562028049523853,21363.614213377463,Honduras
195,Jeannette Kawas,1,1,0,1,0,0,0,21650635.094615936,0.35872959576576746,17786.638548095012,Honduras
196,Jeannette Kawas,0,0,0,0,0,0,0,13446836.291844606,0,15050.201449610757,Honduras
197,Bahia de Tela,0,0,0,0,0,0,0,8203747.812739879,0,14945.433852439035,Honduras
198,Bahia de Tela,0,0,0,0,0,0,0,21650635.094614744,0,12657.33737674789,Honduras
199,Bahia de Tela,0,0,0,0,0,0,0,21650635.094613552,0,11956.360065177401,Honduras
200,Bahia de Tela,0,0,0,0,0,0,0,21650635.094606876,0.015577511242943388,13255.221708727038,Honduras
201,Bahia de Tela,0,0,0,0,0,0,0,2426525.8758734465,0,15727.362684123678,Honduras
202,Cayos Cochinos,0,0,0,0,0,0,0,17051304.673707664,0,20967.111488253726,Honduras
203,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094607353,0,24573.297913720464,Honduras
204,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461546,0.1795712686227593,28718.96239561692,Honduras
205,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094608903,0.26399512052352325,33101.52008300152,Honduras
206,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094619036,0,37638.31110092132,Honduras
207,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09460807,0.013013533336496044,42279.7149145344,Honduras
208,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094611645,0.028082520306606913,37994.16973940638,Honduras
209,Cayos Cochinos,0,0,0,0,0,0,0,21650635.0946095,0.008472804160198752,33165.93579294383,Honduras
210,Cayos Cochinos,0,0,0,0,0,0,0,5917223.475677729,0,32125.215884545094,Honduras
211,Zona de Interconexion,0,0,0,0,0,0,0,2484892.948398564,0,11449.86637369089,Honduras
212,Zona de Interconexion,0,0,0,0,0,0,0,8068596.920808665,0,13494.460307406365,Honduras
213,Zona de Interconexion,0,0,0,0,0,0,0,8728747.929036677,0,16200.640266275717,Honduras
214,Jeannette Kawas,0,0,0,0,0,0,0,787128.466147502,0,19245.421567355595,Honduras
215,Jeannette Kawas,0,0,0,0,0,0,0,20106651.350777004,0,19741.974902861093,Honduras
216,Jeannette Kawas,0,0,0,0,0,0,0,21610480.44278443,0.001744516727495627,23812.40015397596,Honduras
218,Jeannette Kawas,0,0,0,0,0,0,0,15462864.39951682,0,26114.119644872473,Honduras
219,Bahia de Tela,0,0,0,0,0,0,0,6187723.605576292,0,28028.618278699596,Honduras
220,Jeannette Kawas,0,0,0,0,0,0,0,21034924.150352806,0,22711.646816410914,Honduras
221,Bahia de Tela,0,0,0,0,0,0,0,615677.4204885885,0,27311.046168902638,Honduras
222,Jeannette Kawas,0,0,0,0,0,0,0,19728261.322356462,0.02558429301155318,19945.43902727384,Honduras
223,Bahia de Tela,0,0,0,0,0,0,0,1922323.0241317675,0,21581.97352784799,Honduras
224,Jeannette Kawas,0,0,0,0,0,0,0,1498882.217357466,0,18847.51960972789,Honduras
225,Bahia de Tela,0,0,0,0,0,0,0,20151829.10650626,0,17597.232161381962,Honduras
226,Bahia de Tela,0,0,0,0,0,0,0,21650635.094609976,0,16352.643097704571,Honduras
227,Bahia de Tela,0,0,0,0,0,0,0,21650635.09461677,0,16587.805545648353,Honduras
228,Bahia de Tela,0,0,0,0,0,0,0,14351664.805158973,0.01810034808753405,18245.592600942386,Honduras
229,Cayos Cochinos,0,0,0,0,0,0,0,47775.93706172705,0,25417.10868992448,Honduras
230,Cayos Cochinos,0,0,0,0,0,0,0,19832203.117275476,0.022572030116046384,25677.22714822335,Honduras
231,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461236,0.06498691473058155,29244.688829698665,Honduras
232,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094609976,0.07232539158440449,33184.087383419814,Honduras
233,Cayos Cochinos,1,0,1,1,0,0,0,21650635.094612002,0.42893790681362637,37378.00805547065,Honduras
234,Cayos Cochinos,1,0,1,1,0,0,0,21650635.09461093,0.17512417867821742,38325.07486669532,Honduras
235,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094612002,0,39660.723055275135,Honduras
236,Cayos Cochinos,0,0,0,0,0,0,0,21650635.0946095,0,34704.39908861968,Honduras
237,Cayos Cochinos,0,0,0,0,0,0,0,11745296.399976492,0.0026529990246658523,32126.661248888246,Honduras
238,Jeannette Kawas,0,0,0,0,0,0,0,2936044.597805281,0,24698.710303551317,Honduras
239,Jeannette Kawas,0,0,0,0,0,0,0,764244.4904092401,0,28453.512164962634,Honduras
240,Bahia de Tela,0,0,0,0,0,0,0,20303812.20887363,0,28450.084279568553,Honduras
241,Bahia de Tela,0,0,0,0,0,0,0,21650635.09461665,0,27663.573366181143,Honduras
242,Jeannette Kawas,0,0,0,0,0,0,0,3788039.83885397,0,24945.409217039873,Honduras
243,Bahia de Tela,0,0,0,0,0,0,0,17862677.864949584,0,24946.650219123854,Honduras
244,Bahia de Tela,0,0,0,0,0,0,0,21650635.09460807,4.668952725706086e-5,22563.620498810164,Honduras
245,Bahia de Tela,0,0,0,0,0,0,0,21650635.094616294,0.08469980123743975,21020.545343868995,Honduras
246,Bahia de Tela,0,0,0,0,0,0,0,21650635.094608426,0.0019803750419922664,20606.059378080303,Honduras
247,Bahia de Tela,0,0,0,0,0,0,0,21650635.094606996,0.1070761655075152,21385.884120894345,Honduras
248,Bahia de Tela,0,0,0,0,0,0,0,1849926.2821428776,0,23432.730966791958,Honduras
249,Cayos Cochinos,0,0,0,0,0,0,0,910982.670378089,0,29469.516131732176,Honduras
250,Cayos Cochinos,0,0,0,0,0,0,0,21275802.462743223,0,30589.619945513412,Honduras
251,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094607115,0.07197152136118037,33089.14488588799,Honduras
252,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094614744,0.12804841233022057,32946.28401675221,Honduras
253,Cayos Cochinos,1,0,1,1,0,0,0,21650635.09460485,0.17124420591029524,33556.27738211909,Honduras
254,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094611526,0.0387488524575884,34811.23593146161,Honduras
255,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094605684,0,36317.85047196825,Honduras
256,Cayos Cochinos,0,0,0,0,0,0,0,17039482.557195306,0,32703.700406170858,Honduras
257,Bahia de Tela,0,0,0,0,0,0,0,11094618.207694769,0,30253.989074755355,Honduras
258,Bahia de Tela,0,0,0,0,0,0,0,21650635.09461224,0,32630.165210412928,Honduras
259,Bahia de Tela,0,0,0,0,0,0,0,21650635.094608426,0,29945.439027273846,Honduras
260,Bahia de Tela,0,0,0,0,0,0,0,21650635.094607353,0,27542.174211326324,Honduras
261,Bahia de Tela,0,0,0,0,0,0,0,21650635.094613194,0,25813.13070563861,Honduras
262,Bahia de Tela,0,0,0,0,0,0,0,21650635.094612837,0.1813409677925924,24981.27445439254,Honduras
263,Bahia de Tela,0,0,0,0,0,0,0,21650635.094608426,0.049170946807248726,25135.839550432207,Honduras
264,Bahia de Tela,0,0,0,0,0,0,0,13543133.748338938,0,26259.413292082514,Honduras
265,Cayos Cochinos,0,0,0,0,0,0,0,1117116.536303401,0,33026.99816180838,Honduras
266,Cayos Cochinos,0,0,0,0,0,0,0,17816175.707965612,0,29417.28600427897,Honduras
267,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094617844,0,28594.929947813678,Honduras
268,Cayos Cochinos,0,0,1,0,0,0,0,21650635.094608784,0,28865.82997167375,Honduras
269,Cayos Cochinos,0,0,0,0,0,0,0,21650635.094611406,0,29980.03104045803,Honduras
270,Cayos Cochinos,0,0,0,0,0,0,0,21650635.09461403,0,31433.554768012535,Honduras
271,Cayos Cochinos,0,0,0,0,0,0,0,20528952.67923653,0,33218.23146824293,Honduras
272,Cayos Cochinos,0,0,0,0,0,0,0,245374.5778053403,0,33921.727327330096,Honduras
273,Sapodilla Cayes,0,0,0,0,0,0,0,4223481.039927602,0.6843123304362297,46681.01639699309,Belize
274,Sapodilla Cayes,0,0,1,0,0,0,0,929866.3320518583,0,45738.10014692673,Belize
275,Bahia de Tela,0,0,0,0,0,0,0,887365.2775858641,0,33977.46534276228,Honduras
276,Bahia de Tela,0,0,0,0,0,0,0,21650635.09460628,0,34199.113764649526,Honduras
277,Bahia de Tela,0,0,0,0,0,0,0,21650635.09461248,0,34945.43902727349,Honduras
