pid,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,wildlife,ruins,roads,develop,pa_min_dist,mangrove_prop
3865,Honduras,NA,21650635.094611168,0,0,0,0.9963467286616065,0,0,0,0,0,17141.386655421105,0
3866,Honduras,NA,21650635.09461069,0,0,0,0.9871305214215084,0,0,0,1,1,17978.02476563266,0
3867,Honduras,NA,21650635.09461069,0,0,0,0.9081700431750743,0,0,0,0,1,22187.445357187076,0
3868,Honduras,NA,21650635.094611883,0,0,0,0.9882514114911982,0,0,0,0,0,23133.110246968507,0
3869,Honduras,NA,1317281.3606201634,0,0,0,0.9504788723740027,0,0,0,0,0,18890.66476091012,0
3870,Honduras,NA,18714649.266972348,0,0,0,0,0,0,0,0,0,24488.572358126756,0
3871,Honduras,NA,20763739.639026463,0,0,0,0,0,0,0,0,0,31101.359363530206,0
3872,Honduras,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,38494.46030740665,0
3873,Belize,NA,487017.77848355286,0,0,0,0,0,0,0,0,0,48803.5682169068,0
3874,Honduras,NA,21163617.316128135,0,0,0,0,0,0,0,0,0,46105.4406929791,0
3875,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,54021.4405547835,0
3876,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,62136.30515032447,0
3877,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,63414.28442026663,0
3878,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,62948.12509282314,0
3879,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,62486.0257043102,0
3880,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,57409.40808349404,0
3881,Belize,NA,21650635.094611883,0.17668548654931904,0.17668548654931904,0.17668548654931904,0,0,1,0,0,0,53265.15619684785,0.001163938142696216
3882,Belize,NA,21650635.09461069,0.43224842245103645,0.43224842245103645,0.43224842245103645,0,0,0,0,0,0,48908.6290580157,0
3883,Belize,NA,21650635.094611168,0.15825307206908515,0.15825307206908515,0.15825307206908515,0,0,0,0,0,0,40308.50761565981,0
3884,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,31741.10231338464,0
3885,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,23242.61960140961,0
3886,Belize,NA,21650635.094611883,0,0,0,0,0,0,0,0,0,14931.214143629788,0
3887,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,7225.36215206975,0
3888,Belize,NA,10555588.52145052,0,0,0,0,0,0,0,0,0,4738.535821839274,0
3889,Belize,NA,220569.74208843708,0,0,0,0,0,0,0,0,0,10450.088805673668,0
3890,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,26797.12533249819,0
3891,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,23685.96526651265,0
3892,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,20317.92321578215,0
3893,Belize,NA,21650635.094611883,0,0,0,0,0,0,0,0,0,19933.55728245921,0
3894,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,22341.435923617322,0
3895,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,18236.406154026714,0
3896,Belize,NA,17711667.79223144,0,0,0,0,0,0,0,0,0,10899.686872325647,0
3897,Mexico,NA,3938967.302379191,0,0,0,0,0,0,0,0,0,10736.852014033508,0
3898,Mexico,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,5913.4937384041505,0
3899,Mexico,NA,21650635.094611883,0,0,0,0,0,0,0,0,0,8047.506003481802,0
3900,Mexico,NA,21650635.09461069,0.15717369644637189,0.15717369644637189,0.15717369644637189,0,1,0,0,0,0,15187.240760722103,0.06541109972891948
3901,Mexico,NA,21650635.094610214,0.1719943540352174,0.1719943540352174,0.1719943540352174,0.06077715044836067,1,0,0,0,0,22939.499773254163,0.26390334687055067
3902,Mexico,NA,21650635.09461069,0.0325473264696132,0.0325473264696132,0.0325473264696132,0.35403520425109863,1,0,0,1,0,16465.69411979397,0.4315728749167671
3903,Mexico,NA,21650635.09461111,0,0,0,0.8375954832281928,0,0,0,1,0,8892.84300116486,0.12581584677134533
3904,Mexico,NA,21650635.09461069,0,0,0,0.5644304217868125,0,0,0,0,0,4356.520052964132,0.24590028996287763
3905,Mexico,NA,21650635.094611168,0,0,0,0.3779060112919418,0,0,0,1,0,7975.4206063148695,0.23250807709952465
3906,Mexico,NA,21650635.09461069,0,0,0,0.5915393556958143,0,0,0,0,0,15496.673337668824,0
3907,Mexico,NA,21650635.09461069,0,0,0,0.9476087678512637,0,0,0,0,0,23576.58213229255,0
3908,Mexico,NA,21650635.09461111,0,0,0,0,0,0,0,0,0,31961.90803983773,0.3670974147218759
3909,Mexico,NA,21650635.09461111,0,0,0,0,0,0,0,0,0,40463.21670422977,0.5942869109372191
3910,Mexico,NA,21650635.09461224,0,0,0,0,0,0,0,0,0,49020.2024328721,0.3331009663920028
3911,Mexico,NA,21650635.094610214,0,0,0,0,0,0,0,0,0,57608.06008768312,0.352346856166738
3912,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,55201.55419915533,0.3421166494798916
3913,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,47885.50855951696,0.07321712792976016
3914,Mexico,NA,21650635.09461224,0,0,0,NA,0,0,0,0,0,41095.176710298736,0.03834636052627227
3915,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,35136.94875338344,0.09878552240702557
3916,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,30502.406241887045,0.1110095579194448
3917,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,27860.15802884678,0
3918,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,27508.47417234224,0
3919,Mexico,NA,21650635.09461224,0,0,0,NA,0,0,0,0,0,29197.735702236503,0
3920,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,1,0,33140.60031117159,0
3921,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,38653.47342519066,0
3922,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,40490.59043130354,0
3923,Mexico,NA,21650635.09461224,0,0,0,NA,0,0,0,0,0,37959.28397121497,0
3924,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,37282.70326967883,0
3925,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,37990.43015234516,0
3926,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,40554.8037757784,0
3927,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,38411.207425582776,0
3928,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,1,0,30056.415769265772,0
3929,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,1,0,21939.81316918573,0
3930,Mexico,NA,21650635.09461224,0,0,0,NA,0,0,0,0,0,14321.433787727177,0
3931,Mexico,NA,15977283.416102424,0,0,0,NA,0,1,0,0,0,8539.746653963875,0
3932,Mexico,NA,13830803.55373323,0,0,0,NA,1,1,0,0,0,6664.678715065786,0
3933,Mexico,NA,21650635.09461111,0,0,0,NA,0,1,0,0,0,12126.123990498925,0
3934,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,19643.83495099718,0
3935,Mexico,NA,21650635.09461224,0,0,0,NA,0,0,0,0,0,27637.79160110016,0
3936,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,34337.2732676214,0
3937,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,41247.00394230632,0
3938,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,48679.51582496002,0
3939,Honduras,NA,21650635.09461081,0,0,0,0.9633842577217342,0,0,0,1,1,19668.821809713405,0
3940,Honduras,NA,21650635.094611645,0,0,0,0.9887495848555399,0,0,0,0,1,21930.250987773532,0
3941,Honduras,NA,21650635.09461081,0,0,0,0.9850132846230969,0,0,0,0,1,26925.996089120414,0
3942,Honduras,NA,11901239.32486248,0,0,0,0.9614044165983999,0,0,0,0,0,23141.210709520306,0
3943,Honduras,NA,10556901.021218373,0,0,0,0,0,0,0,0,0,29319.52897325069,0
3944,Honduras,NA,15276104.373987973,0,0,0,0,0,0,0,0,0,36086.550920440204,0
3945,Honduras,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,43494.460307406036,0
3946,Belize,NA,10353312.006008029,0,0,0,0,0,0,0,0,0,51345.59598841543,0
3947,Honduras,NA,11297323.088602483,0,0,0,0,0,0,0,0,0,51094.58155781174,0
3948,Belize,NA,21650635.094611287,0,0,0,0,0,0,0,0,0,58976.78053851393,0
3949,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,66540.05710889281,0
3950,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,65533.5409385355,0
3951,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,65493.17150055659,0
3952,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,61885.99320232494,0
3953,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,57412.65437876722,0
3954,Belize,NA,21650635.09461081,0.16103454001993478,0.16103454001993478,0.16103454001993478,0,0,0,0,0,0,53519.226618620894,0
3955,Belize,NA,21650635.094611287,0.32231816672202795,0.32231816672202795,0.32231816672202795,0,0,0,0,0,0,44966.9813054241,0
3956,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,36465.75376417481,0
3957,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,28061.949102949227,0
3958,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,19879.50646579537,0
3959,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,12225.362152069498,0
3960,Belize,NA,21650635.094611287,0,0,0,0,0,0,0,0,0,5765.143157432309,0
3961,Belize,NA,16399991.187895894,0,0,0,0,0,0,0,0,0,6688.382414976739,0
3962,Belize,NA,4499441.102593064,0,0,0,0,0,0,0,0,0,13694.982935619586,0
3963,Belize,NA,5776111.559497054,0,0,0,0,0,0,0,0,0,29818.30406968722,0
3964,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,28231.111361146402,0
3965,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,23953.88698899348,0
3966,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,22373.444935421023,0
3967,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,23132.454629982454,0
3968,Belize,NA,21650635.094611287,0,0,0,0,0,0,0,0,0,23232.509550174163,0
3969,Belize,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,15730.956161516679,0
3970,Mexico,NA,21643613.227107584,0,0,0,0,0,0,0,0,0,9599.60409488149,0
3971,Mexico,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,8482.060095307073,0
3972,Mexico,NA,21650635.09461081,0,0,0,0,0,0,0,0,0,12908.708707042815,0
3973,Mexico,NA,21650635.094611287,0.08410826967785015,0.08410826967785015,0.08410826967785015,0,1,0,0,0,0,20187.24076072152,0
3974,Mexico,NA,21650635.094611645,0.11561773497177136,0.11561773497177136,0.11561773497177136,0,1,0,0,0,0,19785.91196605943,0.19297228802776187
3975,Mexico,NA,21650635.094611168,0.15298073729658415,0.15298073729658415,0.15298073729658415,0.18353537030887343,1,0,0,1,0,11497.419398933618,0.2386169037538641
3976,Mexico,NA,21650635.09461081,0.05529724344072007,0.05529724344072007,0.05529724344072007,0.5900863500498461,1,0,0,1,0,3892.843001164914,0.04922761720891924
3977,Mexico,NA,21650635.094611287,0,0,0,0.5201345068083832,0,0,0,1,0,2995.0898700461835,0.3463814543231093
3978,Mexico,NA,21650635.09461081,0,0,0,0.5175606110926855,0,0,0,0,0,10512.379084508213,0.30754877700470484
3979,Mexico,NA,21650635.094611645,0,0,0,0.07165393556957896,0,0,0,0,0,18740.823208246442,0
3980,Mexico,NA,21650635.094611168,0,0,0,0.1703752906011347,0,0,0,0,0,27238.33319109485,0
3981,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,35813.895844147475,0.22597654561994718
3982,Mexico,NA,21650635.094609857,0,0,0,0,0,0,0,0,0,44422.33082630532,0.3963470259499278
3983,Mexico,NA,21650635.094609857,0,0,0,0,0,0,0,0,0,53047.63723812883,0.6070884420570338
3984,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,57723.18804611627,0.5949593012266938
3985,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,50201.554199154816,0.40854495428459914
3986,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,42906.9503462079,0.15348529344057277
3987,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,36218.752143870865,0.08129727168840135
3988,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,30538.330434166677,0.1138843843092657
3989,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,26521.335647994274,0.008321361625543821
3990,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,24983.451791150503,0
3991,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,25587.118034254992,0
3992,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,28731.38054716684,0
3993,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,33856.81389311807,0
3994,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,40185.37960578909,0
3995,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,36623.54516145498,0
3996,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,34895.606977451345,0
3997,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,34909.16217479364,0
3998,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,1,36675.18138847569,0
3999,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,1,40267.70735973596,0
4000,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,42181.02944464491,0
4001,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,1,0,33648.276597975724,0
4002,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,1,1,25202.65444388181,0
4003,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,1,1,16974.718378268186,0
4004,Mexico,NA,19457573.10673368,0,0,0,NA,0,0,0,0,0,9326.682715816301,0
4005,Mexico,NA,21650635.094611168,0,0,0,NA,0,1,0,0,0,7131.708922262811,0
4006,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,14652.59842829616,0
4007,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,22752.27271515338,0
4008,Mexico,NA,21650635.094609857,0,0,0,NA,0,0,0,0,0,31154.986546435393,0
4009,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,39253.57937443181,0
4010,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,46239.706881274185,0
4011,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,53679.51582496014,0
4012,Honduras,NA,21650635.094611228,0,0,0,0.9860926602457947,0,0,0,0,0,22140.615332288227,0
4013,Honduras,NA,21650635.094610572,0,0,0,0.9241531052806929,0,0,0,1,1,22794.49682040379,0
4014,Honduras,NA,21650635.094610572,0,0,0,0.9799070076387169,0,0,0,0,1,26242.37874697953,0
4015,Honduras,NA,21650635.094612002,0,0,0,0.9398455662570516,0,0,0,0,1,23381.053239711127,0
4016,Honduras,NA,332835.03813266754,0,0,0,0.9883754380474669,0,0,0,0,0,21676.23786950045,0
4017,Honduras,NA,582841.8914964199,0,0,0,0,0,0,0,0,0,28319.163196802354,0
4018,Honduras,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,41075.34248679528,0
4019,Honduras,NA,21650635.094612002,0,0,0,0,0,0,0,0,0,48494.46030740619,0
4020,Belize,NA,20627484.47417319,0,0,0,0,0,0,0,0,0,56102.19164509886,0
4021,Honduras,NA,1023150.6204375848,0,0,0,0,0,0,0,0,0,56085.65652323159,0
4022,Belize,NA,21650635.094611228,0,0,0,0,0,0,0,0,0,63939.07448315279,0
4023,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,68380.2070738512,0
4024,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,67948.12509282317,0
4025,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,66437.27999233296,0
4026,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,61686.699546636366,0
4027,Belize,NA,21650635.094612002,0,0,0,0,0,0,0,0,0,57849.6813226701,0
4028,Belize,NA,21650635.094610572,0.014613085353703963,0.014613085353703963,0.014613085353703963,0,0,0,0,0,0,49691.88091874816,0
4029,Belize,NA,21650635.094611228,0.23858352706742653,0.23858352706742653,0.23858352706742653,0,0,0,0,0,0,41255.36109537949,0
4030,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,32935.18800579773,0
4031,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,24848.508986341865,0
4032,Belize,NA,21650635.094612002,0,0,0,0,0,0,0,0,0,17225.36215206879,0
4033,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,10270.85668999247,0
4034,Belize,NA,21650635.094611228,0,0,0,0,0,0,0,0,0,7722.903290847255,0
4035,Belize,NA,21141394.941432834,0,0,0,0,0,0,0,0,0,10879.344967637378,0
4036,Belize,NA,10721134.508757234,0,0,0,0,0,0,0,0,0,18008.47253974741,0
4037,Belize,NA,6723518.097612262,0,0,0,0,0,0,0,0,0,26383.32165337728,0
4038,Belize,NA,6723511.445646882,0,0,0,0,0,0,0,0,0,34445.58731151846,0
4039,Belize,NA,21650635.094611228,0,0,0,0,0,0,0,0,0,31791.253663037944,0
4040,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,28013.557431369405,0
4041,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,25229.991144599324,0
4042,Belize,NA,21650635.094612002,0,0,0,0,0,0,0,0,0,24921.499860306125,0
4043,Belize,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,26886.32009932473,0
4044,Belize,NA,21650635.094611228,0,0,0,0,0,0,0,0,0,20727.90323066791,0
4045,Belize,NA,18917859.92956111,0,0,0,0,0,0,0,0,0,14118.618535918484,0
4046,Mexico,NA,2732775.1650494337,0,0,0,0,0,0,0,0,0,14168.155827046334,0
4047,Mexico,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,10909.849054212566,0
4048,Mexico,NA,21650635.094612002,0,0,0,0,0,0,0,0,0,12199.088124430999,0
4049,Mexico,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,17846.769121902893,0
4050,Mexico,NA,21650635.094610035,0,0,0,0,0,0,0,0,0,23703.281245655588,0
4051,Mexico,NA,21650635.094610572,0.053802723347728225,0.053802723347728225,0.053802723347728225,0,0,0,0,0,0,15084.889204663727,0
4052,Mexico,NA,21650635.094611406,0.14505147791431727,0.14505147791431727,0.14505147791431727,0,1,0,0,0,0,6577.402437385024,0.0776227987679435
4053,Mexico,NA,21650635.094610572,0.08178346064430911,0.08178346064430911,0.08178346064430911,0.42581368316176577,1,0,0,1,1,0,0.0026542012736135503
4054,Mexico,NA,21650635.094611228,0,0,0,0.533626702092344,0,0,0,0,0,5556.378631665723,0.31809763426702087
4055,Mexico,NA,21650635.094610572,0,0,0,0,0,0,0,0,0,14020.759038110516,0.1717318222240455
4056,Mexico,NA,21650635.094610572,0,0,0,0.15090501494520994,0,0,0,0,0,22633.82478749689,0
4057,Mexico,NA,21650635.094611406,0,0,0,0,0,0,0,0,0,31272.965401724236,0
4058,Mexico,NA,21650635.094611406,0,0,0,0,0,0,0,0,0,39921.256311942685,0.39594599386483614
4059,Mexico,NA,21650635.09461254,0,0,0,0,0,0,0,0,0,48573.81028939495,0.414825431198025
4060,Mexico,NA,21650635.094610035,0,0,0,0,0,0,0,0,0,57228.693734318535,0.5164385954624263
4061,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,52725.23965062375,0.4260900199010538
4062,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,45201.554199155195,0.17704177139366467
4063,Mexico,NA,21650635.09461254,0,0,0,NA,0,0,0,0,0,37934.03282041649,0.33734750867979524
4064,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,31381.24383875805,0.04504357906601827
4065,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,26087.81485128418,0.07469986284199392
4066,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,22942.66119180583,0
4067,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,22514.294314060633,0
4068,Mexico,NA,21650635.09461254,0,0,0,NA,0,0,0,0,0,24549.644952775823,0
4069,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,1,0,29128.623142100605,0
4070,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,35274.18751724424,0
4071,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,35939.68392708644,0
4072,Mexico,NA,21650635.09461254,0,0,0,NA,0,0,0,0,0,33061.76351785435,0
4073,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,32282.70326967814,0
4074,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,33097.51879617835,0
4075,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,36012.01294839113,0
4076,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,1,0,40599.06898842424,0
4077,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,37563.61147617175,0
4078,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,1,1,28965.36172977284,0
4079,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,20419.585038398494,0
4080,Mexico,NA,21650635.09461254,0,0,0,NA,0,0,0,1,1,12038.551663061902,0
4081,Mexico,NA,104921.626654163,0,0,0,NA,0,1,0,0,0,9007.670247734233,0
4082,Mexico,NA,20128848.630972505,0,0,0,NA,1,1,0,0,0,2163.2524750423045,0
4083,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,9670.42035383296,0
4084,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,17929.98334699899,0
4085,Mexico,NA,21650635.09461254,0,0,0,NA,0,0,0,0,0,26447.146837181786,0
4086,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,35034.53794231129,0
4087,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,43650.72876636871,0
4088,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,51233.83306679149,0
4089,Honduras,NA,21650635.094611168,0,0,0,0.8937645300564885,0,0,0,0,0,25077.081652397042,0
4090,Honduras,NA,21650635.09461069,0,0,0,0.9806127532381802,0,0,0,0,0,24662.5680374935,0
4091,Honduras,NA,21650635.094611645,0,0,0,0.963965459980083,0,0,0,1,1,26501.23806935274,0
4092,Honduras,NA,21650635.09461069,0,0,0,0.9667469279309725,0,0,0,0,0,23369.433412674804,0
4093,Honduras,NA,21341802.10730219,0,0,0,0.9707131148109059,0,0,0,0,0,19574.763620343852,0
4094,Honduras,NA,10861158.541279312,0,0,0,0,0,0,0,0,0,40173.3963846551,0
4095,Honduras,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,46066.56448533607,0
4096,Honduras,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,53494.46030740674,0
4097,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,61078.19144928932,0
4098,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,68906.8200458871,0
4099,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,70527.48569792439,0
4100,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,70489.97633798457,0
4101,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,66062.7347231273,0
4102,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,61892.01602206614,0
4103,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,54465.92192154403,0
4104,Belize,NA,21650635.094611168,0.24111590833610877,0.24111590833610877,0.24111590833610877,0,0,1,0,0,0,46089.67824394972,0
4105,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,37841.51464328503,0
4106,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,29827.873212232895,0
4107,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,22225.362152069385,0
4108,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,15091.193414275258,0
4109,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,10510.27633005573,0
4110,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,10752.384314445657,0
4111,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,15758.66613367451,0
4112,Belize,NA,19092433.484722614,0,0,0,0,0,0,0,0,0,22997.541138777127,0
4113,Belize,NA,19086672.170989513,0,0,0,0,0,0,0,0,0,30636.688618765285,0
4114,Belize,NA,19591379.209478855,0,0,0,0,0,0,0,0,0,34738.00715317927,0
4115,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,32337.750355268723,0
4116,Belize,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,28679.664419859106,0
4117,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,27373.44493542011,0
4118,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,27997.2303373469,0
4119,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,25726.036673460047,0
4120,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,18881.69430816866,0
4121,Belize,NA,180113.1652230397,0,0,0,0,0,0,0,0,0,17669.312820323004,0
4122,Mexico,NA,21470521.92938882,0,0,0,0,0,0,0,0,0,14184.773419761941,0
4123,Mexico,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,13453.651610323059,0
4124,Mexico,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,16603.919979174865,0
4125,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,22811.829731473666,0
4126,Mexico,NA,21650635.094611645,0,0,0,0,0,0,0,0,0,19311.061902417456,0
4127,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,10659.524018704946,0
4128,Mexico,NA,21650635.09461069,0.03640817004317701,0.03640817004317701,0.03640817004317701,0,0,0,0,0,0,2081.7763596682807,0
4129,Mexico,NA,21650635.094611168,0.06272832945865364,0.06272832945865364,0.06272832945865364,0.4732231816672355,1,0,0,1,0,1107.1569988344988,0.0435892652433068
4130,Mexico,NA,21650635.09461069,0,0,0,0.03478910660910186,0,0,0,1,0,9588.791033638681,0.31087486483341625
4131,Mexico,NA,21650635.094611645,0,0,0,0,0,0,0,1,0,18238.78433430025,0.015362386475997438
4132,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,26895.382401064056,0.05465802641397445
4133,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,35553.76119351949,0.0026208755456255976
4134,Mexico,NA,21650635.094610214,0,0,0,0,0,0,0,0,0,44212.874544776234,0.43202012889446495
4135,Mexico,NA,21650635.094610214,0,0,0,0,1,0,0,0,0,52872.36155136695,0.11651318683870776
4136,Mexico,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,55517.05805765471,0.204895746724778
4137,Mexico,NA,21650635.094611168,0,0,0,NA,0,0,0,0,0,47727.72102483175,0.4155808635532858
4138,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,40201.55419915529,0.2370693025100716
