pid,smud_prop,Country,MPA,MPA_short,AvgExp,socmed,ud_to_vis,est_vis,est_exp,corals,mangroves,beach,temp,dayshot,vis_log,protected,prop_land,wildlife,C3P,air_min_dist,ports_min_dist,pa_min_dist,ruins,sargassum,roads_min_dist,prop_dev,forest,precip
913,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.22313117980957,7.429438591003418,0,1,0,0,0.004499000031501055,105790.14643267605,33273.1580311344,32972.246143045144,0,0,36012.708813049656,0,0,1095.9130859375
914,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.22313117980957,7.429438591003418,0,1,0,0,0.004579999949783087,102861.99658206984,31581.65840654246,31389.839612910237,0,0,38585.90491271171,0,0,1095.9130859375
915,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.22313117980957,7.429438591003418,0,1,0,0,0.004579999949783087,100095.36047486578,30621.875351621784,30552.82386508546,0,0,38873.79486848451,0,0,1095.9130859375
916,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.245412826538086,5.606377601623535,0,1,0,0,0.004894999787211418,97504.38989292255,30463.04896744532,30463.04896744532,0,0,38542.13770543942,0,0,1159.6785888671875
917,4.548969658e-6,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,33.40027290979514,4342,0,0,0,26.245412826538086,5.606377601623535,3.538064497772161,1,0,0,0.004894999787211418,95035.91726587137,31117.44614738969,31117.44614738969,0,0,38542.299366629886,0,0,1159.6785888671875
918,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.245412826538086,5.606377601623535,0,1,0,0,0.0047599999234080315,92752.25482249113,32536.034747313584,32536.034747313584,0,0,38874.121046324,0,0,1159.6785888671875
919,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.245412826538086,5.606377601623535,0,1,0,0,0.0047599999234080315,90687.022107615,34625.014937485525,34625.014937485525,0,0,39852.44555975736,0,0,1159.6785888671875
920,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.245412826538086,5.606377601623535,0,1,0,1,0.0048409998416900635,88855.45105865906,37146.34226295253,37146.34226295253,0,0,41430.37347124742,0,0,1159.6785888671875
921,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,26.245412826538086,5.606377601623535,0,1,0,1,0.0048409998416900635,87272.25439352648,40051.21013389944,40051.21013389944,0,0,43541.239461793964,0,0,1159.6785888671875
922,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,25.397193908691406,2.136121511459351,0,1,0,1,0.004563999827951193,85951.15817148205,43341.23661672903,43341.23661672903,0,0,46018.264018186484,0,0,1226.5743408203125
923,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,25.397193908691406,2.136121511459351,0,1,0,1,0.004563999827951193,84904.39797271871,46934.62470572624,46934.62470572624,0,0,48583.694940737136,0,0,1226.5743408203125
924,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,25.397193908691406,2.136121511459351,0,1,0,1,0.004763000179082155,84142.21294451736,50766.19409294187,50766.19409294187,0,0,51482.31395921918,0,0,1226.5743408203125
925,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,25.397193908691406,2.136121511459351,0,1,0,0,0.004763000179082155,83672.38016986956,54785.25204951097,54785.25204951097,0,0,54690.82807426379,0,0,1226.5743408203125
926,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,25.397193908691406,2.136121511459351,0,1,0,0,0.004763000179082155,83499.83477457832,58952.77789467502,58952.77789467502,0,0,57884.862015967934,0,0,1226.5743408203125
927,0,Mexico,Tiburón Ballena,Tiburón Ballena,130,smud_prop,7342381.994361314,0,0,0,0,0,24.648193359375,0,0,1,0,0,0.004674000199884176,83626.41694747286,60317.479171694446,60317.479171694446,0,0,56774.378964691256,0,0,1277.00048828125
928,2.811268313e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,22.622190489560786,1357,0,0,0,23.509057998657227,1.043561577796936,3.162186545231342,0,1,0,0.0013920000055804849,28890.1840750092,61892.09904244817,28890.1840750092,0,0,3887.315825801691,0.010807997039542692,0,2195.25634765625
929,1.405634157e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,11.311095248803879,679,0,0,0,23.509057998657227,1.043561577796936,2.510500908521575,0,1,0,0.0013920000055804849,25120.16016488656,60065.93670216152,25120.16016488656,0,0,1000,4.806968223778099e-5,0,2195.25634765625
930,5.954603815e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,47.916515534956474,2875,0,0,0,24.74220085144043,3.593216180801392,3.890115080460328,0,1,0,0.0011340000201016665,21849.534492324874,58610.59272807238,21849.534492324874,0,0,0,0,0,2155.5390625
931,9.234416847e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,74.3090711074519,4459,0,0,0,23.509057998657227,1.043561577796936,4.321600593784795,0,1,0,0.001424000016413629,42507.0632544075,48918.475791366254,42507.0632544075,0,0,0,0.005237721642241632,0,2195.25634765625
932,5.856808986e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,47.12956352461237,2828,0,0,0,23.509057998657227,1.043561577796936,3.873896614597653,0,1,0,0.0014260000316426158,37791.932172565146,51921.6444961672,37791.932172565146,0,0,0,0,0,2195.25634765625
933,1.2650707409e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,101.79985720704704,6108,0,0,0,23.509057998657227,1.043561577796936,4.632783963983592,0,1,0,0.0014260000316426158,33160.36562158955,55215.00756698716,33160.36562158955,0,0,0,0.03151847580063791,0,2195.25634765625
934,1.7902494145e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,144.0608251135781,8644,0,0,0,23.509057998657227,1.043561577796936,4.977153138003868,0,1,0,0.0014260000316426158,28652.91536614234,58749.78258732846,28652.91536614234,0,0,1000,0.007867693338978058,0,2195.25634765625
935,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,23.509057998657227,1.043561577796936,1.562422839274276,0,1,0,0.0012169999536126852,24338.63738587313,56926.06193084383,24338.63738587313,0,0,3887.3385690875725,0.018200817626823337,0,2195.25634765625
936,9.37089438e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7.540730165869252,452,0,0,0,24.74220085144043,3.593216180801392,2.144846503661909,0,1,0,0.0012169999536126852,20340.82054939554,55162.136968958956,20340.82054939554,0,0,1000,0,0,2155.5390625
937,1.405634157e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,11.311095248803879,679,0,0,0,24.74220085144043,3.593216180801392,2.510500908521575,0,1,0,0.0011340000201016665,16885.7540975947,53806.56263886445,16885.7540975947,0,0,1000,0,0,2155.5390625
938,9.1936427993e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7398.096358749926,443886,0,0,0,24.74220085144043,3.593216180801392,8.909113158053335,0,1,0,0.0011340000201016665,14227.346608687078,52890.745986778675,14227.346608687078,0,0,0,0.23450961738813889,0,2155.5390625
939,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0020439999643713236,88322.0235966667,38547.12058177226,38547.12058177226,0,0,3886.5680369959964,2.4941531629755e-4,0,2536.322509765625
940,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0020439999643713236,83349.62245284628,36588.52823743526,36588.52823743526,0,0,8637.231614213337,2.4941531629597944e-4,0,2536.322509765625
941,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0020439999643713236,78380.73279737405,35235.78141630343,35235.78141630343,0,0,8637.834470736692,0,0,2536.322509765625
942,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0023360000923275948,78470.64362688053,36986.08684245342,36986.08684245342,0,0,8814.880502918679,0,0,2536.322509765625
943,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.001921999966725707,75682.23331923202,34560.0952755258,34560.0952755258,0,0,5938.4620835053165,0,0,2536.322509765625
944,1.6867609878e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,135.73314293736473,8144,0,0,0,24.9598445892334,5.454977035522461,4.918031164507217,0,1,0,0.0023360000923275948,73416.06761925587,34588.666239374084,34588.666239374084,0,0,3886.8609975275226,0,0,2536.322509765625
945,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,24.56884765625,3.161102533340454,3.627148196552904,0,1,0,0.0019470000406727195,68456.54603832297,34601.157190031976,34601.157190031976,0,0,1000,0.001775342006697718,0,2420.580322265625
946,6.475696603e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,521.0973332863362,31266,0,0,0,24.56884765625,3.161102533340454,6.257854032735078,0,1,0,0.0019470000406727195,63503.37318850692,35356.470020708104,35356.470020708104,0,0,0,0.05137429843239892,0,2420.580322265625
947,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.56884765625,3.161102533340454,0,0,1,0,0.0019470000406727195,58558.16012427756,36782.05902014121,36782.05902014121,0,0,1000,0,0,2420.580322265625
948,1.8195878633e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,146.42168115265736,8785,0,0,0,24.56884765625,3.161102533340454,4.993297059526382,0,1,0,0.001838000025600195,53623.10908518861,38804.12038942544,38804.12038942544,0,0,1000,0,0,2420.580322265625
949,1.16628952292e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,938.5096268281815,56311,0,0,0,24.56884765625,3.161102533340454,6.845358065558001,0,1,0,0.001424000016413629,48701.309415496384,41260.32424792213,41260.32424792213,0,0,0,0.06598074614947935,0,2420.580322265625
950,1.405634157e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,11.311095248803879,679,0,0,0,24.4715633392334,2.272801637649536,2.510500908521575,0,1,0,0.001424000016413629,43797.228789109155,43936.47722873709,43797.228789109155,0,0,0,0.009901623490954794,0,2329.91845703125
951,2.108451235e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,16.966642869182333,1018,0,0,0,24.4715633392334,2.272801637649536,2.888516864710658,0,1,0,0.001424000016413629,38917.5662192176,46992.06235852193,38917.5662192176,0,0,1000,0.02365288582883608,0,2329.91845703125
952,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.4715633392334,2.272801637649536,0,0,1,0,0.0014260000316426158,34072.8142549018,50359.644738056006,34072.8142549018,0,0,1000,0,0,2329.91845703125
953,1.00991816339e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,812.6780700877183,48761,0,0,0,24.4715633392334,2.272801637649536,6.701564796482503,0,1,0,0.0014260000316426158,29280.30706926909,53980.864309299854,29280.30706926909,0,0,0,0.04661567481341668,0,2329.91845703125
954,4.3574658853e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,350.6439526002627,21039,0,0,0,24.4715633392334,2.272801637649536,5.862619165393762,0,1,0,0.0012169999536126852,24570.634767795804,54066.961279512994,24570.634767795804,0,0,1000,0.06978642532738542,0,2329.91845703125
955,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,24.4715633392334,2.272801637649536,3.627148196552904,0,1,0,0.0012169999536126852,20002.394949458823,51966.53856115751,20002.394949458823,0,0,1000,0.013423891014120799,0,2329.91845703125
956,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,25.19473648071289,4.042049407958984,1.562422839274276,0,1,0,0.0012169999536126852,15699.538672706713,50277.290679353544,15699.538672706713,0,0,1000,0,0,2251.20458984375
957,2.108451235e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,16.966642869182333,1018,0,0,0,25.19473648071289,4.042049407958984,2.888516864710658,0,1,0,0.0010290000354871154,11952.205878311966,49041.724950128606,11952.205878311966,0,0,1000,0,0,2251.20458984375
958,2.60276591318e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,2094.4378028741216,125666,0,0,0,25.19473648071289,4.042049407958984,7.647517785642892,0,1,0,8.570000063627958e-4,9227.346608687656,48294.674800769004,9227.346608687656,0,0,0,0.14334274116558124,0,2251.20458984375
959,2.9616112117e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,238.31995216280282,14299,0,0,0,25.19473648071289,4.042049407958984,5.477801368633807,0,1,0,8.570000063627958e-4,7567.717693656749,48058.92676849878,7567.717693656749,0,0,1000,0.022874284728089535,0,2251.20458984375
960,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.321664810180664,0.376424938440323,0,0,1,0,4.490000137593597e-4,44484.22721891993,47367.92376539113,44484.22721891993,0,0,21824.975587271976,0,0,1858.81640625
961,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,23.321664810180664,0.376424938440323,3.627148196552904,0,1,0,5.619999719783664e-4,42383.57277754949,45162.50693405311,42383.57277754949,0,0,23555.262020193008,0,0,1858.81640625
962,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.321664810180664,0.376424938440323,0,0,1,0,5.619999719783664e-4,40790.783413843856,43423.310137446104,40790.783413843856,0,0,26010.366818684623,0,0,1858.81640625
963,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,23.321664810180664,0.376424938440323,1.059588169169556,0,1,0,5.619999719783664e-4,39766.93075459086,42208.005094025524,39766.93075459086,0,0,28548.86262693262,0,0,1858.81640625
964,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,23.753215789794922,0.351481080055237,3.627148196552904,0,1,0,5.520000122487545e-4,39356.44231591246,41562.5736058506,39356.44231591246,0,0,30308.669330140998,0,0,1641.5364990234375
965,1.3587796847e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,109.34058737291629,6560,0,0,0,23.753215789794922,0.351481080055237,4.703571831130064,0,1,0,5.520000122487545e-4,39578.40726824461,41513.60446246743,39578.40726824461,0,0,25673.920052444057,0.015131195855343137,0,1641.5364990234375
966,4.548969658e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,36.605420286152594,2196,0,0,0,23.753215789794922,0.351481080055237,3.627148196552904,0,1,0,4.970000009052455e-4,40422.408290654166,42063.18088531411,40422.408290654166,0,0,21215.007558011504,0.01675239541128565,0,1641.5364990234375
967,9.566484036e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,76.98120566328679,4619,0,0,0,23.753215789794922,0.351481080055237,4.35646784462096,0,1,0,4.970000009052455e-4,41850.82869121792,43188.45930240073,41850.82869121792,0,0,17078.85831862061,0.020923530085035367,0,1641.5364990234375
968,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.753215789794922,0.351481080055237,0,0,1,0,4.970000009052455e-4,43806.53641030007,44846.124109442826,43806.53641030007,0,0,12551.364714505546,0.02203168627290313,0,1641.5364990234375
969,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.1577205657959,0.374714434146881,0,0,1,0,3.809999907389283e-4,54906.83388012802,55113.12555855233,54906.83388012802,0,0,0,0.003799705943332039,0,1596.3887939453125
970,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.1577205657959,0.374714434146881,0,0,1,0,4.4299999717622995e-4,58371.92113392591,58381.40491249928,58371.92113392591,0,0,1000,0,0,1596.3887939453125
971,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.1577205657959,0.374714434146881,0,0,1,0,3.3599999733269215e-4,62046.77225279769,61881.50184248622,61881.50184248622,0,0,3887.7547992186946,0,0,1596.3887939453125
972,2.811268313e-6,Guatemala,NA,NA,81,smud_prop,3703852.27002714,10.412522522760417,843,0,0,0,24.9598445892334,5.454977035522461,2.434711219435934,0,1,0,0.002429000101983547,95476.42098696163,38629.67444684035,38629.67444684035,0,0,0,0.017195776545500634,0,2536.322509765625
973,7.730987861e-6,Guatemala,NA,NA,81,smud_prop,3703852.27002714,28.634436938517112,2319,0,0,0,24.9598445892334,5.454977035522461,3.388937095177982,0,1,0,0.002429000101983547,90482.7424170018,35976.33490433036,35976.33490433036,0,0,1000,0.0030345530149481705,0,2536.322509765625
974,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0020439999643713236,85489.80281953649,33557.669110091614,33557.669110091614,0,0,3886.6023769527183,0,0,2536.322509765625
975,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.0020439999643713236,80497.73970084515,31685.28127598482,31685.28127598482,0,0,8637.321289790063,0,0,2536.322509765625
976,2.34272359e-7,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0.867710208686763,70,0,0,0,24.9598445892334,5.454977035522461,0.62471319323605,0,1,0,0.001921999966725707,75506.72690407587,30525.34918676861,30525.34918676861,0,0,6000.163304133912,0,0,2536.322509765625
977,0,Guatemala,NA,NA,81,smud_prop,3703852.27002714,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.001921999966725707,71361.8210249307,30160.186279432502,30160.186279432502,0,0,2013.983695613244,0,0,2536.322509765625
978,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.9598445892334,5.454977035522461,0,0,1,0,0.001921999966725707,70516.98744691536,31146.05381293914,31146.05381293914,0,0,1000,0,0,2536.322509765625
979,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,24.56884765625,3.161102533340454,1.059588169169556,0,1,0,0.0019470000406727195,65528.812208143856,30618.241782408066,30618.241782408066,0,0,0,0,0,2420.580322265625
980,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.56884765625,3.161102533340454,0,0,1,0,0.0019470000406727195,60542.58782238862,31864.0333806299,31864.0333806299,0,0,1000,0,0,2420.580322265625
981,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.56884765625,3.161102533340454,0,0,1,0,0.001551999943330884,55558.839540198,33810.59769832254,33810.59769832254,0,0,3886.9796122581283,0,0,2420.580322265625
982,7.96526022e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,64.09620638574773,3846,0,0,0,24.56884765625,3.161102533340454,4.175866273872121,0,1,0,0.001551999943330884,50578.29931774415,36260.32424792104,36260.32424792104,0,0,1000,0.010156196240907425,0,2420.580322265625
983,4.8689968059e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,391.806689979694,23508,0,0,0,24.56884765625,3.161102533340454,5.973317607851809,0,1,0,0.001424000016413629,45602.01829630981,38959.09122133186,38959.09122133186,0,0,1000,0.03422325381847967,0,2420.580322265625
984,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.4715633392334,2.272801637649536,0,0,1,0,0.001424000016413629,40631.56142112392,42079.10030202651,40631.56142112392,0,0,1000,0,0,2329.91845703125
985,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,24.4715633392334,2.272801637649536,0,0,1,0,0.0012379999971017241,35669.3635258663,45535.59679705555,35669.3635258663,0,0,3887.1954371867446,0,0,2329.91845703125
986,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,24.4715633392334,2.272801637649536,1.059588169169556,0,1,0,0.0012379999971017241,30719.427162010863,49257.796023572,30719.427162010863,0,0,1000,0,0,2329.91845703125
987,1.04954017021e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,844.5617782957124,50674,0,0,0,24.4715633392334,2.272801637649536,6.740001232843472,0,1,0,0.0012379999971017241,25788.8137762059,51505.539692593644,25788.8137762059,0,0,0,0.22657010054443383,0,2329.91845703125
988,3.59296433953e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,2891.2474606278047,173475,0,0,0,24.4715633392334,2.272801637649536,7.96978914691667,0,1,0,0.0012169999536126852,20891.209318887035,49073.219836021104,20891.209318887035,0,0,0,0.1803413930634144,0,2329.91845703125
989,7.0945842204e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,570.8990313587365,34254,0,0,0,25.19473648071289,4.042049407958984,6.348962457194948,0,1,0,0.0012169999536126852,16056.847063707186,47015.59031962029,16056.847063707186,0,0,0,0.0569921622636372,0,2251.20458984375
990,2.9518317287e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,237.53300014441174,14252,0,0,0,25.19473648071289,4.042049407958984,5.474507666142163,0,1,0,0.0010290000354871154,11366.707898462357,45417.51381493988,11366.707898462357,0,0,0,0.048883478838011155,0,2251.20458984375
991,9.23658547802e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7432.6522015218025,445959,0,0,0,25.19473648071289,4.042049407958984,8.913772564925761,0,1,0,0.0010290000354871154,7112.0854375272,44328.71968778445,7112.0854375272,0,0,0,0.22666727480043225,0,2251.20458984375
992,1.10440076117e-4,Honduras,NA,NA,60,smud_prop,8046969.5421636505,888.7079287477342,53322,0,0,0,25.19473648071289,4.042049407958984,6.790893238920279,0,1,0,8.570000063627958e-4,4227.346608686882,43787.215225292144,4227.346608686882,0,0,1000,0.11182695052793713,0,2251.20458984375
993,9.3358623307e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,751.2539982497585,45075,0,0,0,25.19473648071289,4.042049407958984,6.623074030550544,0,1,0,8.570000063627958e-4,3865.3176908584846,43813.297584340326,3865.3176908584846,0,0,0,0.024548336449926364,0,2251.20458984375
994,5.6577862878e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,455.28033933997744,27317,0,0,0,25.19473648071289,4.042049407958984,6.123107399869374,0,1,0,6.300000241026282e-4,6583.401925609081,44405.96664010208,6583.401925609081,0,0,0,0.01139828217868338,0,2251.20458984375
995,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,24.871646881103516,2.982578277587891,1.059588169169556,0,1,0,7.849999819882214e-4,25077.08165239558,43854.34765282834,25077.08165239558,0,0,6001.716645643601,0,0,2196.31298828125
996,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,24.871646881103516,2.982578277587891,1.562422839274276,0,1,0,7.849999819882214e-4,30003.995317668352,41643.226288084654,30003.995317668352,0,0,8640.187632125784,0,0,2196.31298828125
997,7.02817078e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,5.655547620378455,339,0,0,0,22.88933753967285,0.461742222309113,1.895450735520802,0,1,0,7.849999819882214e-4,34951.67300494208,39938.8630697731,34951.67300494208,0,0,11003.58824302453,0,0,2179.54541015625
998,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,22.88933753967285,0.461742222309113,1.059588169169556,0,1,0,6.559999892488122e-4,39912.393522139326,38808.08254644332,38808.08254644332,0,0,13587.462244325454,0,0,2179.54541015625
999,9.37089438e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,7.540730165869252,452,0,0,0,22.88933753967285,0.461742222309113,2.144846503661909,0,1,0,4.419999895617366e-4,44881.83226526935,38301.72004697747,38301.72004697747,0,0,17078.438070504504,0,0,2179.54541015625
1000,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,22.88933753967285,0.461742222309113,1.562422839274276,0,1,0,4.419999895617366e-4,49857.38238525515,38444.45663788898,38444.45663788898,0,0,21214.480774867287,0,0,2179.54541015625
1001,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.88933753967285,0.461742222309113,0,0,1,0,4.419999895617366e-4,54837.38039997215,39229.20766225046,39229.20766225046,0,0,21007.948640226572,0,0,2179.54541015625
1002,4.68544719e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,3.770365082934626,226,0,0,0,22.68896484375,0.33358958363533,1.562422839274276,0,1,0,5.660000024363399e-4,59820.71547510025,40618.77917212029,40618.77917212029,0,0,18566.20333057596,0,0,2097.069091796875
1003,3.2077059968e-5,Honduras,NA,NA,60,smud_prop,8046969.5421636505,258.1231245646529,15487,0,0,0,22.68896484375,0.33358958363533,5.557303333159672,0,1,0,5.660000024363399e-4,58501.21761612253,42553.96231914162,42553.96231914162,0,0,17078.99060411794,0,0,2097.069091796875
1004,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.68896484375,0.33358958363533,0,0,1,0,5.98000013269484e-4,54680.099055272774,44945.676743128686,44945.676743128686,0,0,17079.02028002923,0,0,2097.069091796875
1005,2.34272359e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,1.885182537443828,113,0,0,0,22.68896484375,0.33358958363533,1.059588169169556,0,1,0,5.98000013269484e-4,51063.03949844417,47524.70881941305,47524.70881941305,0,0,17079.07217223008,0,0,2097.069091796875
1006,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.68896484375,0.33358958363533,0,0,1,0,5.440000095404685e-4,47696.485960131766,50443.556932432264,47696.485960131766,0,0,17079.114118377624,0,0,2097.069091796875
1007,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,22.68896484375,0.33358958363533,0,0,1,0,5.440000095404685e-4,44637.154289563274,47610.37348944273,44637.154289563274,0,0,17079.14611834463,0,0,2097.069091796875
1008,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.321664810180664,0.376424938440323,0,0,1,0,4.490000137593597e-4,41951.48520406155,44862.896635513214,41951.48520406155,0,0,17079.16817203178,0.0032423991118629486,0,1858.81640625
1009,0,Honduras,NA,NA,60,smud_prop,8046969.5421636505,0,0,0,0,0,23.321664810180664,0.376424938440323,0,0,1,0,4.490000137593597e-4,39488.37321571761,42368.916155990235,39488.37321571761,0,0,18566.440432029987,0,0,1858.81640625
1010,8.765872128e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,70.53870602451727,4232,0,0,0,23.321664810180664,0.376424938440323,4.27023864622694,0,1,0,4.490000137593597e-4,37441.31927896211,40200.21003624066,37441.31927896211,0,0,21008.293517579546,0,0,1858.81640625
1011,3.045540672e-6,Honduras,NA,NA,60,smud_prop,8046969.5421636505,24.50737302700462,1470,0,0,0,23.321664810180664,0.376424938440323,3.23896754868586,0,1,0,5.619999719783664e-4,35977.39789749253,38561.492679645264,35977.39789749253,0,0,23555.26656711566,0,0,1858.81640625
1012,7.02817078e-7,Honduras,NA,NA,60,smud_prop,8046969.5421636505,5.655547620378455,339,0,0,0,23.321664810180664,0.376424938440323,1.895450735520802,0,1,0,5.520000122487545e-4,35169.50283412862,37522.26736761467,35169.50283412862,0,0,26010.353900887854,0,0,1858.81640625
